quarter,ffr_obs,baag10_obs,gdpdef_obs,hours_dngs15_obs,wage_rgd_obs,gdp_rgd_obs,hours_sw07_obs,ifi_rgd_obs,c_rgd_obs
1997Q3,1.3836684782608693,0.3791406249999991,0.2942043899093243,-40.95610757010943,0.6814131046271403,1.0361899604805183,-25.817928581408125,3.1422504902574753,1.6086952216818224
1997Q4,1.3768478260869563,0.3834677419354837,0.36166404701885146,-40.812248113497176,1.127631985910102,0.6828614423982419,-30.01079971429894,0.6291333871134438,0.7920131637462404
1998Q1,1.3798333333333335,0.4170901639344258,0.2630939398211408,-40.74522569438824,1.3755800716561515,1.480601999926534,-32.471102180030186,3.5133731626787004,1.134167763776901
1998Q2,1.3743681318681322,0.4146031746031751,0.2526971895756255,-40.7216859923744,1.1067120201406808,0.553471886532958,-32.58020307689324,2.213133596570495,1.4810412142195801
1998Q3,1.382907608695652,0.47996093749999935,0.34883756304541064,-40.9379256598767,0.9090406576405976,1.0087644612802993,-34.30838279814748,0.44389535212796705,0.9338587393331321
1998Q4,1.2151358695652175,0.6459274193548394,0.27047929936671616,-40.605537953569794,0.7245537859500718,1.6213050822110247,-32.659990357439455,2.7334341247784657,1.3114860053734836
1999Q1,1.183638888888889,0.6028278688524591,0.4235662859362787,-40.891729839231694,0.4799306198549883,0.7539658965409685,-30.38825223454441,1.357168166413579,1.0943007649257632
1999Q2,1.1869230769230772,0.5494921874999998,0.3356512381651615,-40.86088452049536,0.7216989948812117,0.43074212400191014,-26.069977874512745,1.248004879449394,1.560510737863639
1999Q3,1.2738858695652175,0.5548437500000007,0.3440699179511232,-40.92608809867381,0.8622173269763982,1.1370264255167302,-21.48471528837348,1.365698176074699,1.2778785353804893
1999Q4,1.3260054347826085,0.5225601638504864,0.4474280394921107,-40.65082235436009,0.5863783844970578,1.9909816545532093,-19.859752344423725,0.8314814346556563,1.5369543142569215
2000Q1,1.4194230769230771,0.46559523809523795,0.9171340227519198,-40.19773792810695,0.6527569315584666,0.5795393140422382,-18.704179671382406,3.027107678038376,1.5012432847700918
2000Q2,1.5679945054945053,0.6048015873015873,0.5256747297077897,-40.40854654715545,1.249748207723743,1.3844939917247574,-15.475855453159681,1.7659633593281672,0.8763959922314536
2000Q3,1.6298641304347827,0.6057936507936512,0.46702868374319606,-41.06596582809084,1.2774220754145569,0.3320806751147897,-18.917806059178645,0.6277142139596179,1.1768466646257956
2000Q4,1.6187228260869573,0.6617338709677425,0.437027056631466,-41.15563929051987,1.7199922369029848,0.47188193574071524,-20.072468422010957,-0.10920505204806527,0.8204765901208669
2001Q1,1.399249999999999,0.709395161290322,0.8039594197088153,-41.07758907276364,0.4392010145057092,0.32835466019911647,-24.244749456727533,-0.4199937913822367,0.7307182082830173
2001Q2,1.081675824175824,0.6905555555555554,0.5232490021568852,-42.247688084933905,0.6328332379507133,0.07710348311430423,-22.276888643048437,-2.943188787841053,0.43190805737851284
2001Q3,0.8753804347826085,0.7361475409836067,0.5296332351422522,-42.93372257000815,0.5421883868601586,-0.08888841876613204,-23.504595684695175,-2.7396351980786817,-0.3249577727151144
2001Q4,0.5987222222222225,0.8326612903225812,,-43.74954055373779,,,-24.887323597793653,,
