observation_date,JTSJOL_20100811,JTSJOL_20100908,JTSJOL_20101007,JTSJOL_20101109,JTSJOL_20101207,JTSJOL_20110111,JTSJOL_20110208,JTSJOL_20110311,JTSJOL_20110413,JTSJOL_20110511,JTSJOL_20110607,JTSJOL_20110712,JTSJOL_20110810,JTSJOL_20110907,JTSJOL_20111012,JTSJOL_20111108,JTSJOL_20111213,JTSJOL_20120110,JTSJOL_20120207,JTSJOL_20120313,JTSJOL_20120410,JTSJOL_20120508,JTSJOL_20120619,JTSJOL_20120710,JTSJOL_20120807,JTSJOL_20120911,JTSJOL_20121010,JTSJOL_20121106,JTSJOL_20121211,JTSJOL_20130110,JTSJOL_20130212,JTSJOL_20130312,JTSJOL_20130409,JTSJOL_20130507,JTSJOL_20130611,JTSJOL_20130709,JTSJOL_20130806,JTSJOL_20130910,JTSJOL_20131024,JTSJOL_20131122,JTSJOL_20131210,JTSJOL_20140117,JTSJOL_20140211,JTSJOL_20140311,JTSJOL_20140408,JTSJOL_20140509,JTSJOL_20140610,JTSJOL_20140708,JTSJOL_20140812,JTSJOL_20140909,JTSJOL_20141007,JTSJOL_20141113,JTSJOL_20141209,JTSJOL_20150113,JTSJOL_20150210,JTSJOL_20150310,JTSJOL_20150407,JTSJOL_20150512,JTSJOL_20150609,JTSJOL_20150707,JTSJOL_20150812,JTSJOL_20150909,JTSJOL_20151016,JTSJOL_20151112,JTSJOL_20151208,JTSJOL_20160112,JTSJOL_20160209,JTSJOL_20160317,JTSJOL_20160405,JTSJOL_20160510,JTSJOL_20160608,JTSJOL_20160712,JTSJOL_20160810,JTSJOL_20160907,JTSJOL_20161012,JTSJOL_20161108,JTSJOL_20161207,JTSJOL_20170110,JTSJOL_20170207,JTSJOL_20170316,JTSJOL_20170411,JTSJOL_20170509,JTSJOL_20170606,JTSJOL_20170711,JTSJOL_20170808,JTSJOL_20170912,JTSJOL_20171011,JTSJOL_20171107,JTSJOL_20171211,JTSJOL_20180109,JTSJOL_20180206,JTSJOL_20180316,JTSJOL_20180413,JTSJOL_20180508,JTSJOL_20180605,JTSJOL_20180710,JTSJOL_20180807,JTSJOL_20180911,JTSJOL_20181016,JTSJOL_20181106,JTSJOL_20181210,JTSJOL_20190108,JTSJOL_20190212,JTSJOL_20190315,JTSJOL_20190409,JTSJOL_20190507,JTSJOL_20190610,JTSJOL_20190709,JTSJOL_20190806,JTSJOL_20190910,JTSJOL_20191009,JTSJOL_20191105,JTSJOL_20191217,JTSJOL_20200117,JTSJOL_20200211,JTSJOL_20200317,JTSJOL_20200407
2011-09-01,,,,,,,,,,,,,,,,3354,3377,3377,3377,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3557,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3494,3494,3494,3494,3494,3494,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763
2011-10-01,,,,,,,,,,,,,,,,,3267,3224,3224,3408,3408,3408,3408,3408,3408,3408,3408,3408,3408,3408,3408,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3422,3422,3422,3422,3422,3422,3422,3422,3422,3422,3422,3422,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3422,3422,3422,3422,3422,3422,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650,3650
2011-11-01,,,,,,,,,,,,,,,,,,3161,3118,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3118,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,3152,3152,3152,3152,3152,3152,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485
2011-12-01,,,,,,,,,,,,,,,,,,,3376,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3527,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3372,3372,3372,3372,3372,3372,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662
2012-01-01,,,,,,,,,,,,,,,,,,,,3459,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3653,3653,3653,3653,3653,3653,3653,3653,3653,3653,3653,3653,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3725,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904
2012-02-01,,,,,,,,,,,,,,,,,,,,,3498,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3526,3526,3526,3526,3526,3526,3526,3526,3526,3526,3526,3526,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3517,3517,3517,3517,3517,3517,3517,3517,3517,3517,3517,3517,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3497,3497,3497,3497,3497,3497,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605
2012-03-01,,,,,,,,,,,,,,,,,,,,,,3737,3741,3741,3741,3741,3741,3741,3741,3741,3741,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3830,3830,3830,3830,3830,3830,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976
2012-04-01,,,,,,,,,,,,,,,,,,,,,,,3416,3447,3447,3447,3447,3447,3447,3447,3447,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3643,3641,3641,3641,3641,3641,3641,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878
2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,3642,3657,3657,3657,3657,3657,3657,3657,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,3739,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3693,3693,3693,3693,3693,3693,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,3762,3722,3722,3722,3722,3722,3722,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3800,3800,3800,3800,3800,3800,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916
2012-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,3664,3593,3593,3593,3593,3593,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3587,3587,3587,3587,3587,3587,3587,3587,3587,3587,3587,3587,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3694,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,3661,3661,3661,3661,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,3699,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3655,3655,3655,3655,3655,3655,3655,3655,3655,3655,3655,3655,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3683,3684,3684,3684,3684,3684,3684,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839
2012-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,3547,3547,3547,3603,3603,3603,3603,3603,3603,3603,3603,3603,3603,3603,3603,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,3614,3614,3614,3614,3614,3614,3614,3614,3614,3614,3614,3614,3533,3533,3533,3533,3533,3533,3533,3533,3533,3533,3533,3533,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675,3665,3665,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3713,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,3790,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3789,3755,3755,3755,3755,3755,3755,3755,3755,3755,3755,3755,3755,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3556,3556,3556,3556,3556,3556,3556,3556,3556,3556,3556,3556,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3521,3542,3542,3542,3542,3542,3542,3787,3787,3787,3787,3787,3787,3787,3787,3787,3787,3787,3787,3787,3787
2012-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,3612,3612,3612,3612,3612,3612,3612,3612,3612,3612,3612,3612,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3640,3640,3640,3640,3640,3640,3640,3640,3640,3640,3640,3640,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840
2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3611,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3770,3770,3770,3770,3770,3770,3770,3770,3770,3770,3770,3770,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3804,3804,3804,3804,3804,3804,3805,3805,3805,3805,3805,3805,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3970,3970,3970,3970,3970,3970,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,3875,3875,3875,3875,3875,3875,3875,3875,3875,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3916,3916,3916,3916,3916,3916,3922,3922,3922,3922,3922,3922,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3757,3800,3800,3800,3800,3800,3800,3800,3800,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3934,3934,3934,3934,3934,3934,3935,3935,3935,3935,3935,3935,4078,4078,4078,4078,4078,4078,4078,4078,4078,4078,4078,4078,4078,4078
2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3828,3907,3907,3907,3907,3907,3907,3907,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3889,3889,3889,3889,3889,3889,3885,3885,3885,3885,3885,3885,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,3869,3869,3869,3869,3869,3869,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689,3808,3808,3808,3808,3808,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3875,3875,3875,3875,3875,3875,3872,3872,3872,3872,3872,3872,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883,3844,3844,3844,3844,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3915,3915,3915,3915,3915,3915,3914,3914,3914,3914,3914,3914,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913,3883,3883,3883,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,3931,3931,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,4076,4076,4076,4076,4076,4076,4076,4076,4076,4076,4076,4076,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4109,4109,4109,4109,4109,4109,4108,4108,4108,4108,4108,4108,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,4033,4126,4126,4126,4126,4126,4126,4126,4126,4126,4126,4126,4126,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3841,3841,3841,3841,3841,3841,3845,3845,3845,3845,3845,3845,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3742,3783,3783,3783,3783,3783,3783,3782,3782,3782,3782,3782,3782,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3974,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4160,4160,4160,4160,4160,4160,4160,4160,4160,4160,4160,4160,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4101,4147,4147,4147,4147,4147,4147,4145,4145,4145,4145,4145,4145,4347,4347,4347,4347,4347,4347,4347,4347,4347,4347,4347,4347,4347,4347
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014,4166,4166,4166,4166,4166,4166,4166,4166,4166,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4203,4203,4203,4203,4203,4203,4204,4204,4204,4204,4204,4204,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,4464,4464,4464,4464,4464,4464,4464,4464,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4575,4575,4575,4575,4575,4575,4575,4575,4575,4575,4575,4575,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4537,4537,4537,4537,4537,4537,4538,4538,4538,4538,4538,4538,4662,4662,4662,4662,4662,4662,4662,4662,4662,4662,4662,4662,4662,4662
2014-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635,4577,4577,4577,4577,4577,4577,4577,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4608,4608,4608,4608,4608,4608,4609,4609,4609,4609,4609,4609,4775,4775,4775,4775,4775,4775,4775,4775,4775,4775,4775,4775,4775,4775
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,4675,4675,4675,4675,4675,4675,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4676,4676,4676,4676,4676,4676,4676,4676,4676,4676,4676,4676,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999,4999
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4673,4605,4605,4605,4605,4605,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4648,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4919,4919,4919,4919,4919,4919,4919,4919,4919,4919,4919,4919,4919,4919
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,4853,4853,4853,4853,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,5026,5026,5026,5026,5026,5026,5026,5026,5026,5026,5026,5026,4954,4954,4954,4954,4954,4954,4945,4945,4945,4945,4945,4945,5383,5383,5383,5383,5383,5383,5383,5383,5383,5383,5383,5383,5383,5383
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4735,4685,4685,4685,4678,4678,4678,4678,4678,4678,4678,4678,4678,4678,4678,4678,4658,4658,4658,4658,4658,4658,4658,4658,4658,4658,4658,4658,4625,4625,4625,4625,4625,4625,4625,4625,4625,4625,4625,4625,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4876,4876,4876,4876,4876,4876,4876,4876,4876,4876,4876,4876,4876,4876
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834,4830,4830,4849,4849,4849,4849,4849,4849,4849,4849,4849,4849,4849,4849,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4906,4906,4906,4906,4906,4906,4906,4906,4906,4906,4906,4906,4944,4944,4944,4944,4944,4944,4941,4941,4941,4941,4941,4941,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066,5066
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,4847,4886,4886,4886,4886,4886,4886,4886,4886,4886,4886,4886,4886,4721,4721,4721,4721,4721,4721,4721,4721,4721,4721,4721,4721,4684,4684,4684,4684,4684,4684,4684,4684,4684,4684,4684,4684,4702,4702,4702,4702,4702,4702,4698,4698,4698,4698,4698,4698,4719,4719,4719,4719,4719,4719,4719,4719,4719,4719,4719,4719,4719,4719
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028,4877,4877,4877,4877,4877,4877,4877,4877,4877,4877,4877,4877,4815,4815,4815,4815,4815,4815,4815,4815,4815,4815,4815,4815,4795,4795,4795,4795,4795,4795,4795,4795,4795,4795,4795,4795,4820,4820,4820,4820,4820,4820,4819,4819,4819,4819,4819,4819,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998,4965,4965,4965,4965,4965,4965,4965,4965,4965,4965,4965,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,4972,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5104,5113,5113,5113,5113,5113,5113,5111,5111,5111,5111,5111,5111,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5362,5362
2015-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5133,5144,5144,5144,5144,5144,5144,5144,5144,5144,5144,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5160,5160,5160,5160,5160,5160,5162,5162,5162,5162,5162,5162,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5446,5446
2015-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994,5109,5109,5109,5109,5109,5109,5109,5109,5109,5180,5180,5180,5180,5180,5180,5180,5180,5180,5180,5180,5180,5125,5125,5125,5125,5125,5125,5125,5125,5125,5125,5125,5125,5183,5183,5183,5183,5183,5183,5182,5182,5182,5182,5182,5182,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223,5223,5208,5208
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376,5334,5334,5334,5334,5334,5334,5334,5334,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5632,5632,5632,5632,5632,5632,5632,5632,5632,5632,5632,5632,5625,5625,5625,5625,5625,5625,5599,5599,5599,5599,5599,5599,5726,5726,5726,5726,5726,5726,5726,5726,5726,5726,5726,5726,5712,5712
