observation_date,A007RD3Q086SBEA_20130228,A007RD3Q086SBEA_20130328,A007RD3Q086SBEA_20130426,A007RD3Q086SBEA_20130530,A007RD3Q086SBEA_20130626,A007RD3Q086SBEA_20130731,A007RD3Q086SBEA_20140110,A007RD3Q086SBEA_20140130,A007RD3Q086SBEA_20140228,A007RD3Q086SBEA_20140327,A007RD3Q086SBEA_20140430,A007RD3Q086SBEA_20140529,A007RD3Q086SBEA_20140625,A007RD3Q086SBEA_20140730,A007RD3Q086SBEA_20140828,A007RD3Q086SBEA_20140926,A007RD3Q086SBEA_20141030,A007RD3Q086SBEA_20141125,A007RD3Q086SBEA_20141223,A007RD3Q086SBEA_20150130,A007RD3Q086SBEA_20150227,A007RD3Q086SBEA_20150327,A007RD3Q086SBEA_20150429,A007RD3Q086SBEA_20150529,A007RD3Q086SBEA_20150624,A007RD3Q086SBEA_20150730,A007RD3Q086SBEA_20150827,A007RD3Q086SBEA_20150925,A007RD3Q086SBEA_20151029,A007RD3Q086SBEA_20151124,A007RD3Q086SBEA_20151222,A007RD3Q086SBEA_20160129,A007RD3Q086SBEA_20160226,A007RD3Q086SBEA_20160428,A007RD3Q086SBEA_20160527,A007RD3Q086SBEA_20160628,A007RD3Q086SBEA_20160729,A007RD3Q086SBEA_20160826,A007RD3Q086SBEA_20160929,A007RD3Q086SBEA_20161028,A007RD3Q086SBEA_20161129,A007RD3Q086SBEA_20161222,A007RD3Q086SBEA_20170127,A007RD3Q086SBEA_20170228,A007RD3Q086SBEA_20170330,A007RD3Q086SBEA_20170428,A007RD3Q086SBEA_20170526,A007RD3Q086SBEA_20170629,A007RD3Q086SBEA_20170728,A007RD3Q086SBEA_20170830,A007RD3Q086SBEA_20170928,A007RD3Q086SBEA_20171027,A007RD3Q086SBEA_20171129,A007RD3Q086SBEA_20171221,A007RD3Q086SBEA_20180126,A007RD3Q086SBEA_20180228,A007RD3Q086SBEA_20180328,A007RD3Q086SBEA_20180427,A007RD3Q086SBEA_20180530,A007RD3Q086SBEA_20180628,A007RD3Q086SBEA_20180727,A007RD3Q086SBEA_20180829,A007RD3Q086SBEA_20180927,A007RD3Q086SBEA_20181026,A007RD3Q086SBEA_20181128,A007RD3Q086SBEA_20181221,A007RD3Q086SBEA_20190228,A007RD3Q086SBEA_20190328,A007RD3Q086SBEA_20190426,A007RD3Q086SBEA_20190530,A007RD3Q086SBEA_20190627,A007RD3Q086SBEA_20190726,A007RD3Q086SBEA_20190829,A007RD3Q086SBEA_20190926,A007RD3Q086SBEA_20191030,A007RD3Q086SBEA_20191127,A007RD3Q086SBEA_20191220,A007RD3Q086SBEA_20200130,A007RD3Q086SBEA_20200227,A007RD3Q086SBEA_20200326
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.008,108.061,108.048,108.048,108.048,108.048,108.048,108.048,108.048,108.048,108.048,108.048,107.631,107.631,107.631,107.631,107.631,107.631,107.631,107.631,107.631,107.631,107.631,107.631,104.236,104.236,104.236,104.236,104.236,104.236,104.236,104.236,104.236,104.236,104.236,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.471,108.42,108.412,108.412,108.412,108.412,108.412,108.412,108.412,107.953,107.953,107.953,107.953,107.953,107.953,107.953,107.953,107.953,107.953,107.953,107.953,104.423,104.423,104.423,104.423,104.423,104.423,104.423,104.423,104.423,104.423,104.423,104.293,104.293,104.293,104.293,104.293,104.293,104.293,104.293,104.293
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.814,108.922,108.936,108.936,108.936,108.936,108.382,108.382,108.382,108.382,108.382,108.382,108.382,108.382,108.382,108.382,108.382,108.382,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.832,104.832,104.832,104.832,104.832,104.832,104.832,104.832,104.832
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.374,109.323,109.28,108.805,108.805,108.805,108.805,108.805,108.805,108.805,108.805,108.805,108.805,108.805,108.805,105.212,105.212,105.212,105.212,105.212,105.212,105.212,105.212,105.212,105.212,105.212,105.263,105.263,105.263,105.263,105.263,105.263,105.263,105.263,105.263
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.441,109.395,109.482,109.482,109.482,109.482,109.482,109.482,109.482,109.482,109.482,109.482,105.714,105.714,105.714,105.714,105.714,105.714,105.714,105.714,105.714,105.714,105.714,105.846,105.846,105.846,105.846,105.846,105.846,105.846,105.846,105.846
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.079,110.009,109.996,109.996,109.996,109.996,109.996,109.996,109.996,106.241,106.241,106.241,106.241,106.241,106.241,106.241,106.241,106.241,106.241,106.241,106.389,106.389,106.389,106.389,106.389,106.389,106.389,106.389,106.389
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.292,110.275,110.273,110.273,110.273,110.273,106.565,106.565,106.565,106.565,106.565,106.565,106.565,106.565,106.565,106.565,106.565,106.708,106.708,106.708,106.708,106.708,106.708,106.708,106.708,106.708
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.072,111.092,111.063,107.218,107.218,107.218,107.218,107.218,107.218,107.218,107.218,107.218,107.218,107.218,107.59,107.59,107.59,107.59,107.59,107.59,107.59,107.59,107.59
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.062,108.045,108.054,108.054,108.054,108.054,108.054,108.054,108.054,108.054,108.054,108.381,108.381,108.381,108.381,108.381,108.381,108.381,108.381,108.381
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.595,108.581,108.591,108.591,108.591,108.591,108.591,108.591,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.003,108.974,108.974,108.974,108.974,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092,109.092
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.354,109.429,109.431,109.573,109.573,109.573,109.573,109.573,109.573,109.573,109.573,109.573
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.093,110.1,110.106,110.106,110.106,110.106,110.106,110.106,110.106
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.435,110.423,110.422,110.422,110.422,110.422
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.539,110.681,110.654
