observation_date,A007RD3Q086SBEA_20130228,A007RD3Q086SBEA_20130328,A007RD3Q086SBEA_20130426,A007RD3Q086SBEA_20130530,A007RD3Q086SBEA_20130626,A007RD3Q086SBEA_20130731,A007RD3Q086SBEA_20140110,A007RD3Q086SBEA_20140130,A007RD3Q086SBEA_20140228,A007RD3Q086SBEA_20140327,A007RD3Q086SBEA_20140430,A007RD3Q086SBEA_20140529,A007RD3Q086SBEA_20140625,A007RD3Q086SBEA_20140730,A007RD3Q086SBEA_20140828,A007RD3Q086SBEA_20140926,A007RD3Q086SBEA_20141030,A007RD3Q086SBEA_20141125,A007RD3Q086SBEA_20141223,A007RD3Q086SBEA_20150130,A007RD3Q086SBEA_20150227,A007RD3Q086SBEA_20150327,A007RD3Q086SBEA_20150429,A007RD3Q086SBEA_20150529,A007RD3Q086SBEA_20150624,A007RD3Q086SBEA_20150730,A007RD3Q086SBEA_20150827,A007RD3Q086SBEA_20150925,A007RD3Q086SBEA_20151029,A007RD3Q086SBEA_20151124,A007RD3Q086SBEA_20151222,A007RD3Q086SBEA_20160129,A007RD3Q086SBEA_20160226,A007RD3Q086SBEA_20160428,A007RD3Q086SBEA_20160527,A007RD3Q086SBEA_20160628,A007RD3Q086SBEA_20160729,A007RD3Q086SBEA_20160826,A007RD3Q086SBEA_20160929,A007RD3Q086SBEA_20161028,A007RD3Q086SBEA_20161129,A007RD3Q086SBEA_20161222,A007RD3Q086SBEA_20170127,A007RD3Q086SBEA_20170228,A007RD3Q086SBEA_20170330,A007RD3Q086SBEA_20170428,A007RD3Q086SBEA_20170526,A007RD3Q086SBEA_20170629,A007RD3Q086SBEA_20170728,A007RD3Q086SBEA_20170830,A007RD3Q086SBEA_20170928,A007RD3Q086SBEA_20171027,A007RD3Q086SBEA_20171129,A007RD3Q086SBEA_20171221,A007RD3Q086SBEA_20180126,A007RD3Q086SBEA_20180228,A007RD3Q086SBEA_20180328,A007RD3Q086SBEA_20180427,A007RD3Q086SBEA_20180530,A007RD3Q086SBEA_20180628,A007RD3Q086SBEA_20180727,A007RD3Q086SBEA_20180829,A007RD3Q086SBEA_20180927,A007RD3Q086SBEA_20181026,A007RD3Q086SBEA_20181128,A007RD3Q086SBEA_20181221,A007RD3Q086SBEA_20190228,A007RD3Q086SBEA_20190328,A007RD3Q086SBEA_20190426,A007RD3Q086SBEA_20190530,A007RD3Q086SBEA_20190627,A007RD3Q086SBEA_20190726,A007RD3Q086SBEA_20190829,A007RD3Q086SBEA_20190926,A007RD3Q086SBEA_20191030,A007RD3Q086SBEA_20191127,A007RD3Q086SBEA_20191220,A007RD3Q086SBEA_20200130,A007RD3Q086SBEA_20200227,A007RD3Q086SBEA_20200326
1969-07-01,29.964,29.964,29.964,29.964,29.964,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607,27.607
1969-10-01,30.359,30.359,30.359,30.359,30.359,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.475,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968,27.968
1970-01-01,30.585,30.585,30.585,30.585,30.585,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,27.697,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195,28.195
1970-04-01,31.276,31.276,31.276,31.276,31.276,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.292,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801,28.801
1970-07-01,31.175,31.175,31.175,31.175,31.175,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.231,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738,28.738
1970-10-01,31.535,31.535,31.535,31.535,31.535,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,28.558,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071,29.071
1971-01-01,32.081,32.081,32.081,32.081,32.081,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.049,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571,29.571
1971-04-01,32.54,32.54,32.54,32.54,32.54,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.454,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983,29.983
1971-07-01,32.927,32.927,32.927,32.927,32.927,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,29.795,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33
1971-10-01,33.229,33.229,33.229,33.229,33.229,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.068,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608,30.608
1972-01-01,33.644,33.644,33.644,33.644,33.644,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.44,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987,30.987
1972-04-01,33.862,33.862,33.862,33.862,33.862,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,30.648,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198,31.198
1972-07-01,34.2,34.2,34.2,34.2,34.2,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506,31.506
1972-10-01,34.693,34.693,34.693,34.693,34.693,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.387,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951,31.951
1973-01-01,35.036,35.036,35.036,35.036,35.036,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,31.704,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273,32.273
1973-04-01,35.654,35.654,35.654,35.654,35.654,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.267,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847,32.847
1973-07-01,36.413,36.413,36.413,36.413,36.413,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,32.957,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548,33.548
1973-10-01,36.88,36.88,36.88,36.88,36.88,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,33.411,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011,34.011
1974-01-01,37.598,37.598,37.598,37.598,37.598,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.087,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699,34.699
1974-04-01,38.698,38.698,38.698,38.698,38.698,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707,35.707
1974-07-01,40.224,40.224,40.224,40.224,40.224,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,36.412,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066,37.066
1974-10-01,41.849,41.849,41.849,41.849,41.849,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,37.821,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501,38.501
1975-01-01,43.307,43.307,43.307,43.307,43.307,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.088,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79,39.79
1975-04-01,44.316,44.316,44.316,44.316,44.316,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708,40.708
1975-07-01,44.825,44.825,44.825,44.825,44.825,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,40.453,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18,41.18
1975-10-01,45.492,45.492,45.492,45.492,45.492,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.046,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783,41.783
1976-01-01,45.944,45.944,45.944,45.944,45.944,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,41.446,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19,42.19
1976-04-01,46.738,46.738,46.738,46.738,46.738,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.167,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925,42.925
1976-07-01,47.39,47.39,47.39,47.39,47.39,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528,43.528
1976-10-01,48.129,48.129,48.129,48.129,48.129,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,43.428,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208,44.208
1977-01-01,49.183,49.183,49.183,49.183,49.183,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,44.335,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132,45.132
1977-04-01,50.122,50.122,50.122,50.122,50.122,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.159,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97
1977-07-01,51.259,51.259,51.259,51.259,51.259,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987,46.987
1977-10-01,52.363,52.363,52.363,52.363,52.363,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.144,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991,47.991
1978-01-01,53.355,53.355,53.355,53.355,53.355,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.033,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896,48.896
1978-04-01,54.476,54.476,54.476,54.476,54.476,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.023,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904,49.904
1978-07-01,55.529,55.529,55.529,55.529,55.529,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,49.983,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882,50.882
1978-10-01,56.651,56.651,56.651,56.651,56.651,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,50.992,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909,51.909
