observation_date,DDURRG3Q086SBEA_20130228,DDURRG3Q086SBEA_20130426,DDURRG3Q086SBEA_20130731,DDURRG3Q086SBEA_20140110,DDURRG3Q086SBEA_20140130,DDURRG3Q086SBEA_20140228,DDURRG3Q086SBEA_20140430,DDURRG3Q086SBEA_20140529,DDURRG3Q086SBEA_20140730,DDURRG3Q086SBEA_20140828,DDURRG3Q086SBEA_20140926,DDURRG3Q086SBEA_20141030,DDURRG3Q086SBEA_20141125,DDURRG3Q086SBEA_20141223,DDURRG3Q086SBEA_20150130,DDURRG3Q086SBEA_20150227,DDURRG3Q086SBEA_20150327,DDURRG3Q086SBEA_20150429,DDURRG3Q086SBEA_20150529,DDURRG3Q086SBEA_20150624,DDURRG3Q086SBEA_20150730,DDURRG3Q086SBEA_20150827,DDURRG3Q086SBEA_20150925,DDURRG3Q086SBEA_20151029,DDURRG3Q086SBEA_20151124,DDURRG3Q086SBEA_20151222,DDURRG3Q086SBEA_20160129,DDURRG3Q086SBEA_20160226,DDURRG3Q086SBEA_20160325,DDURRG3Q086SBEA_20160428,DDURRG3Q086SBEA_20160527,DDURRG3Q086SBEA_20160628,DDURRG3Q086SBEA_20160729,DDURRG3Q086SBEA_20160826,DDURRG3Q086SBEA_20160929,DDURRG3Q086SBEA_20161028,DDURRG3Q086SBEA_20161129,DDURRG3Q086SBEA_20161222,DDURRG3Q086SBEA_20170127,DDURRG3Q086SBEA_20170228,DDURRG3Q086SBEA_20170330,DDURRG3Q086SBEA_20170428,DDURRG3Q086SBEA_20170526,DDURRG3Q086SBEA_20170629,DDURRG3Q086SBEA_20170728,DDURRG3Q086SBEA_20170830,DDURRG3Q086SBEA_20170928,DDURRG3Q086SBEA_20171027,DDURRG3Q086SBEA_20171221,DDURRG3Q086SBEA_20180126,DDURRG3Q086SBEA_20180228,DDURRG3Q086SBEA_20180328,DDURRG3Q086SBEA_20180427,DDURRG3Q086SBEA_20180530,DDURRG3Q086SBEA_20180628,DDURRG3Q086SBEA_20180727,DDURRG3Q086SBEA_20180829,DDURRG3Q086SBEA_20180927,DDURRG3Q086SBEA_20181026,DDURRG3Q086SBEA_20181128,DDURRG3Q086SBEA_20190228,DDURRG3Q086SBEA_20190328,DDURRG3Q086SBEA_20190426,DDURRG3Q086SBEA_20190530,DDURRG3Q086SBEA_20190627,DDURRG3Q086SBEA_20190726,DDURRG3Q086SBEA_20190829,DDURRG3Q086SBEA_20190926,DDURRG3Q086SBEA_20191030,DDURRG3Q086SBEA_20191127,DDURRG3Q086SBEA_20200130,DDURRG3Q086SBEA_20200227,DDURRG3Q086SBEA_20200326
1970-07-01,56.122,56.122,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,60.297,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996,62.996
1970-10-01,57.056,57.056,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044,64.044
1971-01-01,57.864,57.864,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,62.168,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951,64.951
1971-04-01,58.276,58.276,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413,65.413
1971-07-01,58.146,58.146,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268,65.268
1971-10-01,57.847,57.847,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932,64.932
1972-01-01,58.346,58.346,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,62.686,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492,65.492
1972-04-01,58.645,58.645,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,63.007,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828,65.828
1972-07-01,58.944,58.944,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,63.329,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164,66.164
1972-10-01,58.755,58.755,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,63.126,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952,65.952
1973-01-01,58.999,58.999,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,63.387,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225,66.225
1973-04-01,59.463,59.463,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,63.886,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746,66.746
1973-07-01,59.757,59.757,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,64.202,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076,67.076
1973-10-01,59.948,59.948,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,64.407,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29,67.29
1974-01-01,60.612,60.612,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036,68.036
1974-04-01,62.146,62.146,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,66.769,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758,69.758
1974-07-01,64.514,64.514,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416,72.416
1974-10-01,66.532,66.532,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,71.48,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68,74.68
1975-01-01,67.574,67.574,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85
1975-04-01,68.789,68.789,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,73.905,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214
1975-07-01,69.543,69.543,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,74.715,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061
1975-10-01,70.612,70.612,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,75.864,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261,79.261
1976-01-01,71.566,71.566,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,76.889,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331,80.331
1976-04-01,72.361,72.361,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224,81.224
1976-07-01,73.237,73.237,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,78.684,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207,82.207
1976-10-01,74.476,74.476,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,80.015,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.597
1977-01-01,75.241,75.241,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,80.838,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455,84.455
1977-04-01,75.624,75.624,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,81.249,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884,84.884
1977-07-01,76.41,76.41,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,82.094,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766,85.766
1977-10-01,77.433,77.433,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,83.192,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914,86.914
1978-01-01,78.543,78.543,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,84.385,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16,88.16
1978-04-01,79.74,79.74,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,85.672,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504,89.504
1978-07-01,81.032,81.032,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,87.059,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954,90.954
1978-10-01,82.45,82.45,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,88.583,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546,92.546
1979-01-01,83.789,83.789,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049,94.049
1979-04-01,85.263,85.263,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,91.605,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704,95.704
1979-07-01,86.242,86.242,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,92.657,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802,96.802
1979-10-01,87.796,87.796,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,94.326,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546,98.546
1980-01-01,90.37,90.37,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,97.091,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435,101.435
1980-04-01,92.503,92.503,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,99.383,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83,103.83
1980-07-01,94.189,94.189,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,101.195,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722,105.722
1980-10-01,95.804,95.804,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,102.929,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534,107.534
