observation_date,B249RC1Q027SBEA_20130228,B249RC1Q027SBEA_20130328,B249RC1Q027SBEA_20130426,B249RC1Q027SBEA_20130626,B249RC1Q027SBEA_20130731,B249RC1Q027SBEA_20130926,B249RC1Q027SBEA_20131107,B249RC1Q027SBEA_20131220,B249RC1Q027SBEA_20140130,B249RC1Q027SBEA_20140327,B249RC1Q027SBEA_20140430,B249RC1Q027SBEA_20140730,B249RC1Q027SBEA_20140828,B249RC1Q027SBEA_20140926,B249RC1Q027SBEA_20141030,B249RC1Q027SBEA_20141223,B249RC1Q027SBEA_20150130,B249RC1Q027SBEA_20150429,B249RC1Q027SBEA_20150730,B249RC1Q027SBEA_20150925,B249RC1Q027SBEA_20151029,B249RC1Q027SBEA_20160129,B249RC1Q027SBEA_20160325,B249RC1Q027SBEA_20160428,B249RC1Q027SBEA_20160729,B249RC1Q027SBEA_20161028,B249RC1Q027SBEA_20161222,B249RC1Q027SBEA_20170127,B249RC1Q027SBEA_20170330,B249RC1Q027SBEA_20170428,B249RC1Q027SBEA_20170629,B249RC1Q027SBEA_20170728,B249RC1Q027SBEA_20171027,B249RC1Q027SBEA_20171221,B249RC1Q027SBEA_20180126,B249RC1Q027SBEA_20180328,B249RC1Q027SBEA_20180427,B249RC1Q027SBEA_20180628
2013-10-01,,,,,,,,,444.9,444.6,444.6,447.7,447.7,447.7,447.7,447.7,447.7,447.7,452.2,452.2,452.2,452.2,452.2,452.2,451.1,451.1,451.1,451.1,451.1,451.1,451.1,451.1,451.086,451.086,451.086,451.086,451.086,451.086
2014-01-01,,,,,,,,,,,445.4,448.5,448.5,448.5,448.5,448.5,448.5,448.5,453.4,453.4,453.4,453.4,453.4,453.4,452.2,452.2,452.2,452.2,452.2,452.2,452.2,457.7,457.739,457.739,457.739,457.739,457.739,457.739
2014-04-01,,,,,,,,,,,,449.3,449.4,449.5,449.5,449.5,449.5,449.5,454.8,454.8,454.8,454.8,454.8,454.8,453.2,453.2,453.2,453.2,453.2,453.2,453.2,463.3,463.325,463.325,463.325,463.325,463.325,463.325
2014-07-01,,,,,,,,,,,,,,,450.4,451.0,451.0,451.0,456.3,456.3,456.3,456.3,456.3,456.3,454.0,454.0,454.0,454.0,454.0,454.0,454.0,467.8,467.843,467.843,467.843,467.843,467.843,467.843
2014-10-01,,,,,,,,,,,,,,,,,452.6,452.6,457.8,457.8,457.8,457.8,457.8,457.8,454.7,454.7,454.7,454.7,454.7,454.7,454.7,471.3,471.294,471.294,471.294,471.294,471.294,471.294
2015-01-01,,,,,,,,,,,,,,,,,,454.1,459.5,459.5,459.5,459.5,459.5,459.5,455.2,455.2,455.2,455.2,455.2,455.2,455.2,473.7,473.677,473.677,473.677,473.677,473.677,473.677
2015-04-01,,,,,,,,,,,,,,,,,,,461.2,461.3,461.3,461.3,461.3,461.3,456.0,456.0,456.0,456.0,456.0,456.0,456.0,476.9,476.906,476.906,476.906,476.906,476.906,476.906
2015-07-01,,,,,,,,,,,,,,,,,,,,,463.0,463.0,463.0,463.0,456.9,456.9,456.9,456.9,456.9,456.9,456.9,481.0,480.98,480.98,480.98,480.98,480.98,480.98
2015-10-01,,,,,,,,,,,,,,,,,,,,,,464.7,464.9,464.9,458.1,458.1,458.1,458.1,458.1,458.1,458.1,485.9,485.9,485.9,485.9,485.9,485.9,485.9
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,466.3,459.5,459.5,459.5,459.5,459.5,459.5,459.5,491.7,491.664,491.664,491.664,491.664,491.664,491.664
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,460.9,460.9,460.9,460.9,460.9,460.9,460.9,497.2,497.241,497.241,497.241,497.241,497.241,497.241
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,462.4,462.6,462.6,462.6,462.6,462.6,502.6,502.63,502.63,502.63,502.63,502.63,502.63
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,463.9,463.9,463.9,507.8,507.832,507.832,507.832,507.832,507.832,507.832
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.4,470.6,515.4,515.426,515.426,515.426,515.426,515.426,515.426
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.1,521.066,521.066,521.066,521.066,521.066,521.066
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.999,525.885,525.885,525.885,525.885,525.885
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.857,533.922,533.922,533.922
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.974,537.997
