observation_date,W006RC1Q027SBEA_20130228,W006RC1Q027SBEA_20130328,W006RC1Q027SBEA_20130530,W006RC1Q027SBEA_20130626,W006RC1Q027SBEA_20130731,W006RC1Q027SBEA_20130829,W006RC1Q027SBEA_20130926,W006RC1Q027SBEA_20131205,W006RC1Q027SBEA_20131220,W006RC1Q027SBEA_20140228,W006RC1Q027SBEA_20140327,W006RC1Q027SBEA_20140529,W006RC1Q027SBEA_20140625,W006RC1Q027SBEA_20140730,W006RC1Q027SBEA_20140828,W006RC1Q027SBEA_20140926,W006RC1Q027SBEA_20141125,W006RC1Q027SBEA_20141223,W006RC1Q027SBEA_20150227,W006RC1Q027SBEA_20150327,W006RC1Q027SBEA_20150529,W006RC1Q027SBEA_20150624,W006RC1Q027SBEA_20150730,W006RC1Q027SBEA_20150827,W006RC1Q027SBEA_20150925,W006RC1Q027SBEA_20151124,W006RC1Q027SBEA_20151222,W006RC1Q027SBEA_20160226,W006RC1Q027SBEA_20160325,W006RC1Q027SBEA_20160527,W006RC1Q027SBEA_20160628,W006RC1Q027SBEA_20160729,W006RC1Q027SBEA_20160826,W006RC1Q027SBEA_20160929,W006RC1Q027SBEA_20161129,W006RC1Q027SBEA_20161222,W006RC1Q027SBEA_20170228,W006RC1Q027SBEA_20170330,W006RC1Q027SBEA_20170526,W006RC1Q027SBEA_20170629,W006RC1Q027SBEA_20170728,W006RC1Q027SBEA_20170830,W006RC1Q027SBEA_20170928,W006RC1Q027SBEA_20171027,W006RC1Q027SBEA_20171129,W006RC1Q027SBEA_20171221,W006RC1Q027SBEA_20180228,W006RC1Q027SBEA_20180328,W006RC1Q027SBEA_20180530,W006RC1Q027SBEA_20180628,W006RC1Q027SBEA_20180727,W006RC1Q027SBEA_20180829,W006RC1Q027SBEA_20180927,W006RC1Q027SBEA_20181128,W006RC1Q027SBEA_20181221,W006RC1Q027SBEA_20190228,W006RC1Q027SBEA_20190328,W006RC1Q027SBEA_20190530,W006RC1Q027SBEA_20190627,W006RC1Q027SBEA_20190726,W006RC1Q027SBEA_20190829,W006RC1Q027SBEA_20190926,W006RC1Q027SBEA_20191127,W006RC1Q027SBEA_20191220,W006RC1Q027SBEA_20200227,W006RC1Q027SBEA_20200326,W006RC1Q027SBEA_20200528,W006RC1Q027SBEA_20200625,W006RC1Q027SBEA_20200730,W006RC1Q027SBEA_20200827,W006RC1Q027SBEA_20200930,W006RC1Q027SBEA_20201125,W006RC1Q027SBEA_20201222,W006RC1Q027SBEA_20210225
1970-07-01,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.4,136.38,136.38,136.38,136.38,136.38,136.38,136.38,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8
1970-10-01,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.808,135.808,135.808,135.808,135.808,135.808,135.808,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3
1971-01-01,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.688,136.688,136.688,136.688,136.688,136.688,136.688,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248,133.248
1971-04-01,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,138.124,138.124,138.124,138.124,138.124,138.124,138.124,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872,134.872
1971-07-01,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.64,138.64,138.64,138.64,138.64,138.64,138.64,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276,135.276
1971-10-01,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.02,141.02,141.02,141.02,141.02,141.02,141.02,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648,137.648
1972-01-01,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.86,153.86,153.86,153.86,153.86,153.86,153.86,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632,150.632
1972-04-01,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.3,156.28,156.28,156.28,156.28,156.28,156.28,156.28,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08,153.08
1972-07-01,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.284,158.284,158.284,158.284,158.284,158.284,158.284,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1,155.1
1972-10-01,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.6,164.568,164.568,164.568,164.568,164.568,164.568,164.568,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256,161.256
1973-01-01,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.436,167.436,167.436,167.436,167.436,167.436,167.436,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716,163.716
1973-04-01,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.6,170.628,170.628,170.628,170.628,170.628,170.628,170.628,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456,166.456
1973-07-01,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.268,173.268,173.268,173.268,173.268,173.268,173.268,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66,168.66
1973-10-01,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.74,180.74,180.74,180.74,180.74,180.74,180.74,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876,175.876
1974-01-01,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.2,182.184,182.184,182.184,182.184,182.184,182.184,182.184,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044,177.044
1974-04-01,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.048,190.048,190.048,190.048,190.048,190.048,190.048,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556,184.556
1974-07-01,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.6,199.644,199.644,199.644,199.644,199.644,199.644,199.644,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832,193.832
1974-10-01,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.408,196.408,196.408,196.408,196.408,196.408,196.408,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652,190.652
1975-01-01,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.4,189.424,189.424,189.424,189.424,189.424,189.424,189.424,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944,183.944
1975-04-01,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.924,155.924,155.924,155.924,155.924,155.924,155.924,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556,150.556
1975-07-01,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,197.8,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616,192.616
1975-10-01,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704,198.704
1976-01-01,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.2,210.159,210.159,210.159,210.159,210.159,210.159,210.159,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383,204.383
1976-04-01,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.2,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.6,215.555,215.555,215.555,215.555,215.555,215.555,215.555,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755,209.755
1976-07-01,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.339,221.339,221.339,221.339,221.339,221.339,221.339,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427,215.427
1976-10-01,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,225.995,225.995,225.995,225.995,225.995,225.995,225.995,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003,220.003
1977-01-01,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.5,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.816,234.816,234.816,234.816,234.816,234.816,234.816,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932,228.932
1977-04-01,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.5,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.872,245.872,245.872,245.872,245.872,245.872,245.872,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908,239.908
1977-07-01,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.332,250.332,250.332,250.332,250.332,250.332,250.332,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424,244.424
1977-10-01,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.292,259.292,259.292,259.292,259.292,259.292,259.292,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3
1978-01-01,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.7,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.928,258.928,258.928,258.928,258.928,258.928,258.928,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624,252.624
1978-04-01,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,281.8,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.1,282.06,282.06,282.06,282.06,282.06,282.06,282.06,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452,275.452
1978-07-01,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.5,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.7,295.708,295.708,295.708,295.708,295.708,295.708,295.708,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508,288.508
1978-10-01,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.6,310.628,310.628,310.628,310.628,310.628,310.628,310.628,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716,302.716
1979-01-01,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.295,313.295,313.295,313.295,313.295,313.295,313.295,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111,305.111
1979-04-01,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.1,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.3,322.303,322.303,322.303,322.303,322.303,322.303,322.303,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483,313.483
1979-07-01,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.5,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.8,330.783,330.783,330.783,330.783,330.783,330.783,330.783,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235,321.235
1979-10-01,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,337.9,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.183,338.183,338.183,338.183,338.183,338.183,338.183,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619,327.619
1980-01-01,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,345.3,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,345.997,345.997,345.997,345.997,345.997,345.997,345.997,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369,334.369
1980-04-01,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.449,341.449,341.449,341.449,341.449,341.449,341.449,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157,329.157
1980-07-01,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.557,357.557,357.557,357.557,357.557,357.557,357.557,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541,346.541
1980-10-01,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.8,379.797,379.797,379.797,379.797,379.797,379.797,379.797,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909,367.909
