observation_date,JTSJOL_20100811,JTSJOL_20100908,JTSJOL_20101007,JTSJOL_20101109,JTSJOL_20101207,JTSJOL_20110111,JTSJOL_20110208,JTSJOL_20110311,JTSJOL_20110413,JTSJOL_20110511,JTSJOL_20110607,JTSJOL_20110712,JTSJOL_20110810,JTSJOL_20110907,JTSJOL_20111012,JTSJOL_20111108,JTSJOL_20111213,JTSJOL_20120110,JTSJOL_20120207,JTSJOL_20120313,JTSJOL_20120410,JTSJOL_20120508,JTSJOL_20120619,JTSJOL_20120710,JTSJOL_20120807,JTSJOL_20120911,JTSJOL_20121010,JTSJOL_20121106,JTSJOL_20121211,JTSJOL_20130110,JTSJOL_20130212,JTSJOL_20130312,JTSJOL_20130409,JTSJOL_20130507,JTSJOL_20130611,JTSJOL_20130709,JTSJOL_20130806,JTSJOL_20130910,JTSJOL_20131024,JTSJOL_20131122,JTSJOL_20131210,JTSJOL_20140117,JTSJOL_20140211,JTSJOL_20140311,JTSJOL_20140408,JTSJOL_20140509,JTSJOL_20140610,JTSJOL_20140708,JTSJOL_20140812,JTSJOL_20140909,JTSJOL_20141007,JTSJOL_20141113,JTSJOL_20141209,JTSJOL_20150113,JTSJOL_20150210,JTSJOL_20150310,JTSJOL_20150407,JTSJOL_20150512,JTSJOL_20150609,JTSJOL_20150707,JTSJOL_20150812,JTSJOL_20150909,JTSJOL_20151016,JTSJOL_20151112,JTSJOL_20151208,JTSJOL_20160112,JTSJOL_20160209,JTSJOL_20160317,JTSJOL_20160405,JTSJOL_20160510,JTSJOL_20160608,JTSJOL_20160712,JTSJOL_20160810,JTSJOL_20160907,JTSJOL_20161012,JTSJOL_20161108,JTSJOL_20161207,JTSJOL_20170110,JTSJOL_20170207,JTSJOL_20170316,JTSJOL_20170411,JTSJOL_20170509,JTSJOL_20170606,JTSJOL_20170711,JTSJOL_20170808,JTSJOL_20170912,JTSJOL_20171011,JTSJOL_20171107,JTSJOL_20171211,JTSJOL_20180109,JTSJOL_20180206,JTSJOL_20180316,JTSJOL_20180413,JTSJOL_20180508,JTSJOL_20180605,JTSJOL_20180710,JTSJOL_20180807,JTSJOL_20180911,JTSJOL_20181016,JTSJOL_20181106,JTSJOL_20181210,JTSJOL_20190108,JTSJOL_20190212,JTSJOL_20190315,JTSJOL_20190409,JTSJOL_20190507,JTSJOL_20190610,JTSJOL_20190709,JTSJOL_20190806,JTSJOL_20190910,JTSJOL_20191009,JTSJOL_20191105,JTSJOL_20191217,JTSJOL_20200117,JTSJOL_20200211,JTSJOL_20200317,JTSJOL_20200407,JTSJOL_20200515,JTSJOL_20200609,JTSJOL_20200707,JTSJOL_20200810
2012-01-01,,,,,,,,,,,,,,,,,,,,3459.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3574.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3653.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3725.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0,3904.0
2012-02-01,,,,,,,,,,,,,,,,,,,,,3498.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3526.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3517.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3497.0,3497.0,3497.0,3497.0,3497.0,3497.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0,3605.0
2012-03-01,,,,,,,,,,,,,,,,,,,,,,3737.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3848.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3827.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3852.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0,3976.0
2012-04-01,,,,,,,,,,,,,,,,,,,,,,,3416.0,3447.0,3447.0,3447.0,3447.0,3447.0,3447.0,3447.0,3447.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3523.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3617.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3627.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3663.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,3641.0,3641.0,3641.0,3641.0,3641.0,3641.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0
2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,3642.0,3657.0,3657.0,3657.0,3657.0,3657.0,3657.0,3657.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3774.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3739.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3696.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,3762.0,3722.0,3722.0,3722.0,3722.0,3722.0,3722.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0
2012-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,3593.0,3593.0,3593.0,3593.0,3593.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3587.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3694.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,3561.0,3661.0,3661.0,3661.0,3661.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3632.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3637.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3655.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3683.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0,3839.0
2012-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561.0,3547.0,3547.0,3547.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3568.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3614.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3533.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0,3861.0
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675.0,3665.0,3665.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3729.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3713.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3708.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676.0,3790.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3755.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3741.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3556.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3521.0,3542.0,3542.0,3542.0,3542.0,3542.0,3542.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0,3787.0
2012-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3612.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3646.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3640.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3576.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0
2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3611.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3693.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3804.0,3804.0,3804.0,3804.0,3804.0,3804.0,3805.0,3805.0,3805.0,3805.0,3805.0,3805.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925.0,3899.0,3899.0,3899.0,3899.0,3899.0,3899.0,3899.0,3899.0,3899.0,3899.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4015.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3972.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3974.0,3970.0,3970.0,3970.0,3970.0,3970.0,3970.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0,3981.0
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3901.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3922.0,3922.0,3922.0,3922.0,3922.0,3922.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3757.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3824.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3962.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3934.0,3934.0,3934.0,3934.0,3934.0,3934.0,3935.0,3935.0,3935.0,3935.0,3935.0,3935.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0,4078.0
2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3828.0,3907.0,3907.0,3907.0,3907.0,3907.0,3907.0,3907.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3879.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3886.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3873.0,3889.0,3889.0,3889.0,3889.0,3889.0,3889.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0,4173.0
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936.0,3869.0,3869.0,3869.0,3869.0,3869.0,3869.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3971.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3913.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3924.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,3903.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0,4166.0
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689.0,3808.0,3808.0,3808.0,3808.0,3808.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3816.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3829.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3896.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3872.0,3872.0,3872.0,3872.0,3872.0,3872.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0,3946.0
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883.0,3844.0,3844.0,3844.0,3844.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3893.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3921.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,3915.0,3915.0,3915.0,3915.0,3915.0,3915.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0,4112.0
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913.0,3883.0,3883.0,3883.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3955.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3985.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3959.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925.0,3931.0,3931.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4076.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4104.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4105.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4108.0,4108.0,4108.0,4108.0,4108.0,4108.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0,4268.0
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0,4033.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4126.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,4073.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3878.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3841.0,3841.0,3841.0,3841.0,3841.0,3841.0,3845.0,3845.0,3845.0,3845.0,3845.0,3845.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0,4002.0
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3914.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3977.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3742.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3782.0,3782.0,3782.0,3782.0,3782.0,3782.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0,3996.0
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3974.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3906.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3884.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,3989.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4098.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4101.0,4147.0,4147.0,4147.0,4147.0,4147.0,4147.0,4145.0,4145.0,4145.0,4145.0,4145.0,4145.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0,4347.0
