observation_date,B075RC1Q027SBEA_20130228,B075RC1Q027SBEA_20130328,B075RC1Q027SBEA_20130530,B075RC1Q027SBEA_20130626,B075RC1Q027SBEA_20130731,B075RC1Q027SBEA_20130829,B075RC1Q027SBEA_20130926,B075RC1Q027SBEA_20131205,B075RC1Q027SBEA_20131220,B075RC1Q027SBEA_20140327,B075RC1Q027SBEA_20140529,B075RC1Q027SBEA_20140625,B075RC1Q027SBEA_20140730,B075RC1Q027SBEA_20140828,B075RC1Q027SBEA_20140926,B075RC1Q027SBEA_20141125,B075RC1Q027SBEA_20141223,B075RC1Q027SBEA_20150327,B075RC1Q027SBEA_20150529,B075RC1Q027SBEA_20150624,B075RC1Q027SBEA_20150730,B075RC1Q027SBEA_20150827,B075RC1Q027SBEA_20150925,B075RC1Q027SBEA_20151124,B075RC1Q027SBEA_20151222,B075RC1Q027SBEA_20160325,B075RC1Q027SBEA_20160527,B075RC1Q027SBEA_20160628,B075RC1Q027SBEA_20160729,B075RC1Q027SBEA_20160826,B075RC1Q027SBEA_20160929,B075RC1Q027SBEA_20161129,B075RC1Q027SBEA_20161222,B075RC1Q027SBEA_20170330,B075RC1Q027SBEA_20170526,B075RC1Q027SBEA_20170629,B075RC1Q027SBEA_20170728,B075RC1Q027SBEA_20170830,B075RC1Q027SBEA_20170928,B075RC1Q027SBEA_20171027,B075RC1Q027SBEA_20171129,B075RC1Q027SBEA_20171221,B075RC1Q027SBEA_20180328,B075RC1Q027SBEA_20180530,B075RC1Q027SBEA_20180628,B075RC1Q027SBEA_20180727,B075RC1Q027SBEA_20180829,B075RC1Q027SBEA_20180927,B075RC1Q027SBEA_20181128,B075RC1Q027SBEA_20181221,B075RC1Q027SBEA_20190328,B075RC1Q027SBEA_20190530,B075RC1Q027SBEA_20190627,B075RC1Q027SBEA_20190726,B075RC1Q027SBEA_20190829,B075RC1Q027SBEA_20190926,B075RC1Q027SBEA_20191127,B075RC1Q027SBEA_20191220,B075RC1Q027SBEA_20200326,B075RC1Q027SBEA_20200528,B075RC1Q027SBEA_20200625,B075RC1Q027SBEA_20200730,B075RC1Q027SBEA_20200827,B075RC1Q027SBEA_20200930,B075RC1Q027SBEA_20201125,B075RC1Q027SBEA_20201222
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,413.7,413.7,413.7,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,436.5,436.5,436.5,436.501,436.501,436.501,436.501,436.501,436.501,291.254,291.254,291.254,291.254,291.254,291.254,291.254,291.254,292.95,292.95,292.95,292.95,292.95,292.95,292.95,292.95,295.598,295.598,295.598,295.598,295.598
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,410.6,413.4,425.3,425.3,425.3,425.3,425.3,425.3,425.3,425.3,386.1,386.1,386.1,386.145,386.145,386.145,386.145,386.145,386.145,317.704,317.704,317.704,317.704,317.704,317.704,317.704,317.704,308.086,308.086,308.086,308.086,308.086,308.086,308.086,308.086,301.383,301.383,301.383,301.383,301.383
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,444.7,444.7,444.7,444.7,444.7,444.7,401.9,401.9,401.9,401.885,401.885,401.885,401.885,401.885,401.885,319.462,319.462,319.462,319.462,319.462,319.462,319.462,319.462,308.931,308.931,308.931,308.931,308.931,308.931,308.931,308.931,312.273,312.273,312.273,312.273,312.273
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.9,465.3,465.3,465.3,465.3,416.1,416.1,416.1,416.094,416.094,416.094,416.094,416.094,416.094,345.498,345.498,345.498,345.498,345.498,345.498,345.498,345.498,325.977,325.977,325.977,325.977,325.977,325.977,325.977,325.977,324.825,324.825,324.825,324.825,324.825
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,441.0,441.0,400.8,400.8,400.8,400.765,400.765,400.765,400.765,400.765,400.765,325.743,325.743,325.743,325.743,325.743,325.743,325.743,325.743,304.459,304.459,304.459,304.459,304.459,304.459,304.459,304.459,308.971,308.971,308.971,308.971,308.971
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4,448.3,408.8,408.8,408.8,408.848,408.848,408.848,408.848,408.848,408.848,289.674,289.674,289.674,289.674,289.674,289.674,289.674,289.674,255.618,255.618,255.618,255.618,255.618,255.618,255.618,255.618,247.797,247.797,247.797,247.797,247.797
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.2,410.4,410.37,410.37,410.37,410.37,410.37,410.37,288.525,288.525,288.525,288.525,288.525,288.525,288.525,288.525,248.468,248.468,248.468,248.468,248.468,248.468,248.468,248.468,255.809,255.809,255.809,255.809,255.809
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.836,407.779,407.779,407.779,407.779,295.999,295.999,295.999,295.999,295.999,295.999,295.999,295.999,265.358,265.358,265.358,265.358,265.358,265.358,265.358,265.358,254.511,254.511,254.511,254.511,254.511
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.005,378.005,378.005,264.373,264.373,264.373,264.373,264.373,264.373,264.373,264.373,236.545,236.545,236.545,236.545,236.545,236.545,236.545,236.545,223.502,223.502,223.502,223.502,223.502
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.216,269.357,149.029,149.029,149.029,149.029,149.029,149.029,149.029,149.029,139.168,139.168,139.168,139.168,139.168,139.168,139.168,139.168,188.696,188.696,188.696,188.696,188.696
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.477,158.079,158.079,158.079,158.079,158.079,158.079,149.216,149.216,149.216,149.216,149.216,149.216,149.216,149.216,204.657,204.657,204.657,204.657,204.657
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.695,162.701,162.701,162.701,162.701,156.196,156.196,156.196,156.196,156.196,156.196,156.196,156.196,214.152,214.152,214.152,214.152,214.152
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.899,160.899,160.899,144.873,144.873,144.873,144.873,144.873,144.873,144.873,144.873,234.71,234.71,234.71,234.71,234.71
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.995,159.942,136.606,136.606,136.606,136.606,136.606,136.606,136.606,136.606,213.763,213.763,213.763,213.763,213.763
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.49,145.976,145.976,145.976,145.976,145.976,145.976,224.169,224.169,224.169,224.169,224.169
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.194,130.051,130.051,130.051,130.051,201.563,201.563,201.563,201.563,201.563
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.738,140.738,140.738,229.733,229.733,229.733,229.733,229.733
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.125,118.005,180.503,180.503,180.503,180.503,180.503
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.404,171.523,171.523,171.523
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.26,207.015
