observation_date,A957RC1Q027SBEA_20130228,A957RC1Q027SBEA_20130328,A957RC1Q027SBEA_20130426,A957RC1Q027SBEA_20130530,A957RC1Q027SBEA_20130626,A957RC1Q027SBEA_20130731,A957RC1Q027SBEA_20130829,A957RC1Q027SBEA_20130926,A957RC1Q027SBEA_20131107,A957RC1Q027SBEA_20131205,A957RC1Q027SBEA_20131220,A957RC1Q027SBEA_20140130,A957RC1Q027SBEA_20140228,A957RC1Q027SBEA_20140327,A957RC1Q027SBEA_20140430,A957RC1Q027SBEA_20140529,A957RC1Q027SBEA_20140730,A957RC1Q027SBEA_20140926,A957RC1Q027SBEA_20141030,A957RC1Q027SBEA_20141125,A957RC1Q027SBEA_20141223,A957RC1Q027SBEA_20150130,A957RC1Q027SBEA_20150227,A957RC1Q027SBEA_20150327,A957RC1Q027SBEA_20150429,A957RC1Q027SBEA_20150529,A957RC1Q027SBEA_20150624,A957RC1Q027SBEA_20150730,A957RC1Q027SBEA_20150827,A957RC1Q027SBEA_20150925,A957RC1Q027SBEA_20151029,A957RC1Q027SBEA_20151124,A957RC1Q027SBEA_20151222,A957RC1Q027SBEA_20160129,A957RC1Q027SBEA_20160226,A957RC1Q027SBEA_20160325,A957RC1Q027SBEA_20160428,A957RC1Q027SBEA_20160527,A957RC1Q027SBEA_20160628,A957RC1Q027SBEA_20160729,A957RC1Q027SBEA_20160826,A957RC1Q027SBEA_20160929,A957RC1Q027SBEA_20161028,A957RC1Q027SBEA_20161222,A957RC1Q027SBEA_20170127,A957RC1Q027SBEA_20170228,A957RC1Q027SBEA_20170330,A957RC1Q027SBEA_20170428,A957RC1Q027SBEA_20170526,A957RC1Q027SBEA_20170629,A957RC1Q027SBEA_20170728,A957RC1Q027SBEA_20170830,A957RC1Q027SBEA_20171027,A957RC1Q027SBEA_20171129,A957RC1Q027SBEA_20171221,A957RC1Q027SBEA_20180126,A957RC1Q027SBEA_20180228,A957RC1Q027SBEA_20180328,A957RC1Q027SBEA_20180427,A957RC1Q027SBEA_20180530,A957RC1Q027SBEA_20180628,A957RC1Q027SBEA_20180727,A957RC1Q027SBEA_20180829,A957RC1Q027SBEA_20180927,A957RC1Q027SBEA_20181026,A957RC1Q027SBEA_20181128,A957RC1Q027SBEA_20181221,A957RC1Q027SBEA_20190228,A957RC1Q027SBEA_20190328,A957RC1Q027SBEA_20190426,A957RC1Q027SBEA_20190530,A957RC1Q027SBEA_20190627,A957RC1Q027SBEA_20190726,A957RC1Q027SBEA_20190829,A957RC1Q027SBEA_20190926,A957RC1Q027SBEA_20191030,A957RC1Q027SBEA_20191127,A957RC1Q027SBEA_20191220,A957RC1Q027SBEA_20200130,A957RC1Q027SBEA_20200227,A957RC1Q027SBEA_20200326,A957RC1Q027SBEA_20200429,A957RC1Q027SBEA_20200528,A957RC1Q027SBEA_20200625,A957RC1Q027SBEA_20200730,A957RC1Q027SBEA_20200827,A957RC1Q027SBEA_20200930,A957RC1Q027SBEA_20201029,A957RC1Q027SBEA_20201125,A957RC1Q027SBEA_20201222,A957RC1Q027SBEA_20210128,A957RC1Q027SBEA_20210225
1976-07-01,136.6,136.6,136.6,136.6,136.6,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,137.984,137.984,137.984,137.984,137.984,137.984,137.984,137.984,137.984,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252,139.252
1976-10-01,141.4,141.4,141.4,141.4,141.4,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.684,142.684,142.684,142.684,142.684,142.684,142.684,142.684,142.684,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842,143.842
1977-01-01,145.3,145.3,145.3,145.3,145.3,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,144.984,144.984,144.984,144.984,144.984,144.984,144.984,144.984,144.984,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326,146.326
1977-04-01,149.4,149.4,149.4,149.4,149.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.4,148.364,148.364,148.364,148.364,148.364,148.364,148.364,148.364,148.364,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587,149.587
1977-07-01,151.5,151.5,151.5,151.5,151.5,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.1,150.144,150.144,150.144,150.144,150.144,150.144,150.144,150.144,150.144,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072,152.072
1977-10-01,156.5,156.5,156.5,156.5,156.5,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.9,154.896,154.896,154.896,154.896,154.896,154.896,154.896,154.896,154.896,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562,156.562
1978-01-01,158.3,158.3,158.3,158.3,158.3,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.2,157.172,157.172,157.172,157.172,157.172,157.172,157.172,157.172,157.172,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342,158.342
1978-04-01,162.0,162.0,162.0,162.0,162.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,160.968,160.968,160.968,160.968,160.968,160.968,160.968,160.968,160.968,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245,163.245
1978-07-01,164.0,164.0,164.0,164.0,164.0,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.484,162.484,162.484,162.484,162.484,162.484,162.484,162.484,162.484,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019,166.019
1978-10-01,168.9,168.9,168.9,168.9,168.9,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.236,167.236,167.236,167.236,167.236,167.236,167.236,167.236,167.236,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114,169.114
1979-01-01,173.2,173.2,173.2,173.2,173.2,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,170.8,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442,173.442
1979-04-01,177.9,177.9,177.9,177.9,177.9,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.848,174.848,174.848,174.848,174.848,174.848,174.848,174.848,174.848,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599,177.599
1979-07-01,177.2,177.2,177.2,177.2,177.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.2,174.176,174.176,174.176,174.176,174.176,174.176,174.176,174.176,174.176,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023,179.023
1979-10-01,187.4,187.4,187.4,187.4,187.4,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.1,184.132,184.132,184.132,184.132,184.132,184.132,184.132,184.132,184.132,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269,185.269
1980-01-01,195.7,195.7,195.7,195.7,195.7,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.3,191.332,191.332,191.332,191.332,191.332,191.332,191.332,191.332,191.332,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808,192.808
1980-04-01,207.1,207.1,207.1,207.1,207.1,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.02,202.02,202.02,202.02,202.02,202.02,202.02,202.02,202.02,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553,207.553
1980-07-01,208.0,208.0,208.0,208.0,208.0,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.712,201.712,201.712,201.712,201.712,201.712,201.712,201.712,201.712,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803,205.803
1980-10-01,218.9,218.9,218.9,218.9,218.9,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.4,213.38,213.38,213.38,213.38,213.38,213.38,213.38,213.38,213.38,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317,212.317
1981-01-01,228.1,228.1,228.1,228.1,228.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.1,221.112,221.112,221.112,221.112,221.112,221.112,221.112,221.112,221.112,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839,221.839
1981-04-01,237.0,237.0,237.0,237.0,237.0,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.812,229.812,229.812,229.812,229.812,229.812,229.812,229.812,229.812,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434,232.434
1981-07-01,238.3,238.3,238.3,238.3,238.3,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.864,230.864,230.864,230.864,230.864,230.864,230.864,230.864,230.864,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796,235.796
1981-10-01,249.6,249.6,249.6,249.6,249.6,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.4,243.412,243.412,243.412,243.412,243.412,243.412,243.412,243.412,243.412,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157,244.157
1982-01-01,255.1,255.1,255.1,255.1,255.1,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.632,247.632,247.632,247.632,247.632,247.632,247.632,247.632,247.632,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949,249.949
1982-04-01,256.4,256.4,256.4,256.4,256.4,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.188,249.188,249.188,249.188,249.188,249.188,249.188,249.188,249.188,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809,252.809
1982-07-01,265.0,265.0,265.0,265.0,265.0,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.3,257.316,257.316,257.316,257.316,257.316,257.316,257.316,257.316,257.316,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285,261.285
1982-10-01,276.5,276.5,276.5,276.5,276.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.5,268.496,268.496,268.496,268.496,268.496,268.496,268.496,268.496,268.496,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499,269.499
1983-01-01,280.4,280.4,280.4,280.4,280.4,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.328,273.328,273.328,273.328,273.328,273.328,273.328,273.328,273.328,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569,273.569
1983-04-01,287.2,287.2,287.2,287.2,287.2,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.8,278.78,278.78,278.78,278.78,278.78,278.78,278.78,278.78,278.78,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519,280.519
1983-07-01,296.2,296.2,296.2,296.2,296.2,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,287.4,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29,290.29
1983-10-01,281.9,281.9,281.9,281.9,281.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.904,271.904,271.904,271.904,271.904,271.904,271.904,271.904,271.904,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703,275.703
1984-01-01,297.0,297.0,297.0,297.0,297.0,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.616,280.616,280.616,280.616,280.616,280.616,280.616,280.616,280.616,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615,281.615
1984-04-01,310.4,310.4,310.4,310.4,310.4,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.3,293.256,293.256,293.256,293.256,293.256,293.256,293.256,293.256,293.256,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907,294.907
1984-07-01,313.2,313.2,313.2,313.2,313.2,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,295.1,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945,299.945
