observation_date,W071RC1Q027SBEA_20130228,W071RC1Q027SBEA_20130328,W071RC1Q027SBEA_20130426,W071RC1Q027SBEA_20130530,W071RC1Q027SBEA_20130626,W071RC1Q027SBEA_20130731,W071RC1Q027SBEA_20130829,W071RC1Q027SBEA_20131107,W071RC1Q027SBEA_20131220,W071RC1Q027SBEA_20140130,W071RC1Q027SBEA_20140228,W071RC1Q027SBEA_20140327,W071RC1Q027SBEA_20140430,W071RC1Q027SBEA_20140529,W071RC1Q027SBEA_20140625,W071RC1Q027SBEA_20140730,W071RC1Q027SBEA_20140828,W071RC1Q027SBEA_20140926,W071RC1Q027SBEA_20141030,W071RC1Q027SBEA_20141125,W071RC1Q027SBEA_20141223,W071RC1Q027SBEA_20150130,W071RC1Q027SBEA_20150227,W071RC1Q027SBEA_20150327,W071RC1Q027SBEA_20150429,W071RC1Q027SBEA_20150529,W071RC1Q027SBEA_20150624,W071RC1Q027SBEA_20150730,W071RC1Q027SBEA_20150827,W071RC1Q027SBEA_20150925,W071RC1Q027SBEA_20151029,W071RC1Q027SBEA_20151124,W071RC1Q027SBEA_20151222,W071RC1Q027SBEA_20160129,W071RC1Q027SBEA_20160226,W071RC1Q027SBEA_20160325,W071RC1Q027SBEA_20160428,W071RC1Q027SBEA_20160527,W071RC1Q027SBEA_20160628,W071RC1Q027SBEA_20160729,W071RC1Q027SBEA_20160826,W071RC1Q027SBEA_20160929,W071RC1Q027SBEA_20161028,W071RC1Q027SBEA_20161129,W071RC1Q027SBEA_20161222,W071RC1Q027SBEA_20170127,W071RC1Q027SBEA_20170228,W071RC1Q027SBEA_20170330,W071RC1Q027SBEA_20170428,W071RC1Q027SBEA_20170629,W071RC1Q027SBEA_20170728,W071RC1Q027SBEA_20170830,W071RC1Q027SBEA_20170928,W071RC1Q027SBEA_20171027,W071RC1Q027SBEA_20171129,W071RC1Q027SBEA_20171221,W071RC1Q027SBEA_20180126,W071RC1Q027SBEA_20180228,W071RC1Q027SBEA_20180328,W071RC1Q027SBEA_20180427,W071RC1Q027SBEA_20180530,W071RC1Q027SBEA_20180628,W071RC1Q027SBEA_20180727,W071RC1Q027SBEA_20180829,W071RC1Q027SBEA_20180927,W071RC1Q027SBEA_20181026,W071RC1Q027SBEA_20181128,W071RC1Q027SBEA_20181221,W071RC1Q027SBEA_20190228,W071RC1Q027SBEA_20190328,W071RC1Q027SBEA_20190426,W071RC1Q027SBEA_20190530,W071RC1Q027SBEA_20190627,W071RC1Q027SBEA_20190726,W071RC1Q027SBEA_20190829,W071RC1Q027SBEA_20190926,W071RC1Q027SBEA_20191030,W071RC1Q027SBEA_20191127,W071RC1Q027SBEA_20191220,W071RC1Q027SBEA_20200130,W071RC1Q027SBEA_20200227,W071RC1Q027SBEA_20200326,W071RC1Q027SBEA_20200429,W071RC1Q027SBEA_20200528,W071RC1Q027SBEA_20200625,W071RC1Q027SBEA_20200730,W071RC1Q027SBEA_20200827,W071RC1Q027SBEA_20200930,W071RC1Q027SBEA_20201029,W071RC1Q027SBEA_20201125,W071RC1Q027SBEA_20201222,W071RC1Q027SBEA_20210128,W071RC1Q027SBEA_20210225
1977-04-01,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719,34.719
1977-07-01,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927,35.927
1977-10-01,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288,37.288
1978-01-01,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636,38.636
1978-04-01,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14,40.14
1978-07-01,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922,40.922
1978-10-01,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102,42.102
1979-01-01,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034,42.034
1979-04-01,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063,42.063
1979-07-01,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392,45.392
1979-10-01,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639
1980-01-01,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552,46.552
1980-04-01,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001,48.001
1980-07-01,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.4,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406,49.406
1980-10-01,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605,51.605
1981-01-01,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535,52.535
1981-04-01,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673
1981-07-01,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488,55.488
1981-10-01,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764,56.764
1982-01-01,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302,57.302
1982-04-01,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066,58.066
1982-07-01,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412,60.412
1982-10-01,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808,60.808
1983-01-01,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335,61.335
1983-04-01,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271,64.271
1983-07-01,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09
1983-10-01,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724
1984-01-01,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286,73.286
1984-04-01,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848,75.848
1984-07-01,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77,76.77
1984-10-01,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188,78.188
1985-01-01,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267,79.267
