observation_date,B096RC1Q027SBEA_20130228,B096RC1Q027SBEA_20130328,B096RC1Q027SBEA_20130426,B096RC1Q027SBEA_20130731,B096RC1Q027SBEA_20130926,B096RC1Q027SBEA_20131107,B096RC1Q027SBEA_20140130,B096RC1Q027SBEA_20140228,B096RC1Q027SBEA_20140327,B096RC1Q027SBEA_20140430,B096RC1Q027SBEA_20140529,B096RC1Q027SBEA_20140730,B096RC1Q027SBEA_20140926,B096RC1Q027SBEA_20141030,B096RC1Q027SBEA_20150130,B096RC1Q027SBEA_20150227,B096RC1Q027SBEA_20150327,B096RC1Q027SBEA_20150429,B096RC1Q027SBEA_20150730,B096RC1Q027SBEA_20150925,B096RC1Q027SBEA_20151029,B096RC1Q027SBEA_20151222,B096RC1Q027SBEA_20160129,B096RC1Q027SBEA_20160226,B096RC1Q027SBEA_20160325,B096RC1Q027SBEA_20160428,B096RC1Q027SBEA_20160729,B096RC1Q027SBEA_20160929,B096RC1Q027SBEA_20161028,B096RC1Q027SBEA_20161222,B096RC1Q027SBEA_20170127,B096RC1Q027SBEA_20170228,B096RC1Q027SBEA_20170428,B096RC1Q027SBEA_20170526,B096RC1Q027SBEA_20170728,B096RC1Q027SBEA_20170830,B096RC1Q027SBEA_20170928,B096RC1Q027SBEA_20171027,B096RC1Q027SBEA_20171221,B096RC1Q027SBEA_20180126,B096RC1Q027SBEA_20180228,B096RC1Q027SBEA_20180328,B096RC1Q027SBEA_20180427,B096RC1Q027SBEA_20180727,B096RC1Q027SBEA_20180927,B096RC1Q027SBEA_20181026,B096RC1Q027SBEA_20181221,B096RC1Q027SBEA_20190228,B096RC1Q027SBEA_20190426,B096RC1Q027SBEA_20190726,B096RC1Q027SBEA_20190829,B096RC1Q027SBEA_20190926,B096RC1Q027SBEA_20191030,B096RC1Q027SBEA_20191220,B096RC1Q027SBEA_20200130,B096RC1Q027SBEA_20200227,B096RC1Q027SBEA_20200429,B096RC1Q027SBEA_20200730,B096RC1Q027SBEA_20200827,B096RC1Q027SBEA_20200930,B096RC1Q027SBEA_20201029,B096RC1Q027SBEA_20201125,B096RC1Q027SBEA_20201222,B096RC1Q027SBEA_20210128,B096RC1Q027SBEA_20210225
2005-01-01,56.5,56.5,56.5,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.173,56.173,56.173,56.173,56.173,56.173,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361,56.361
2005-04-01,60.6,60.6,60.6,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.329,60.329,60.329,60.329,60.329,60.329,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324,60.324
2005-07-01,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.736,61.736,61.736,61.736,61.736,61.736,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613,61.613
2005-10-01,63.3,63.3,63.3,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.915,63.915,63.915,63.915,63.915,63.915,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858,63.858
2006-01-01,55.2,55.2,55.2,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.347,55.347,55.347,55.347,55.347,55.347,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357,55.357
2006-04-01,51.1,51.1,51.1,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.171,51.171,51.171,51.171,51.171,51.171,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173,51.173
2006-07-01,49.4,49.4,49.4,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.556,49.556,49.556,49.556,49.556,49.556,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513,49.513
2006-10-01,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.301,48.301,48.301,48.301,48.301,48.301,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333,48.333
2007-01-01,48.1,48.1,48.1,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.649,47.649,47.649,47.649,47.649,47.649,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619,47.619
2007-04-01,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.52,47.52,47.52,47.52,47.52,47.52,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521,47.521
2007-07-01,46.9,46.9,46.9,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.188,47.188,47.188,47.188,47.188,47.188,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163,47.163
2007-10-01,47.2,47.2,47.2,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.451,47.451,47.451,47.451,47.451,47.451,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505,47.505
2008-01-01,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.882,47.882,47.882,47.882,47.882,47.882,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957,47.957
2008-04-01,48.9,48.9,48.9,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.699,48.699,48.699,48.699,48.699,48.699,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713,48.713
2008-07-01,50.4,50.4,50.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.905,49.905,49.905,49.905,49.905,49.905,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849,49.849
2008-10-01,52.6,52.6,52.6,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.868,51.868,51.868,51.868,51.868,51.868,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83,51.83
2009-01-01,54.4,54.4,54.4,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.247,53.247,53.247,53.247,53.247,53.247,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357,53.357
2009-04-01,55.6,55.6,55.6,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.2,54.212,54.212,54.212,54.212,54.212,54.212,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26
2009-07-01,67.3,67.3,67.3,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.845,65.845,65.845,65.845,65.845,65.845,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86
2009-10-01,55.7,55.7,55.7,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.5,54.46,54.46,54.46,54.46,54.46,54.46,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285,54.285
2010-01-01,54.6,54.6,54.6,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.248,53.248,53.248,53.248,53.248,53.248,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175,53.175
2010-04-01,54.3,54.3,54.3,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.366,53.366,53.366,53.366,53.366,53.366,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372,53.372
2010-07-01,55.1,55.1,55.1,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.62,54.62,54.62,54.62,54.62,54.62,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425,54.425
2010-10-01,57.7,57.7,57.7,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.946,55.946,55.946,55.946,55.946,55.946,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997,55.997
2011-01-01,58.8,58.8,58.8,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.698,57.698,57.698,57.698,57.698,57.698,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023,58.023
2011-04-01,61.4,61.4,61.4,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.48,59.48,59.48,59.48,59.48,59.48,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463,59.463
2011-07-01,62.0,62.0,62.0,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.552,60.552,60.552,60.552,60.552,60.552,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726,59.726
2011-10-01,62.2,62.2,62.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.347,60.347,60.347,60.347,60.347,60.347,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636,60.636
2012-01-01,60.4,60.4,60.4,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.4,57.4,57.4,57.4,57.4,57.4,57.4,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.965,57.965,57.965,57.965,57.965,57.965,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943,57.943
2012-04-01,60.6,60.6,60.6,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.598,57.598,57.598,57.598,57.598,57.598,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602,57.602
2012-07-01,60.1,60.1,60.1,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6,56.3,56.3,56.3,56.3,56.3,56.3,56.3,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.8,55.823,55.823,55.823,55.823,55.823,55.823,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846,55.846
2012-10-01,60.6,60.4,60.4,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.923,58.923,58.923,58.923,58.923,58.923,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927,58.927
2013-01-01,,,60.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,59.6,59.6,59.6,59.6,59.6,59.6,59.6,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.83,58.83,58.83,58.83,58.83,58.83,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919,58.919
2013-04-01,,,,58.4,58.5,58.5,58.5,58.5,58.5,58.5,58.5,60.7,60.7,60.7,60.7,60.7,60.7,60.7,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.323,59.323,59.323,59.323,59.323,59.323,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633,59.633
2013-07-01,,,,,,58.6,58.6,58.6,58.6,58.6,58.6,60.1,60.1,60.1,60.1,60.1,60.1,60.1,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.975,58.975,58.975,58.975,58.975,58.975,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488,59.488
2013-10-01,,,,,,,58.8,57.1,58.2,58.2,58.2,58.4,58.4,58.4,58.4,58.4,58.4,58.4,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.045,58.045,58.045,58.045,58.045,58.045,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938,58.938
2014-01-01,,,,,,,,,,55.8,56.3,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,57.9,57.9,57.9,57.88,57.88,57.88,57.88,57.88,57.88,58.214,58.214,58.214,58.214,58.214,58.214,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211,58.211
2014-04-01,,,,,,,,,,,,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.4,57.4,57.4,57.4,57.4,57.4,57.4,57.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,57.9,57.9,57.9,57.932,57.932,57.932,57.932,57.932,57.932,57.987,57.987,57.987,57.987,57.987,57.987,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983,57.983
2014-07-01,,,,,,,,,,,,,,56.9,56.9,56.9,56.9,56.9,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,57.8,57.8,57.8,57.839,57.839,57.839,57.839,57.839,57.839,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687,57.687
2014-10-01,,,,,,,,,,,,,,,56.2,56.4,56.5,56.5,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.4,55.4,55.4,55.4,55.4,55.4,55.4,55.4,56.7,56.7,56.7,56.729,56.729,56.729,56.729,56.729,56.729,56.494,56.494,56.494,56.494,56.494,56.494,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501,56.501
2015-01-01,,,,,,,,,,,,,,,,,,56.7,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.508,55.508,55.508,55.508,55.508,55.508,55.525,55.525,55.525,55.525,55.525,55.525,55.525,55.525,55.489,55.489,55.489,55.489,55.489,55.489,55.489,55.489
2015-04-01,,,,,,,,,,,,,,,,,,,57.9,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,56.0,56.0,56.0,55.972,55.972,55.972,55.972,55.972,55.972,55.921,55.921,55.921,55.921,55.921,55.921,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.931,55.931,55.931,55.931,55.931,55.931,55.931,55.931
2015-07-01,,,,,,,,,,,,,,,,,,,,,58.8,58.7,58.7,58.7,58.7,58.7,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,57.2,57.2,57.2,57.196,57.196,57.196,57.196,57.196,57.196,57.237,57.237,57.237,57.237,57.237,57.237,57.236,57.236,57.236,57.236,57.236,57.236,57.236,57.236,57.16,57.16,57.16,57.16,57.16,57.16,57.16,57.16
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,58.7,58.9,58.8,58.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,58.1,58.1,58.1,58.091,58.091,58.091,58.091,58.091,58.091,58.29,58.29,58.29,58.29,58.29,58.29,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.133,58.133,58.133,58.133,58.133,58.133,58.133,58.133
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,59.9,59.9,59.9,59.91,59.91,59.91,59.91,59.91,59.91,60.29,60.29,60.29,60.29,60.29,60.29,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.136,60.136,60.136,60.136,60.136,60.136,60.136,60.136
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,58.8,58.8,58.8,58.8,58.8,58.8,58.8,61.5,61.5,61.5,61.547,61.547,61.547,61.547,61.547,61.547,61.9,61.9,61.9,61.9,61.9,61.9,61.846,61.846,61.846,61.846,61.846,61.846,61.846,61.846,61.826,61.826,61.826,61.826,61.826,61.826,61.826,61.826
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,59.5,59.5,59.5,59.5,59.5,62.5,62.5,62.5,62.508,62.508,62.508,62.508,62.508,62.508,62.594,62.594,62.594,62.594,62.594,62.594,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.458,62.458,62.458,62.458,62.458,62.458,62.458,62.458
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,58.5,58.5,58.5,61.1,61.1,61.1,61.082,61.082,61.082,61.082,61.082,61.082,60.313,60.313,60.313,60.313,60.313,60.313,60.43,60.43,60.43,60.43,60.43,60.43,60.43,60.43,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4,58.3,60.5,60.5,60.5,60.459,60.459,60.459,60.459,60.459,60.459,59.023,59.023,59.023,59.023,59.023,59.023,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,58.937,58.937,58.937,58.937,58.937,58.937,58.937,58.937
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,59.4,59.6,59.601,59.601,59.601,59.601,59.601,59.601,57.834,57.834,57.834,57.834,57.834,57.834,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,57.594,57.594,57.594,57.594,57.594,57.594,57.594,57.594
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.095,60.799,60.799,60.799,60.799,60.799,62.482,62.482,62.482,62.482,62.482,62.482,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,61.341,61.341,61.341,61.341,61.341,61.341,61.341,61.341
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.225,63.375,62.149,62.149,63.607,63.607,63.607,63.607,63.607,63.607,62.269,62.269,62.269,62.269,62.269,62.269,62.269,62.269,59.406,59.406,59.406,59.406,59.406,59.406,59.406,59.406
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.328,59.983,59.983,59.983,59.983,59.983,59.983,58.773,58.773,58.773,58.773,58.773,58.773,58.773,58.773,57.59,57.59,57.59,57.59,57.59,57.59,57.59,57.59
