observation_date,W009RC1Q027SBEA_20130228,W009RC1Q027SBEA_20130328,W009RC1Q027SBEA_20130426,W009RC1Q027SBEA_20130626,W009RC1Q027SBEA_20130731,W009RC1Q027SBEA_20130926,W009RC1Q027SBEA_20131107,W009RC1Q027SBEA_20140130,W009RC1Q027SBEA_20140327,W009RC1Q027SBEA_20140430,W009RC1Q027SBEA_20140730,W009RC1Q027SBEA_20141030,W009RC1Q027SBEA_20141223,W009RC1Q027SBEA_20150130,W009RC1Q027SBEA_20150429,W009RC1Q027SBEA_20150529,W009RC1Q027SBEA_20150624,W009RC1Q027SBEA_20150730,W009RC1Q027SBEA_20150925,W009RC1Q027SBEA_20151029,W009RC1Q027SBEA_20151222,W009RC1Q027SBEA_20160129,W009RC1Q027SBEA_20160226,W009RC1Q027SBEA_20160325,W009RC1Q027SBEA_20160428,W009RC1Q027SBEA_20160527,W009RC1Q027SBEA_20160628,W009RC1Q027SBEA_20160729,W009RC1Q027SBEA_20160929,W009RC1Q027SBEA_20161028,W009RC1Q027SBEA_20161222,W009RC1Q027SBEA_20170127,W009RC1Q027SBEA_20170330,W009RC1Q027SBEA_20170428,W009RC1Q027SBEA_20170629,W009RC1Q027SBEA_20170728,W009RC1Q027SBEA_20171027,W009RC1Q027SBEA_20171221,W009RC1Q027SBEA_20180126,W009RC1Q027SBEA_20180228,W009RC1Q027SBEA_20180328,W009RC1Q027SBEA_20180427,W009RC1Q027SBEA_20180530,W009RC1Q027SBEA_20180727,W009RC1Q027SBEA_20180829,W009RC1Q027SBEA_20180927,W009RC1Q027SBEA_20181026,W009RC1Q027SBEA_20181128,W009RC1Q027SBEA_20181221,W009RC1Q027SBEA_20190228,W009RC1Q027SBEA_20190328,W009RC1Q027SBEA_20190426,W009RC1Q027SBEA_20190530,W009RC1Q027SBEA_20190627,W009RC1Q027SBEA_20190726,W009RC1Q027SBEA_20190829,W009RC1Q027SBEA_20190926,W009RC1Q027SBEA_20191030,W009RC1Q027SBEA_20191127,W009RC1Q027SBEA_20191220,W009RC1Q027SBEA_20200130,W009RC1Q027SBEA_20200326,W009RC1Q027SBEA_20200429,W009RC1Q027SBEA_20200528,W009RC1Q027SBEA_20200625,W009RC1Q027SBEA_20200730,W009RC1Q027SBEA_20200930,W009RC1Q027SBEA_20201029,W009RC1Q027SBEA_20201222,W009RC1Q027SBEA_20210128,W009RC1Q027SBEA_20210225
1983-01-01,23.2,23.2,23.2,23.2,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028,38.028
1983-04-01,23.3,23.3,23.3,23.3,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.117,24.117,24.117,24.117,24.117,24.117,24.117,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021,38.021
1983-07-01,24.0,24.0,24.0,24.0,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.837,24.837,24.837,24.837,24.837,24.837,24.837,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121,39.121
1983-10-01,24.9,24.9,24.9,24.9,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.782,25.782,25.782,25.782,25.782,25.782,25.782,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582,40.582
1984-01-01,25.5,25.5,25.5,25.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.467,26.467,26.467,26.467,26.467,26.467,26.467,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916,41.916
1984-04-01,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.024,28.024,28.024,28.024,28.024,28.024,28.024,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768,43.768
1984-07-01,26.8,26.8,26.8,26.8,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.888,27.888,27.888,27.888,27.888,27.888,27.888,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216,44.216
1984-10-01,27.3,27.3,27.3,27.3,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.483,28.483,28.483,28.483,28.483,28.483,28.483,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179,45.179
1985-01-01,27.7,27.7,27.7,27.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.738,28.738,28.738,28.738,28.738,28.738,28.738,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914,46.914
1985-04-01,28.3,28.3,28.3,28.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.349,29.349,29.349,29.349,29.349,29.349,29.349,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509,47.509
1985-07-01,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.025,31.025,31.025,31.025,31.025,31.025,31.025,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549,48.549
1985-10-01,30.5,30.5,30.5,30.5,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.433,31.433,31.433,31.433,31.433,31.433,31.433,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756,48.756
1986-01-01,31.4,31.4,31.4,31.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.359,32.359,32.359,32.359,32.359,32.359,32.359,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098,51.098
1986-04-01,31.1,31.1,31.1,31.1,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.935,31.935,31.935,31.935,31.935,31.935,31.935,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867,49.867
1986-07-01,32.8,32.8,32.8,32.8,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.605,33.605,33.605,33.605,33.605,33.605,33.605,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905,50.905
1986-10-01,29.8,29.8,29.8,29.8,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.558,30.558,30.558,30.558,30.558,30.558,30.558,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802,47.802
1987-01-01,28.9,28.9,28.9,28.9,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.594,29.594,29.594,29.594,29.594,29.594,29.594,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758,46.758
1987-04-01,28.3,28.3,28.3,28.3,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.013,29.013,29.013,29.013,29.013,29.013,29.013,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685,46.685
1987-07-01,27.3,27.3,27.3,27.3,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.084,28.084,28.084,28.084,28.084,28.084,28.084,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108,46.108
1987-10-01,25.3,25.3,25.3,25.3,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.102,26.102,26.102,26.102,26.102,26.102,26.102,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198,44.198
1988-01-01,33.3,33.3,33.3,33.3,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.11,34.11,34.11,34.11,34.11,34.11,34.11,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85
1988-04-01,27.6,27.6,27.6,27.6,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.452,28.452,28.452,28.452,28.452,28.452,28.452,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08,45.08
1988-07-01,27.3,27.3,27.3,27.3,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.136,28.136,28.136,28.136,28.136,28.136,28.136,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668,45.668
1988-10-01,29.3,29.3,29.3,29.3,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.169,30.169,30.169,30.169,30.169,30.169,30.169,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725,48.725
1989-01-01,27.8,27.8,27.8,27.8,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.721,28.721,28.721,28.721,28.721,28.721,28.721,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905
1989-04-01,27.6,27.6,27.6,27.6,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.524,28.524,28.524,28.524,28.524,28.524,28.524,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588,50.588
1989-07-01,29.7,29.7,29.7,29.7,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.582,30.582,30.582,30.582,30.582,30.582,30.582,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07,52.07
1989-10-01,26.8,26.8,26.8,26.8,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.639,27.639,27.639,27.639,27.639,27.639,27.639,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487,49.487
1990-01-01,26.9,26.9,26.9,26.9,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.804,27.804,27.804,27.804,27.804,27.804,27.804,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376,50.376
1990-04-01,26.2,26.2,26.2,26.2,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.057,27.057,27.057,27.057,27.057,27.057,27.057,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265,50.265
1990-07-01,26.5,26.5,26.5,26.5,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.422,27.422,27.422,27.422,27.422,27.422,27.422,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11
1990-10-01,38.5,38.5,38.5,38.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.483,39.483,39.483,39.483,39.483,39.483,39.483,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447
1991-01-01,31.4,31.4,31.4,31.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.366,32.366,32.366,32.366,32.366,32.366,32.366,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846,53.846
1991-04-01,29.1,29.1,29.1,29.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.046,30.046,30.046,30.046,30.046,30.046,30.046,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83,50.83
1991-07-01,29.4,29.4,29.4,29.4,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.329,30.329,30.329,30.329,30.329,30.329,30.329,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849,50.849
1991-10-01,26.4,26.4,26.4,26.4,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.282,27.282,27.282,27.282,27.282,27.282,27.282,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61
1992-01-01,25.5,25.5,25.5,25.5,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.314,26.314,26.314,26.314,26.314,26.314,26.314,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086,44.086
1992-04-01,24.8,24.8,24.8,24.8,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.684,25.684,25.684,25.684,25.684,25.684,25.684,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064,43.064
1992-07-01,24.1,24.1,24.1,24.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.998,24.998,24.998,24.998,24.998,24.998,24.998,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23,41.23
1992-10-01,24.7,24.7,24.7,24.7,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.611,25.611,25.611,25.611,25.611,25.611,25.611,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323,41.323
1993-01-01,26.2,26.2,26.2,26.2,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.121,27.121,27.121,27.121,27.121,27.121,27.121,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598,43.598
1993-04-01,26.2,26.2,26.2,26.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.205,27.205,27.205,27.205,27.205,27.205,27.205,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236,43.236
1993-07-01,25.9,25.9,25.9,25.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.931,26.931,26.931,26.931,26.931,26.931,26.931,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732,42.732
