observation_date,W255RC1Q027SBEA_20130228,W255RC1Q027SBEA_20130328,W255RC1Q027SBEA_20130426,W255RC1Q027SBEA_20130530,W255RC1Q027SBEA_20130626,W255RC1Q027SBEA_20130731,W255RC1Q027SBEA_20130829,W255RC1Q027SBEA_20130926,W255RC1Q027SBEA_20131107,W255RC1Q027SBEA_20131205,W255RC1Q027SBEA_20131220,W255RC1Q027SBEA_20140130,W255RC1Q027SBEA_20140228,W255RC1Q027SBEA_20140327,W255RC1Q027SBEA_20140430,W255RC1Q027SBEA_20140529,W255RC1Q027SBEA_20140625,W255RC1Q027SBEA_20140730,W255RC1Q027SBEA_20140828,W255RC1Q027SBEA_20140926,W255RC1Q027SBEA_20141030,W255RC1Q027SBEA_20141125,W255RC1Q027SBEA_20141223,W255RC1Q027SBEA_20150130,W255RC1Q027SBEA_20150227,W255RC1Q027SBEA_20150327,W255RC1Q027SBEA_20150429,W255RC1Q027SBEA_20150529,W255RC1Q027SBEA_20150624,W255RC1Q027SBEA_20150730,W255RC1Q027SBEA_20150827,W255RC1Q027SBEA_20150925,W255RC1Q027SBEA_20151029,W255RC1Q027SBEA_20151124,W255RC1Q027SBEA_20151222,W255RC1Q027SBEA_20160129,W255RC1Q027SBEA_20160226,W255RC1Q027SBEA_20160325,W255RC1Q027SBEA_20160428,W255RC1Q027SBEA_20160527,W255RC1Q027SBEA_20160628,W255RC1Q027SBEA_20160729,W255RC1Q027SBEA_20160826,W255RC1Q027SBEA_20160929,W255RC1Q027SBEA_20161028,W255RC1Q027SBEA_20161129,W255RC1Q027SBEA_20161222,W255RC1Q027SBEA_20170127,W255RC1Q027SBEA_20170228,W255RC1Q027SBEA_20170330,W255RC1Q027SBEA_20170428,W255RC1Q027SBEA_20170526,W255RC1Q027SBEA_20170629,W255RC1Q027SBEA_20170728,W255RC1Q027SBEA_20170830,W255RC1Q027SBEA_20170928,W255RC1Q027SBEA_20171027,W255RC1Q027SBEA_20171129,W255RC1Q027SBEA_20171221,W255RC1Q027SBEA_20180126,W255RC1Q027SBEA_20180228,W255RC1Q027SBEA_20180328,W255RC1Q027SBEA_20180427,W255RC1Q027SBEA_20180530,W255RC1Q027SBEA_20180628,W255RC1Q027SBEA_20180727,W255RC1Q027SBEA_20180829,W255RC1Q027SBEA_20180927,W255RC1Q027SBEA_20181026,W255RC1Q027SBEA_20181128,W255RC1Q027SBEA_20181221,W255RC1Q027SBEA_20190228,W255RC1Q027SBEA_20190328,W255RC1Q027SBEA_20190426,W255RC1Q027SBEA_20190530,W255RC1Q027SBEA_20190627,W255RC1Q027SBEA_20190726,W255RC1Q027SBEA_20190829,W255RC1Q027SBEA_20190926,W255RC1Q027SBEA_20191030,W255RC1Q027SBEA_20191127,W255RC1Q027SBEA_20191220,W255RC1Q027SBEA_20200130,W255RC1Q027SBEA_20200227,W255RC1Q027SBEA_20200326,W255RC1Q027SBEA_20200429,W255RC1Q027SBEA_20200528,W255RC1Q027SBEA_20200625,W255RC1Q027SBEA_20200730,W255RC1Q027SBEA_20200827,W255RC1Q027SBEA_20200930,W255RC1Q027SBEA_20201029,W255RC1Q027SBEA_20201125,W255RC1Q027SBEA_20201222,W255RC1Q027SBEA_20210128,W255RC1Q027SBEA_20210225
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,530.5,529.6,531.5,561.3,561.3,561.3,561.3,561.3,561.3,561.3,561.3,561.3,561.3,561.3,561.3,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,546.2,576.1,576.1,576.1,576.121,576.121,576.121,576.121,576.121,576.121,576.121,576.121,576.121,566.051,566.051,566.051,566.051,566.051,566.051,566.051,566.051,566.051,566.051,566.051,563.977,563.977,563.977,563.977,563.977,563.977,563.977,563.977,563.977,563.977,563.977,563.977,562.863,562.863,562.863,562.863,562.863,562.863,562.863,562.863
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.7,507.2,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,521.5,521.5,521.5,521.5,521.5,521.5,521.5,521.5,521.5,521.5,521.5,521.5,587.7,587.7,587.7,587.718,587.718,587.718,587.718,587.718,587.718,587.718,587.718,587.718,599.126,599.126,599.126,599.126,599.126,599.126,599.126,599.126,599.126,599.126,599.126,596.53,596.53,596.53,596.53,596.53,596.53,596.53,596.53,596.53,596.53,596.53,596.53,592.284,592.284,592.284,592.284,592.284,592.284,592.284,592.284
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.2,505.8,508.3,508.3,508.3,508.3,508.3,508.3,508.3,525.2,525.2,525.2,525.2,525.2,525.2,525.2,525.2,525.2,525.2,525.2,525.2,591.8,591.8,591.8,591.825,591.825,591.825,591.825,591.825,591.825,591.825,591.825,591.825,611.103,611.103,611.103,611.103,611.103,611.103,611.103,611.103,611.103,611.103,611.103,602.906,602.906,602.906,602.906,602.906,602.906,602.906,602.906,602.906,602.906,602.906,602.906,600.263,600.263,600.263,600.263,600.263,600.263,600.263,600.263
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,524.2,519.0,519.0,519.0,519.0,503.7,503.7,503.7,503.7,503.7,503.7,503.7,503.7,503.7,503.7,503.7,503.7,578.0,578.0,578.0,577.984,577.984,577.984,577.984,577.984,577.984,577.984,577.984,577.984,590.869,590.869,590.869,590.869,590.869,590.869,590.869,590.869,590.869,590.869,590.869,583.936,583.936,583.936,583.936,583.936,583.936,583.936,583.936,583.936,583.936,583.936,583.936,587.843,587.843,587.843,587.843,587.843,587.843,587.843,587.843
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.1,516.3,515.3,493.1,493.1,493.1,493.1,493.1,493.1,493.1,493.1,493.1,493.1,493.1,493.1,574.1,574.1,574.1,574.08,574.08,574.08,574.08,574.08,574.08,574.08,574.08,574.08,562.78,562.78,562.78,562.78,562.78,562.78,562.78,562.78,562.78,562.78,562.78,573.919,573.919,573.919,573.919,573.919,573.919,573.919,573.919,573.919,573.919,573.919,573.919,584.194,584.194,584.194,584.194,584.194,584.194,584.194,584.194
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.1,484.9,485.5,485.5,485.5,485.5,485.5,485.5,485.5,485.5,485.5,485.5,568.0,568.0,568.0,568.025,568.025,568.025,568.025,568.025,568.025,568.025,568.025,568.025,548.037,548.037,548.037,548.037,548.037,548.037,548.037,548.037,548.037,548.037,548.037,556.007,556.007,556.007,556.007,556.007,556.007,556.007,556.007,556.007,556.007,556.007,556.007,571.024,571.024,571.024,571.024,571.024,571.024,571.024,571.024
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,489.7,485.5,485.5,485.5,485.5,485.5,485.5,485.5,573.7,573.7,573.7,573.668,573.668,573.668,573.668,573.668,573.668,573.668,573.668,573.668,535.274,535.274,535.274,535.274,535.274,535.274,535.274,535.274,535.274,535.274,535.274,552.554,552.554,552.554,552.554,552.554,552.554,552.554,552.554,552.554,552.554,552.554,552.554,570.608,570.608,570.608,570.608,570.608,570.608,570.608,570.608
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.3,477.0,477.1,477.1,477.1,477.1,566.5,566.5,566.5,566.51,566.51,566.51,566.51,566.51,566.51,566.51,566.51,566.51,537.744,537.744,537.744,537.744,537.744,537.744,537.744,537.744,537.744,537.744,537.744,557.61,557.61,557.61,557.61,557.61,557.61,557.61,557.61,557.61,557.61,557.61,557.61,583.477,583.477,583.477,583.477,583.477,583.477,583.477,583.477
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.8,480.6,481.2,588.2,588.2,588.2,588.183,588.183,588.183,588.183,588.183,588.183,588.183,588.183,588.183,589.276,589.276,589.276,589.276,589.276,589.276,589.276,589.276,589.276,589.276,589.276,607.673,607.673,607.673,607.673,607.673,607.673,607.673,607.673,607.673,607.673,607.673,607.673,635.227,635.227,635.227,635.227,635.227,635.227,635.227,635.227
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.2,600.2,598.3,598.253,598.253,598.253,598.253,598.253,598.253,598.253,598.253,598.253,574.553,574.553,574.553,574.553,574.553,574.553,574.553,574.553,574.553,574.553,574.553,603.599,603.599,603.599,603.599,603.599,603.599,603.599,603.599,603.599,603.599,603.599,603.599,638.544,638.544,638.544,638.544,638.544,638.544,638.544,638.544
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.203,600.359,599.826,599.826,599.826,599.826,599.826,599.826,599.826,561.542,561.542,561.542,561.542,561.542,561.542,561.542,561.542,561.542,561.542,561.542,596.261,596.261,596.261,596.261,596.261,596.261,596.261,596.261,596.261,596.261,596.261,596.261,635.485,635.485,635.485,635.485,635.485,635.485,635.485,635.485
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.78,556.589,559.449,559.449,559.449,559.449,580.055,580.055,580.055,580.055,580.055,580.055,580.055,580.055,580.055,580.055,580.055,624.452,624.452,624.452,624.452,624.452,624.452,624.452,624.452,624.452,624.452,624.452,624.452,636.255,636.255,636.255,636.255,636.255,636.255,636.255,636.255
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.252,553.143,558.502,591.861,591.861,591.861,591.861,591.861,591.861,591.861,591.861,591.861,591.861,591.861,666.438,666.438,666.438,666.438,666.438,666.438,666.438,666.438,666.438,666.438,666.438,666.438,640.021,640.021,640.021,640.021,640.021,640.021,640.021,640.021
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.415,576.573,583.77,583.77,583.77,583.77,583.77,583.77,583.77,583.77,583.77,678.63,678.63,678.63,678.63,678.63,678.63,678.63,678.63,678.63,678.63,678.63,678.63,628.03,628.03,628.03,628.03,628.03,628.03,628.03,628.03
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.665,559.277,563.21,563.21,563.21,563.21,563.21,563.21,677.022,677.022,677.022,677.022,677.022,677.022,677.022,677.022,677.022,677.022,677.022,677.022,612.993,612.993,612.993,612.993,612.993,612.993,612.993,612.993
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.23,569.464,569.464,569.464,569.464,668.446,668.446,668.446,668.446,668.446,668.446,668.446,668.446,668.446,668.446,668.446,668.446,595.278,595.278,595.278,595.278,595.278,595.278,595.278,595.278
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.935,548.938,554.206,657.182,657.182,657.182,657.182,657.182,657.182,657.182,657.182,657.182,657.182,657.182,657.182,564.357,564.357,564.357,564.357,564.357,564.357,564.357,564.357
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.296,646.149,644.705,644.705,644.705,644.705,644.705,644.705,644.705,644.705,644.705,644.705,572.284,572.284,572.284,572.284,572.284,572.284,572.284,572.284
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.869,638.574,636.416,636.416,636.416,636.416,636.416,636.416,636.416,571.01,571.01,571.01,571.01,571.01,571.01,571.01,571.01
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.095,641.069,641.479,641.479,641.479,641.479,585.954,585.954,585.954,585.954,585.954,585.954,585.954,585.954
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.618,642.716,634.071,588.857,588.857,588.857,588.857,588.857,588.857,588.857,588.857
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.565,600.93,619.283,619.283,619.283,619.283,619.283,619.283
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.604,626.334,617.225,617.225,617.225
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.789,648.868
