observation_date,W255RC1Q027SBEA_20130228,W255RC1Q027SBEA_20130328,W255RC1Q027SBEA_20130426,W255RC1Q027SBEA_20130530,W255RC1Q027SBEA_20130626,W255RC1Q027SBEA_20130731,W255RC1Q027SBEA_20130829,W255RC1Q027SBEA_20130926,W255RC1Q027SBEA_20131107,W255RC1Q027SBEA_20131205,W255RC1Q027SBEA_20131220,W255RC1Q027SBEA_20140130,W255RC1Q027SBEA_20140228,W255RC1Q027SBEA_20140327,W255RC1Q027SBEA_20140430,W255RC1Q027SBEA_20140529,W255RC1Q027SBEA_20140625,W255RC1Q027SBEA_20140730,W255RC1Q027SBEA_20140828,W255RC1Q027SBEA_20140926,W255RC1Q027SBEA_20141030,W255RC1Q027SBEA_20141125,W255RC1Q027SBEA_20141223,W255RC1Q027SBEA_20150130,W255RC1Q027SBEA_20150227,W255RC1Q027SBEA_20150327,W255RC1Q027SBEA_20150429,W255RC1Q027SBEA_20150529,W255RC1Q027SBEA_20150624,W255RC1Q027SBEA_20150730,W255RC1Q027SBEA_20150827,W255RC1Q027SBEA_20150925,W255RC1Q027SBEA_20151029,W255RC1Q027SBEA_20151124,W255RC1Q027SBEA_20151222,W255RC1Q027SBEA_20160129,W255RC1Q027SBEA_20160226,W255RC1Q027SBEA_20160325,W255RC1Q027SBEA_20160428,W255RC1Q027SBEA_20160527,W255RC1Q027SBEA_20160628,W255RC1Q027SBEA_20160729,W255RC1Q027SBEA_20160826,W255RC1Q027SBEA_20160929,W255RC1Q027SBEA_20161028,W255RC1Q027SBEA_20161129,W255RC1Q027SBEA_20161222,W255RC1Q027SBEA_20170127,W255RC1Q027SBEA_20170228,W255RC1Q027SBEA_20170330,W255RC1Q027SBEA_20170428,W255RC1Q027SBEA_20170526,W255RC1Q027SBEA_20170629,W255RC1Q027SBEA_20170728,W255RC1Q027SBEA_20170830,W255RC1Q027SBEA_20170928,W255RC1Q027SBEA_20171027,W255RC1Q027SBEA_20171129,W255RC1Q027SBEA_20171221,W255RC1Q027SBEA_20180126,W255RC1Q027SBEA_20180228,W255RC1Q027SBEA_20180328,W255RC1Q027SBEA_20180427,W255RC1Q027SBEA_20180530,W255RC1Q027SBEA_20180628,W255RC1Q027SBEA_20180727,W255RC1Q027SBEA_20180829,W255RC1Q027SBEA_20180927,W255RC1Q027SBEA_20181026,W255RC1Q027SBEA_20181128,W255RC1Q027SBEA_20181221,W255RC1Q027SBEA_20190228,W255RC1Q027SBEA_20190328,W255RC1Q027SBEA_20190426,W255RC1Q027SBEA_20190530,W255RC1Q027SBEA_20190627,W255RC1Q027SBEA_20190726,W255RC1Q027SBEA_20190829,W255RC1Q027SBEA_20190926,W255RC1Q027SBEA_20191030,W255RC1Q027SBEA_20191127,W255RC1Q027SBEA_20191220,W255RC1Q027SBEA_20200130,W255RC1Q027SBEA_20200227,W255RC1Q027SBEA_20200326,W255RC1Q027SBEA_20200429,W255RC1Q027SBEA_20200528,W255RC1Q027SBEA_20200625,W255RC1Q027SBEA_20200730,W255RC1Q027SBEA_20200827,W255RC1Q027SBEA_20200930,W255RC1Q027SBEA_20201029,W255RC1Q027SBEA_20201125,W255RC1Q027SBEA_20201222,W255RC1Q027SBEA_20210128,W255RC1Q027SBEA_20210225
1999-04-01,477.0,477.0,477.0,477.0,477.0,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.725,478.725,478.725,478.725,478.725,478.725,478.725,478.725,478.725,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495,454.495
1999-07-01,483.6,483.6,483.6,483.6,483.6,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.329,490.329,490.329,490.329,490.329,490.329,490.329,490.329,490.329,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262,466.262
1999-10-01,495.9,495.9,495.9,495.9,495.9,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.6,509.597,509.597,509.597,509.597,509.597,509.597,509.597,509.597,509.597,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951,486.951
2000-01-01,532.1,532.1,532.1,532.1,532.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.1,547.128,547.128,547.128,547.128,547.128,547.128,547.128,547.128,547.128,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303,521.303
2000-04-01,543.9,543.9,543.9,543.9,543.9,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.3,565.329,565.329,565.329,565.329,565.329,565.329,565.329,565.329,565.329,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976,541.976
2000-07-01,543.2,543.2,543.2,543.2,543.2,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.3,573.339,573.339,573.339,573.339,573.339,573.339,573.339,573.339,573.339,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374,550.374
2000-10-01,537.8,537.8,537.8,537.8,537.8,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.138,574.138,574.138,574.138,574.138,574.138,574.138,574.138,574.138,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924,550.924
2001-01-01,541.8,541.8,541.8,541.8,541.8,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.4,577.426,577.426,577.426,577.426,577.426,577.426,577.426,577.426,577.426,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113,558.113
2001-04-01,547.7,547.7,547.7,547.7,547.7,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.5,575.54,575.54,575.54,575.54,575.54,575.54,575.54,575.54,575.54,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519,551.519
2001-07-01,544.3,544.3,544.3,544.3,544.3,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.782,564.782,564.782,564.782,564.782,564.782,564.782,564.782,564.782,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076,535.076
2001-10-01,543.6,543.6,543.6,543.6,543.6,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.029,548.029,548.029,548.029,548.029,548.029,548.029,548.029,548.029,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632,511.632
2002-01-01,529.1,529.1,529.1,529.1,529.1,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.3,521.344,521.344,521.344,521.344,521.344,521.344,521.344,521.344,521.344,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945,480.945
2002-04-01,505.7,505.7,505.7,505.7,505.7,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.5,490.507,490.507,490.507,490.507,490.507,490.507,490.507,490.507,490.507,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795,470.795
2002-07-01,494.2,494.2,494.2,494.2,494.2,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.465,475.465,475.465,475.465,475.465,475.465,475.465,475.465,475.465,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788,446.788
2002-10-01,496.5,496.5,496.5,496.5,496.5,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.827,474.827,474.827,474.827,474.827,474.827,474.827,474.827,474.827,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89,446.89
2003-01-01,511.9,511.9,511.9,511.9,511.9,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,487.988,487.988,487.988,487.988,487.988,487.988,487.988,487.988,487.988,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185,467.185
2003-04-01,511.5,511.5,511.5,511.5,511.5,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.9,477.92,477.92,477.92,477.92,477.92,477.92,477.92,477.92,477.92,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743,446.743
2003-07-01,501.0,501.0,501.0,501.0,501.0,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.9,458.863,458.863,458.863,458.863,458.863,458.863,458.863,458.863,458.863,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985,427.985
2003-10-01,492.1,492.1,492.1,492.1,492.1,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.9,439.937,439.937,439.937,439.937,439.937,439.937,439.937,439.937,439.937,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45,396.45
2004-01-01,467.7,467.7,467.7,467.7,467.7,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.6,409.588,409.588,409.588,409.588,409.588,409.588,409.588,409.588,409.588,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658,362.658
2004-04-01,460.6,460.6,460.6,460.6,460.6,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.5,398.518,398.518,398.518,398.518,398.518,398.518,398.518,398.518,398.518,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203,365.203
2004-07-01,454.0,454.0,454.0,454.0,454.0,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.4,394.372,394.372,394.372,394.372,394.372,394.372,394.372,394.372,394.372,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49,364.49
2004-10-01,464.2,464.2,464.2,464.2,464.2,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.5,411.487,411.487,411.487,411.487,411.487,411.487,411.487,411.487,411.487,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194,380.194
2005-01-01,509.4,509.4,509.4,509.4,509.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.418,460.418,460.418,460.418,460.418,460.418,460.418,460.418,460.418,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704,421.704
2005-04-01,528.0,528.0,528.0,528.0,528.0,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.3,481.251,481.251,481.251,481.251,481.251,481.251,481.251,481.251,481.251,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414,449.414
2005-07-01,558.0,558.0,558.0,558.0,558.0,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.471,516.471,516.471,516.471,516.471,516.471,516.471,516.471,516.471,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518,469.518
2005-10-01,576.9,576.9,576.9,576.9,576.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.9,528.907,528.907,528.907,528.907,528.907,528.907,528.907,528.907,528.907,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494,508.494
2006-01-01,608.9,608.9,608.9,608.9,608.9,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.133,553.133,553.133,553.133,553.133,553.133,553.133,553.133,553.133,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976,522.976
2006-04-01,654.4,654.4,654.4,654.4,654.4,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.1,571.07,571.07,571.07,571.07,571.07,571.07,571.07,571.07,571.07,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985,557.985
2006-07-01,661.6,661.6,661.6,661.6,661.6,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.516,583.516,583.516,583.516,583.516,583.516,583.516,583.516,583.516,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396,558.396
2006-10-01,684.0,684.0,684.0,684.0,684.0,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.1,616.059,616.059,616.059,616.059,616.059,616.059,616.059,616.059,616.059,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925,562.925
