observation_date,COMPNFB_19970311,COMPNFB_19970507,COMPNFB_19970618,COMPNFB_19970812,COMPNFB_19970909,COMPNFB_19971113,COMPNFB_19971204,COMPNFB_19980210,COMPNFB_19980310,COMPNFB_19980507,COMPNFB_19980604,COMPNFB_19980811,COMPNFB_19980903,COMPNFB_19981110,COMPNFB_19990209,COMPNFB_19990511,COMPNFB_19990805,COMPNFB_19991112,COMPNFB_20000208,COMPNFB_20000307,COMPNFB_20000504,COMPNFB_20000808,COMPNFB_20001102,COMPNFB_20010207,COMPNFB_20010508,COMPNFB_20010807,COMPNFB_20010905,COMPNFB_20011107,COMPNFB_20011206,COMPNFB_20020206,COMPNFB_20020507,COMPNFB_20020531,COMPNFB_20020809,COMPNFB_20020905,COMPNFB_20021107,COMPNFB_20021204,COMPNFB_20030206,COMPNFB_20030501,COMPNFB_20030807,COMPNFB_20030904,COMPNFB_20031106,COMPNFB_20040205,COMPNFB_20040304,COMPNFB_20040506,COMPNFB_20040603,COMPNFB_20040810,COMPNFB_20040902,COMPNFB_20041013,COMPNFB_20041104,COMPNFB_20041207,COMPNFB_20050203,COMPNFB_20050303,COMPNFB_20050505,COMPNFB_20050602,COMPNFB_20050809,COMPNFB_20050907,COMPNFB_20051103,COMPNFB_20051206,COMPNFB_20060202,COMPNFB_20060307,COMPNFB_20060504,COMPNFB_20060601,COMPNFB_20060808,COMPNFB_20060906,COMPNFB_20061102,COMPNFB_20061205,COMPNFB_20070207,COMPNFB_20070306,COMPNFB_20070503,COMPNFB_20070606,COMPNFB_20070807,COMPNFB_20070906,COMPNFB_20071107,COMPNFB_20071205,COMPNFB_20080206,COMPNFB_20080305,COMPNFB_20080507,COMPNFB_20080604,COMPNFB_20080808,COMPNFB_20080904,COMPNFB_20081106,COMPNFB_20081203,COMPNFB_20090205,COMPNFB_20090305,COMPNFB_20090507,COMPNFB_20090604,COMPNFB_20090811,COMPNFB_20090902,COMPNFB_20091105,COMPNFB_20091203,COMPNFB_20100204,COMPNFB_20100304,COMPNFB_20100506,COMPNFB_20100603,COMPNFB_20100810,COMPNFB_20100902,COMPNFB_20101104,COMPNFB_20101201,COMPNFB_20110203,COMPNFB_20110303,COMPNFB_20110505,COMPNFB_20110602,COMPNFB_20110809,COMPNFB_20110901,COMPNFB_20111103,COMPNFB_20111130,COMPNFB_20120202,COMPNFB_20120307,COMPNFB_20120503,COMPNFB_20120606,COMPNFB_20120808,COMPNFB_20120905,COMPNFB_20121101,COMPNFB_20121205,COMPNFB_20130207,COMPNFB_20130307,COMPNFB_20130502,COMPNFB_20130605,COMPNFB_20130816,COMPNFB_20130905,COMPNFB_20131114,COMPNFB_20131216,COMPNFB_20140206,COMPNFB_20140306,COMPNFB_20140507,COMPNFB_20140604,COMPNFB_20140808,COMPNFB_20140904,COMPNFB_20141106,COMPNFB_20141203,COMPNFB_20150205,COMPNFB_20150305,COMPNFB_20150506,COMPNFB_20150604,COMPNFB_20150811,COMPNFB_20150902,COMPNFB_20151105,COMPNFB_20151202,COMPNFB_20160204,COMPNFB_20160303,COMPNFB_20160504,COMPNFB_20160607,COMPNFB_20160809,COMPNFB_20160901,COMPNFB_20161103,COMPNFB_20161206,COMPNFB_20170202,COMPNFB_20170308,COMPNFB_20170504,COMPNFB_20170605,COMPNFB_20170809,COMPNFB_20170907,COMPNFB_20171102,COMPNFB_20171206,COMPNFB_20180201,COMPNFB_20180307,COMPNFB_20180503,COMPNFB_20180606,COMPNFB_20180815,COMPNFB_20180906,COMPNFB_20181101,COMPNFB_20181206,COMPNFB_20190206,COMPNFB_20190307,COMPNFB_20190502,COMPNFB_20190606,COMPNFB_20190815,COMPNFB_20190905,COMPNFB_20191106,COMPNFB_20191210,COMPNFB_20200206,COMPNFB_20200305,COMPNFB_20200507
1973-07-01,29.5,29.5,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.5,29.5,29.5,29.5,29.5,29.5,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.283,29.283,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.279,29.332,29.332,29.332,29.332,29.332,29.332,29.332,29.332,18.041,18.041,18.041,18.041,18.041,18.041,18.041,18.041,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.042,18.047,18.047,18.047,15.92,15.92,15.92,15.92,15.92,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.944,15.944,15.944,15.956,15.956,15.956,15.956,15.956,15.976,15.976,15.976,15.976,15.976,15.976,15.976,15.976,15.977,15.977,15.977,14.95,14.95,14.95,14.95,14.95,14.938,14.938,14.938,14.922,14.922,14.922,14.922,14.922,14.919,14.919
1973-10-01,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.922,29.922,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.917,29.918,29.918,29.918,29.918,29.918,29.918,29.918,29.918,29.918,29.918,29.918,29.971,29.971,29.971,29.971,29.971,29.971,29.971,29.971,18.435,18.435,18.435,18.435,18.435,18.435,18.435,18.435,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.436,18.441,18.441,18.441,16.242,16.242,16.242,16.242,16.242,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.262,16.267,16.267,16.267,16.279,16.279,16.279,16.279,16.279,16.299,16.299,16.299,16.299,16.299,16.299,16.299,16.299,16.3,16.3,16.3,15.252,15.252,15.252,15.252,15.252,15.24,15.24,15.24,15.223,15.223,15.223,15.223,15.223,15.221,15.221
1974-01-01,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.636,30.636,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.632,30.688,30.688,30.688,30.688,30.688,30.688,30.688,30.688,18.875,18.875,18.875,18.875,18.875,18.875,18.875,18.875,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.876,18.881,18.881,18.881,16.612,16.612,16.612,16.612,16.612,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.633,16.637,16.637,16.637,16.65,16.65,16.65,16.65,16.65,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.671,16.671,16.671,15.6,15.6,15.6,15.6,15.6,15.588,15.588,15.588,15.571,15.571,15.571,15.571,15.571,15.568,15.568
1974-04-01,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.4,31.4,31.4,31.3,31.3,31.3,31.3,31.5,31.5,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.445,31.445,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.497,31.497,31.497,31.497,31.497,31.497,31.497,31.497,19.373,19.373,19.373,19.373,19.373,19.373,19.373,19.373,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.374,19.38,19.38,19.38,17.047,17.047,17.047,17.047,17.047,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.068,17.073,17.073,17.073,17.086,17.086,17.086,17.086,17.086,17.107,17.107,17.107,17.107,17.107,17.107,17.107,17.107,17.108,17.108,17.108,16.008,16.008,16.008,16.008,16.008,15.996,15.996,15.996,15.978,15.978,15.978,15.978,15.978,15.976,15.976
1974-07-01,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.3,32.3,32.3,32.2,32.2,32.2,32.2,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.345,32.345,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.341,32.399,32.399,32.399,32.399,32.399,32.399,32.399,32.399,19.928,19.928,19.928,19.928,19.928,19.928,19.928,19.928,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.929,19.935,19.935,19.935,17.553,17.553,17.553,17.553,17.553,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.58,17.58,17.58,17.593,17.593,17.593,17.593,17.593,17.614,17.614,17.614,17.614,17.614,17.614,17.614,17.614,17.615,17.615,17.615,16.483,16.483,16.483,16.483,16.483,16.471,16.471,16.471,16.453,16.453,16.453,16.453,16.453,16.45,16.45
1974-10-01,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.175,33.175,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.171,33.231,33.231,33.231,33.231,33.231,33.231,33.231,33.231,20.439,20.439,20.439,20.439,20.439,20.439,20.439,20.439,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.446,20.446,20.446,18.038,18.038,18.038,18.038,18.038,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.066,18.066,18.066,18.079,18.079,18.079,18.079,18.079,18.101,18.101,18.101,18.101,18.101,18.101,18.101,18.101,18.102,18.102,18.102,16.939,16.939,16.939,16.939,16.939,16.926,16.926,16.926,16.907,16.907,16.907,16.907,16.907,16.904,16.904
1975-01-01,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.106,34.106,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.102,34.163,34.163,34.163,34.163,34.163,34.163,34.163,34.163,21.013,21.013,21.013,21.013,21.013,21.013,21.013,21.013,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.014,21.02,21.02,21.02,18.584,18.584,18.584,18.584,18.584,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.607,18.613,18.613,18.613,18.626,18.626,18.626,18.626,18.626,18.649,18.649,18.649,18.649,18.649,18.649,18.649,18.649,18.651,18.651,18.651,17.452,17.452,17.452,17.452,17.452,17.44,17.44,17.44,17.421,17.421,17.421,17.421,17.421,17.418,17.418
1975-04-01,35.1,35.1,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.792,34.792,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.788,34.85,34.85,34.85,34.85,34.85,34.85,34.85,34.85,21.436,21.436,21.436,21.436,21.436,21.436,21.436,21.436,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.437,21.443,21.443,21.443,18.982,18.982,18.982,18.982,18.982,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.005,19.011,19.011,19.011,19.024,19.024,19.024,19.024,19.024,19.048,19.048,19.048,19.048,19.048,19.048,19.048,19.048,19.049,19.049,19.049,17.824,17.824,17.824,17.824,17.824,17.812,17.812,17.812,17.793,17.793,17.793,17.793,17.793,17.79,17.79
1975-07-01,35.7,35.7,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.7,35.7,35.7,35.7,35.7,35.7,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.419,35.419,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.415,35.479,35.479,35.479,35.479,35.479,35.479,35.479,35.479,21.822,21.822,21.822,21.822,21.822,21.822,21.822,21.822,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.823,21.829,21.829,21.829,19.316,19.316,19.316,19.316,19.316,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.345,19.345,19.345,19.359,19.359,19.359,19.359,19.359,19.383,19.383,19.383,19.383,19.383,19.383,19.383,19.383,19.385,19.385,19.385,18.138,18.138,18.138,18.138,18.138,18.127,18.127,18.127,18.107,18.107,18.107,18.107,18.107,18.103,18.103
1975-10-01,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.069,36.069,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.064,36.129,36.129,36.129,36.129,36.129,36.129,36.129,36.129,22.222,22.222,22.222,22.222,22.222,22.222,22.222,22.222,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.23,22.23,22.23,19.631,19.631,19.631,19.631,19.631,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.656,19.662,19.662,19.662,19.676,19.676,19.676,19.676,19.676,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.701,19.701,19.701,18.435,18.435,18.435,18.435,18.435,18.422,18.422,18.422,18.401,18.401,18.401,18.401,18.401,18.398,18.398
1976-01-01,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,36.8,36.8,36.8,36.7,36.7,36.7,36.7,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.863,36.863,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.858,36.859,36.859,36.859,36.859,36.859,36.859,36.859,36.859,36.859,36.859,36.859,36.925,36.925,36.925,36.925,36.925,36.925,36.925,36.925,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.719,22.719,22.719,20.006,20.006,20.006,20.006,20.006,20.031,20.031,20.031,20.031,20.031,20.031,20.031,20.031,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.036,20.036,20.036,20.051,20.051,20.051,20.051,20.051,20.076,20.076,20.076,20.076,20.076,20.076,20.076,20.076,20.077,20.077,20.077,18.787,18.787,18.787,18.787,18.787,18.775,18.775,18.775,18.754,18.754,18.754,18.754,18.754,18.751,18.751
1976-04-01,38.0,38.0,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,38.0,38.0,38.0,38.0,38.0,38.0,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.8,37.6,37.6,37.6,37.5,37.5,37.5,37.5,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.633,37.633,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.629,37.697,37.697,37.697,37.697,37.697,37.697,37.697,37.697,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.194,23.194,23.194,20.383,20.383,20.383,20.383,20.383,20.409,20.409,20.409,20.409,20.409,20.409,20.409,20.409,20.408,20.408,20.408,20.408,20.408,20.408,20.408,20.408,20.414,20.414,20.414,20.429,20.429,20.429,20.429,20.429,20.454,20.454,20.454,20.454,20.454,20.454,20.454,20.454,20.456,20.456,20.456,19.141,19.141,19.141,19.141,19.141,19.129,19.129,19.129,19.108,19.108,19.108,19.108,19.108,19.104,19.104
1976-07-01,38.9,38.9,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.4,38.4,38.4,38.3,38.3,38.3,38.3,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.461,38.461,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.456,38.525,38.525,38.525,38.525,38.525,38.525,38.525,38.525,23.696,23.696,23.696,23.696,23.696,23.696,23.696,23.696,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.697,23.704,23.704,23.704,20.812,20.812,20.812,20.812,20.812,20.837,20.837,20.837,20.838,20.838,20.838,20.838,20.838,20.837,20.837,20.837,20.837,20.837,20.837,20.837,20.837,20.844,20.844,20.844,20.859,20.859,20.859,20.859,20.859,20.884,20.884,20.884,20.884,20.884,20.884,20.884,20.884,20.886,20.886,20.886,19.544,19.544,19.544,19.544,19.544,19.53,19.53,19.53,19.509,19.509,19.509,19.509,19.509,19.505,19.505
1976-10-01,39.6,39.6,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.2,39.2,39.2,39.1,39.1,39.1,39.1,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.278,39.278,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.273,39.344,39.344,39.344,39.344,39.344,39.344,39.344,39.344,24.199,24.199,24.199,24.199,24.199,24.199,24.199,24.199,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.201,24.208,24.208,24.208,21.256,21.256,21.256,21.256,21.256,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.282,21.288,21.288,21.288,21.304,21.304,21.304,21.304,21.304,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.331,21.331,21.331,19.961,19.961,19.961,19.961,19.961,19.946,19.946,19.946,19.924,19.924,19.924,19.924,19.924,19.921,19.921
1977-01-01,40.3,40.3,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.3,40.3,40.3,40.3,40.3,40.3,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,39.9,39.9,39.9,39.8,39.8,39.8,39.8,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.964,39.964,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.958,39.959,39.959,39.959,39.959,39.959,39.959,39.959,39.959,39.959,39.959,39.959,40.03,40.03,40.03,40.03,40.03,40.03,40.03,40.03,24.622,24.622,24.622,24.622,24.622,24.622,24.622,24.622,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.623,24.63,24.63,24.63,21.656,21.656,21.656,21.656,21.656,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.683,21.689,21.689,21.689,21.705,21.705,21.705,21.705,21.705,21.732,21.732,21.732,21.732,21.732,21.732,21.732,21.732,21.733,21.733,21.733,20.337,20.337,20.337,20.337,20.337,20.324,20.324,20.324,20.301,20.301,20.301,20.301,20.301,20.298,20.298
1977-04-01,41.1,41.1,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.7,40.7,40.7,40.6,40.6,40.6,40.6,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.757,40.757,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.752,40.825,40.825,40.825,40.825,40.825,40.825,40.825,40.825,25.11,25.11,25.11,25.11,25.11,25.11,25.11,25.11,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.112,25.119,25.119,25.119,22.097,22.097,22.097,22.097,22.097,22.125,22.125,22.125,22.125,22.125,22.125,22.125,22.125,22.124,22.124,22.124,22.124,22.124,22.124,22.124,22.124,22.131,22.131,22.131,22.147,22.147,22.147,22.147,22.147,22.174,22.174,22.174,22.174,22.174,22.174,22.174,22.174,22.176,22.176,22.176,20.751,20.751,20.751,20.751,20.751,20.737,20.737,20.737,20.714,20.714,20.714,20.714,20.714,20.71,20.71
1977-07-01,41.9,41.9,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.9,41.9,41.9,41.9,41.9,41.9,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.5,41.5,41.5,41.4,41.4,41.4,41.4,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.56,41.56,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.554,41.555,41.555,41.555,41.555,41.555,41.555,41.555,41.555,41.555,41.555,41.555,41.629,41.629,41.629,41.629,41.629,41.629,41.629,41.629,25.605,25.605,25.605,25.605,25.605,25.605,25.605,25.605,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.607,25.614,25.614,25.614,22.528,22.528,22.528,22.528,22.528,22.556,22.556,22.556,22.556,22.556,22.556,22.556,22.556,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.562,22.562,22.562,22.579,22.579,22.579,22.579,22.579,22.606,22.606,22.606,22.606,22.606,22.606,22.606,22.606,22.608,22.608,22.608,21.155,21.155,21.155,21.155,21.155,21.14,21.14,21.14,21.117,21.117,21.117,21.117,21.117,21.113,21.113
