observation_date,COMPNFB_19970311,COMPNFB_19970507,COMPNFB_19970618,COMPNFB_19970812,COMPNFB_19970909,COMPNFB_19971113,COMPNFB_19971204,COMPNFB_19980210,COMPNFB_19980310,COMPNFB_19980507,COMPNFB_19980604,COMPNFB_19980811,COMPNFB_19980903,COMPNFB_19981110,COMPNFB_19990209,COMPNFB_19990511,COMPNFB_19990805,COMPNFB_19991112,COMPNFB_20000208,COMPNFB_20000307,COMPNFB_20000504,COMPNFB_20000808,COMPNFB_20001102,COMPNFB_20010207,COMPNFB_20010508,COMPNFB_20010807,COMPNFB_20010905,COMPNFB_20011107,COMPNFB_20011206,COMPNFB_20020206,COMPNFB_20020507,COMPNFB_20020531,COMPNFB_20020809,COMPNFB_20020905,COMPNFB_20021107,COMPNFB_20021204,COMPNFB_20030206,COMPNFB_20030501,COMPNFB_20030807,COMPNFB_20030904,COMPNFB_20031106,COMPNFB_20040205,COMPNFB_20040304,COMPNFB_20040506,COMPNFB_20040603,COMPNFB_20040810,COMPNFB_20040902,COMPNFB_20041013,COMPNFB_20041104,COMPNFB_20041207,COMPNFB_20050203,COMPNFB_20050303,COMPNFB_20050505,COMPNFB_20050602,COMPNFB_20050809,COMPNFB_20050907,COMPNFB_20051103,COMPNFB_20051206,COMPNFB_20060202,COMPNFB_20060307,COMPNFB_20060504,COMPNFB_20060601,COMPNFB_20060808,COMPNFB_20060906,COMPNFB_20061102,COMPNFB_20061205,COMPNFB_20070207,COMPNFB_20070306,COMPNFB_20070503,COMPNFB_20070606,COMPNFB_20070807,COMPNFB_20070906,COMPNFB_20071107,COMPNFB_20071205,COMPNFB_20080206,COMPNFB_20080305,COMPNFB_20080507,COMPNFB_20080604,COMPNFB_20080808,COMPNFB_20080904,COMPNFB_20081106,COMPNFB_20081203,COMPNFB_20090205,COMPNFB_20090305,COMPNFB_20090507,COMPNFB_20090604,COMPNFB_20090811,COMPNFB_20090902,COMPNFB_20091105,COMPNFB_20091203,COMPNFB_20100204,COMPNFB_20100304,COMPNFB_20100506,COMPNFB_20100603,COMPNFB_20100810,COMPNFB_20100902,COMPNFB_20101104,COMPNFB_20101201,COMPNFB_20110203,COMPNFB_20110303,COMPNFB_20110505,COMPNFB_20110602,COMPNFB_20110809,COMPNFB_20110901,COMPNFB_20111103,COMPNFB_20111130,COMPNFB_20120202,COMPNFB_20120307,COMPNFB_20120503,COMPNFB_20120606,COMPNFB_20120808,COMPNFB_20120905,COMPNFB_20121101,COMPNFB_20121205,COMPNFB_20130207,COMPNFB_20130307,COMPNFB_20130502,COMPNFB_20130605,COMPNFB_20130816,COMPNFB_20130905,COMPNFB_20131114,COMPNFB_20131216,COMPNFB_20140206,COMPNFB_20140306,COMPNFB_20140507,COMPNFB_20140604,COMPNFB_20140808,COMPNFB_20140904,COMPNFB_20141106,COMPNFB_20141203,COMPNFB_20150205,COMPNFB_20150305,COMPNFB_20150506,COMPNFB_20150604,COMPNFB_20150811,COMPNFB_20150902,COMPNFB_20151105,COMPNFB_20151202,COMPNFB_20160204,COMPNFB_20160303,COMPNFB_20160504,COMPNFB_20160607,COMPNFB_20160809,COMPNFB_20160901,COMPNFB_20161103,COMPNFB_20161206,COMPNFB_20170202,COMPNFB_20170308,COMPNFB_20170504,COMPNFB_20170605,COMPNFB_20170809,COMPNFB_20170907,COMPNFB_20171102,COMPNFB_20171206,COMPNFB_20180201,COMPNFB_20180307,COMPNFB_20180503,COMPNFB_20180606,COMPNFB_20180815,COMPNFB_20180906,COMPNFB_20181101,COMPNFB_20181206,COMPNFB_20190206,COMPNFB_20190307,COMPNFB_20190502,COMPNFB_20190606,COMPNFB_20190815,COMPNFB_20190905,COMPNFB_20191106,COMPNFB_20191210,COMPNFB_20200206,COMPNFB_20200305,COMPNFB_20200507
1964-04-01,16.6,16.6,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.6,16.6,16.6,16.6,16.6,16.6,16.5,16.5,16.5,16.5,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.5,16.5,16.5,16.4,16.4,16.4,16.4,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.496,16.496,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.494,16.524,16.524,16.524,16.524,16.524,16.524,16.524,16.524,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.164,10.167,10.167,10.167,9.086,9.086,9.086,9.086,9.086,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.098,9.1,9.1,9.1,9.107,9.107,9.107,9.107,9.107,9.118,9.118,9.118,9.118,9.118,9.118,9.118,9.118,9.119,9.119,9.119,8.533,8.533,8.533,8.533,8.533,8.52,8.52,8.52,8.51,8.51,8.51,8.51,8.51,8.509,8.509
1964-07-01,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.7,16.7,16.7,16.6,16.6,16.6,16.6,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.714,16.714,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.711,16.712,16.712,16.712,16.712,16.712,16.712,16.712,16.712,16.712,16.712,16.712,16.742,16.742,16.742,16.742,16.742,16.742,16.742,16.742,10.297,10.297,10.297,10.297,10.297,10.297,10.297,10.297,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.298,10.301,10.301,10.301,9.206,9.206,9.206,9.206,9.206,9.217,9.217,9.217,9.218,9.218,9.218,9.218,9.218,9.217,9.217,9.217,9.217,9.217,9.217,9.217,9.217,9.22,9.22,9.22,9.227,9.227,9.227,9.227,9.227,9.238,9.238,9.238,9.238,9.238,9.238,9.238,9.238,9.239,9.239,9.239,8.645,8.645,8.645,8.645,8.645,8.632,8.632,8.632,8.622,8.622,8.622,8.622,8.622,8.621,8.621
1964-10-01,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.8,16.8,16.8,16.8,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.838,16.838,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.836,16.866,16.866,16.866,16.866,16.866,16.866,16.866,16.866,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.374,10.377,10.377,10.377,9.274,9.274,9.274,9.274,9.274,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.286,9.288,9.288,9.288,9.295,9.295,9.295,9.295,9.295,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.306,9.307,9.307,9.307,8.709,8.709,8.709,8.709,8.709,8.695,8.695,8.695,8.686,8.686,8.686,8.686,8.686,8.684,8.684
1965-01-01,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.9,16.9,16.9,16.9,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.9,16.9,16.9,16.8,16.8,16.8,16.8,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.905,16.905,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.902,16.933,16.933,16.933,16.933,16.933,16.933,16.933,16.933,10.415,10.415,10.415,10.415,10.415,10.415,10.415,10.415,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.416,10.418,10.418,10.418,9.311,9.311,9.311,9.311,9.311,9.322,9.322,9.322,9.323,9.323,9.323,9.323,9.323,9.322,9.322,9.322,9.322,9.322,9.322,9.322,9.322,9.325,9.325,9.325,9.332,9.332,9.332,9.332,9.332,9.343,9.343,9.343,9.343,9.343,9.343,9.343,9.343,9.344,9.344,9.344,8.744,8.744,8.744,8.744,8.744,8.73,8.73,8.73,8.721,8.721,8.721,8.721,8.721,8.719,8.719
1965-04-01,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.0,17.0,17.0,16.9,16.9,16.9,16.9,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.017,17.017,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.015,17.046,17.046,17.046,17.046,17.046,17.046,17.046,17.046,10.484,10.484,10.484,10.484,10.484,10.484,10.484,10.484,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.485,10.488,10.488,10.488,9.374,9.374,9.374,9.374,9.374,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.385,9.388,9.388,9.388,9.395,9.395,9.395,9.395,9.395,9.406,9.406,9.406,9.406,9.406,9.406,9.406,9.406,9.407,9.407,9.407,8.803,8.803,8.803,8.803,8.803,8.789,8.789,8.789,8.779,8.779,8.779,8.779,8.779,8.778,8.778
1965-07-01,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.2,17.2,17.2,17.2,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.2,17.2,17.2,17.1,17.1,17.1,17.1,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.195,17.195,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.193,17.224,17.224,17.224,17.224,17.224,17.224,17.224,17.224,10.594,10.594,10.594,10.594,10.594,10.594,10.594,10.594,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.595,10.598,10.598,10.598,9.472,9.472,9.472,9.472,9.472,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.484,9.487,9.487,9.487,9.494,9.494,9.494,9.494,9.494,9.506,9.506,9.506,9.506,9.506,9.506,9.506,9.506,9.506,9.506,9.506,8.896,8.896,8.896,8.896,8.896,8.881,8.881,8.881,8.871,8.871,8.871,8.871,8.871,8.87,8.87
1965-10-01,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.45,17.45,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.447,17.479,17.479,17.479,17.479,17.479,17.479,17.479,17.479,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.751,10.754,10.754,10.754,9.613,9.613,9.613,9.613,9.613,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.625,9.628,9.628,9.628,9.635,9.635,9.635,9.635,9.635,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.647,9.027,9.027,9.027,9.027,9.027,9.012,9.012,9.012,9.002,9.002,9.002,9.002,9.002,9.001,9.001
1966-01-01,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.7,17.7,17.7,17.7,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.755,17.755,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.753,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.943,10.943,10.943,9.779,9.779,9.779,9.779,9.779,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.791,9.794,9.794,9.794,9.801,9.801,9.801,9.801,9.801,9.813,9.813,9.813,9.813,9.813,9.813,9.813,9.813,9.814,9.814,9.814,9.184,9.184,9.184,9.184,9.184,9.168,9.168,9.168,9.158,9.158,9.158,9.158,9.158,9.157,9.157
1966-04-01,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.0,18.0,18.0,17.9,17.9,17.9,17.9,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.035,18.035,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.033,18.065,18.065,18.065,18.065,18.065,18.065,18.065,18.065,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.112,11.115,11.115,11.115,9.934,9.934,9.934,9.934,9.934,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.947,9.95,9.95,9.95,9.957,9.957,9.957,9.957,9.957,9.969,9.969,9.969,9.969,9.969,9.969,9.969,9.969,9.97,9.97,9.97,9.33,9.33,9.33,9.33,9.33,9.314,9.314,9.314,9.304,9.304,9.304,9.304,9.304,9.302,9.302
1966-07-01,18.4,18.4,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.3,18.3,18.3,18.2,18.2,18.2,18.2,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.292,18.292,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.274,11.274,11.274,10.077,10.077,10.077,10.077,10.077,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.092,10.092,10.092,10.099,10.099,10.099,10.099,10.099,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.113,10.113,10.113,9.463,9.463,9.463,9.463,9.463,9.447,9.447,9.447,9.437,9.437,9.437,9.437,9.437,9.435,9.435
1966-10-01,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.5,18.5,18.5,18.5,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.541,18.541,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.539,18.572,18.572,18.572,18.572,18.572,18.572,18.572,18.572,11.423,11.423,11.423,11.423,11.423,11.423,11.423,11.423,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.424,11.427,11.427,11.427,10.213,10.213,10.213,10.213,10.213,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.226,10.229,10.229,10.229,10.236,10.236,10.236,10.236,10.236,10.249,10.249,10.249,10.249,10.249,10.249,10.249,10.249,10.25,10.25,10.25,9.591,9.591,9.591,9.591,9.591,9.575,9.575,9.575,9.564,9.564,9.564,9.564,9.564,9.563,9.563
1967-01-01,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.8,18.8,18.8,18.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.8,18.8,18.8,18.7,18.7,18.7,18.7,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.78,18.78,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.778,18.812,18.812,18.812,18.812,18.812,18.812,18.812,18.812,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.571,11.575,11.575,11.575,10.351,10.351,10.351,10.351,10.351,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.364,10.367,10.367,10.367,10.375,10.375,10.375,10.375,10.375,10.387,10.387,10.387,10.387,10.387,10.387,10.387,10.387,10.388,10.388,10.388,9.721,9.721,9.721,9.721,9.721,9.705,9.705,9.705,9.694,9.694,9.694,9.694,9.694,9.692,9.692
1967-04-01,19.2,19.2,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.1,19.1,19.1,19.0,19.0,19.0,19.0,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.091,19.091,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.089,19.123,19.123,19.123,19.123,19.123,19.123,19.123,19.123,11.762,11.762,11.762,11.762,11.762,11.762,11.762,11.762,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.763,11.766,11.766,11.766,10.519,10.519,10.519,10.519,10.519,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.532,10.535,10.535,10.535,10.543,10.543,10.543,10.543,10.543,10.556,10.556,10.556,10.556,10.556,10.556,10.556,10.556,10.557,10.557,10.557,9.879,9.879,9.879,9.879,9.879,9.863,9.863,9.863,9.852,9.852,9.852,9.852,9.852,9.85,9.85
1967-07-01,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.3,19.3,19.3,19.3,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.36,19.36,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.357,19.392,19.392,19.392,19.392,19.392,19.392,19.392,19.392,11.927,11.927,11.927,11.927,11.927,11.927,11.927,11.927,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.928,11.932,11.932,11.932,10.662,10.662,10.662,10.662,10.662,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.675,10.678,10.678,10.678,10.686,10.686,10.686,10.686,10.686,10.699,10.699,10.699,10.699,10.699,10.699,10.699,10.699,10.7,10.7,10.7,10.013,10.013,10.013,10.013,10.013,9.996,9.996,9.996,9.985,9.985,9.985,9.985,9.985,9.983,9.983
1967-10-01,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.6,19.6,19.6,19.6,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.5,19.5,19.5,19.5,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.637,19.637,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.635,19.67,19.67,19.67,19.67,19.67,19.67,19.67,19.67,12.098,12.098,12.098,12.098,12.098,12.098,12.098,12.098,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.099,12.103,12.103,12.103,10.807,10.807,10.807,10.807,10.807,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.823,10.823,10.823,10.831,10.831,10.831,10.831,10.831,10.844,10.844,10.844,10.844,10.844,10.844,10.844,10.844,10.845,10.845,10.845,10.149,10.149,10.149,10.149,10.149,10.132,10.132,10.132,10.121,10.121,10.121,10.121,10.121,10.119,10.119
1968-01-01,20.3,20.3,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.3,20.3,20.3,20.3,20.3,20.3,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.1,20.1,20.1,20.1,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.191,20.191,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.188,20.189,20.189,20.189,20.189,20.189,20.189,20.189,20.189,20.189,20.189,20.189,20.225,20.225,20.225,20.225,20.225,20.225,20.225,20.225,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.444,12.444,12.444,11.097,11.097,11.097,11.097,11.097,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.111,11.114,11.114,11.114,11.122,11.122,11.122,11.122,11.122,11.136,11.136,11.136,11.136,11.136,11.136,11.136,11.136,11.137,11.137,11.137,10.421,10.421,10.421,10.421,10.421,10.404,10.404,10.404,10.393,10.393,10.393,10.393,10.393,10.391,10.391
1968-04-01,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.5,20.5,20.5,20.4,20.4,20.4,20.4,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.53,20.53,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.527,20.564,20.564,20.564,20.564,20.564,20.564,20.564,20.564,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.649,12.653,12.653,12.653,11.277,11.277,11.277,11.277,11.277,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.291,11.295,11.295,11.295,11.303,11.303,11.303,11.303,11.303,11.317,11.317,11.317,11.317,11.317,11.317,11.317,11.317,11.318,11.318,11.318,10.591,10.591,10.591,10.591,10.591,10.573,10.573,10.573,10.562,10.562,10.562,10.562,10.562,10.56,10.56
