observation_date,W780RC1Q027SBEA_20130228,W780RC1Q027SBEA_20130426,W780RC1Q027SBEA_20130530,W780RC1Q027SBEA_20130626,W780RC1Q027SBEA_20130731,W780RC1Q027SBEA_20130829,W780RC1Q027SBEA_20131107,W780RC1Q027SBEA_20131205,W780RC1Q027SBEA_20131220,W780RC1Q027SBEA_20140130,W780RC1Q027SBEA_20140228,W780RC1Q027SBEA_20140430,W780RC1Q027SBEA_20140529,W780RC1Q027SBEA_20140625,W780RC1Q027SBEA_20140730,W780RC1Q027SBEA_20140828,W780RC1Q027SBEA_20140926,W780RC1Q027SBEA_20141030,W780RC1Q027SBEA_20141125,W780RC1Q027SBEA_20141223,W780RC1Q027SBEA_20150130,W780RC1Q027SBEA_20150227,W780RC1Q027SBEA_20150327,W780RC1Q027SBEA_20150429,W780RC1Q027SBEA_20150529,W780RC1Q027SBEA_20150730,W780RC1Q027SBEA_20150827,W780RC1Q027SBEA_20151029,W780RC1Q027SBEA_20151124,W780RC1Q027SBEA_20151222,W780RC1Q027SBEA_20160129,W780RC1Q027SBEA_20160226,W780RC1Q027SBEA_20160325,W780RC1Q027SBEA_20160428,W780RC1Q027SBEA_20160527,W780RC1Q027SBEA_20160628,W780RC1Q027SBEA_20160729,W780RC1Q027SBEA_20160826,W780RC1Q027SBEA_20160929,W780RC1Q027SBEA_20161028,W780RC1Q027SBEA_20161129,W780RC1Q027SBEA_20161222,W780RC1Q027SBEA_20170127,W780RC1Q027SBEA_20170228,W780RC1Q027SBEA_20170330,W780RC1Q027SBEA_20170428,W780RC1Q027SBEA_20170526,W780RC1Q027SBEA_20170629,W780RC1Q027SBEA_20170728,W780RC1Q027SBEA_20170830,W780RC1Q027SBEA_20170928,W780RC1Q027SBEA_20171027,W780RC1Q027SBEA_20171129,W780RC1Q027SBEA_20171221,W780RC1Q027SBEA_20180126,W780RC1Q027SBEA_20180228,W780RC1Q027SBEA_20180328,W780RC1Q027SBEA_20180427,W780RC1Q027SBEA_20180530,W780RC1Q027SBEA_20180628,W780RC1Q027SBEA_20180727,W780RC1Q027SBEA_20180829,W780RC1Q027SBEA_20180927,W780RC1Q027SBEA_20181026,W780RC1Q027SBEA_20181128,W780RC1Q027SBEA_20181221,W780RC1Q027SBEA_20190228,W780RC1Q027SBEA_20190328,W780RC1Q027SBEA_20190426,W780RC1Q027SBEA_20190530,W780RC1Q027SBEA_20190627,W780RC1Q027SBEA_20190726,W780RC1Q027SBEA_20190829,W780RC1Q027SBEA_20190926,W780RC1Q027SBEA_20191030,W780RC1Q027SBEA_20191127,W780RC1Q027SBEA_20191220,W780RC1Q027SBEA_20200130,W780RC1Q027SBEA_20200227,W780RC1Q027SBEA_20200326,W780RC1Q027SBEA_20200429,W780RC1Q027SBEA_20200528,W780RC1Q027SBEA_20200625,W780RC1Q027SBEA_20200730,W780RC1Q027SBEA_20200827,W780RC1Q027SBEA_20200930,W780RC1Q027SBEA_20201029,W780RC1Q027SBEA_20201125,W780RC1Q027SBEA_20201222,W780RC1Q027SBEA_20210128,W780RC1Q027SBEA_20210225
1976-07-01,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6
1976-10-01,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08,102.08
1977-01-01,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488,107.488
1977-04-01,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.1,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136,110.136
1977-07-01,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248,112.248
1977-10-01,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.44
1978-01-01,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.828,123.828,123.828,123.828,123.828,123.828,123.828,123.828,123.828,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559,121.559
1978-04-01,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.636,127.636,127.636,127.636,127.636,127.636,127.636,127.636,127.636,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541,126.541
1978-07-01,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.132,130.132,130.132,130.132,130.132,130.132,130.132,130.132,130.132,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751,130.751
1978-10-01,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.264,133.264,133.264,133.264,133.264,133.264,133.264,133.264,133.264,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008,136.008
1979-01-01,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.9,145.928,145.928,145.928,145.928,145.928,145.928,145.928,145.928,145.928,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122,143.122
1979-04-01,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.9,147.94,147.94,147.94,147.94,147.94,147.94,147.94,147.94,147.94,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374,147.374
1979-07-01,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.196,151.196,151.196,151.196,151.196,151.196,151.196,151.196,151.196,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357,152.357
1979-10-01,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.128,154.128,154.128,154.128,154.128,154.128,154.128,154.128,154.128,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34,156.34
1980-01-01,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.5,160.484,160.484,160.484,160.484,160.484,160.484,160.484,160.484,160.484,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309,159.309
1980-04-01,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.332,161.332,161.332,161.332,161.332,161.332,161.332,161.332,161.332,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986,160.986
1980-07-01,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.784,163.784,163.784,163.784,163.784,163.784,163.784,163.784,163.784,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16,164.16
1980-10-01,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.9,168.924,168.924,168.924,168.924,168.924,168.924,168.924,168.924,168.924,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069,170.069
1981-01-01,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.048,189.048,189.048,189.048,189.048,189.048,189.048,189.048,189.048,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274,187.274
1981-04-01,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.5,191.46,191.46,191.46,191.46,191.46,191.46,191.46,191.46,191.46,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927,190.927
1981-07-01,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.912,194.912,194.912,194.912,194.912,194.912,194.912,194.912,194.912,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628,195.628
1981-10-01,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.616,196.616,196.616,196.616,196.616,196.616,196.616,196.616,196.616,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207,198.207
1982-01-01,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.356,204.356,204.356,204.356,204.356,204.356,204.356,204.356,204.356,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194,203.194
1982-04-01,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.528,205.528,205.528,205.528,205.528,205.528,205.528,205.528,205.528,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195,205.195
1982-07-01,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,206.976,206.976,206.976,206.976,206.976,206.976,206.976,206.976,206.976,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451,207.451
1982-10-01,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.312,207.312,207.312,207.312,207.312,207.312,207.312,207.312,207.312,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332,208.332
1983-01-01,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.6,217.588,217.588,217.588,217.588,217.588,217.588,217.588,217.588,217.588,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14,216.14
1983-04-01,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.8,220.796,220.796,220.796,220.796,220.796,220.796,220.796,220.796,220.796,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152,220.152
1983-07-01,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.32,224.32,224.32,224.32,224.32,224.32,224.32,224.32,224.32,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763,224.763
1983-10-01,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.568,229.568,229.568,229.568,229.568,229.568,229.568,229.568,229.568,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218,231.218
1984-01-01,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.78,247.78,247.78,247.78,247.78,247.78,247.78,247.78,247.78,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26,246.26
1984-04-01,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.48,252.48,252.48,252.48,252.48,252.48,252.48,252.48,252.48,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113,252.113
1984-07-01,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.528,256.528,256.528,256.528,256.528,256.528,256.528,256.528,256.528,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081,257.081
