observation_date,W780RC1Q027SBEA_20130228,W780RC1Q027SBEA_20130426,W780RC1Q027SBEA_20130530,W780RC1Q027SBEA_20130626,W780RC1Q027SBEA_20130731,W780RC1Q027SBEA_20130829,W780RC1Q027SBEA_20131107,W780RC1Q027SBEA_20131205,W780RC1Q027SBEA_20131220,W780RC1Q027SBEA_20140130,W780RC1Q027SBEA_20140228,W780RC1Q027SBEA_20140430,W780RC1Q027SBEA_20140529,W780RC1Q027SBEA_20140625,W780RC1Q027SBEA_20140730,W780RC1Q027SBEA_20140828,W780RC1Q027SBEA_20140926,W780RC1Q027SBEA_20141030,W780RC1Q027SBEA_20141125,W780RC1Q027SBEA_20141223,W780RC1Q027SBEA_20150130,W780RC1Q027SBEA_20150227,W780RC1Q027SBEA_20150327,W780RC1Q027SBEA_20150429,W780RC1Q027SBEA_20150529,W780RC1Q027SBEA_20150730,W780RC1Q027SBEA_20150827,W780RC1Q027SBEA_20151029,W780RC1Q027SBEA_20151124,W780RC1Q027SBEA_20151222,W780RC1Q027SBEA_20160129,W780RC1Q027SBEA_20160226,W780RC1Q027SBEA_20160325,W780RC1Q027SBEA_20160428,W780RC1Q027SBEA_20160527,W780RC1Q027SBEA_20160628,W780RC1Q027SBEA_20160729,W780RC1Q027SBEA_20160826,W780RC1Q027SBEA_20160929,W780RC1Q027SBEA_20161028,W780RC1Q027SBEA_20161129,W780RC1Q027SBEA_20161222,W780RC1Q027SBEA_20170127,W780RC1Q027SBEA_20170228,W780RC1Q027SBEA_20170330,W780RC1Q027SBEA_20170428,W780RC1Q027SBEA_20170526,W780RC1Q027SBEA_20170629,W780RC1Q027SBEA_20170728,W780RC1Q027SBEA_20170830,W780RC1Q027SBEA_20170928,W780RC1Q027SBEA_20171027,W780RC1Q027SBEA_20171129,W780RC1Q027SBEA_20171221,W780RC1Q027SBEA_20180126,W780RC1Q027SBEA_20180228,W780RC1Q027SBEA_20180328,W780RC1Q027SBEA_20180427,W780RC1Q027SBEA_20180530,W780RC1Q027SBEA_20180628,W780RC1Q027SBEA_20180727,W780RC1Q027SBEA_20180829,W780RC1Q027SBEA_20180927,W780RC1Q027SBEA_20181026,W780RC1Q027SBEA_20181128,W780RC1Q027SBEA_20181221,W780RC1Q027SBEA_20190228,W780RC1Q027SBEA_20190328,W780RC1Q027SBEA_20190426,W780RC1Q027SBEA_20190530,W780RC1Q027SBEA_20190627,W780RC1Q027SBEA_20190726,W780RC1Q027SBEA_20190829,W780RC1Q027SBEA_20190926,W780RC1Q027SBEA_20191030,W780RC1Q027SBEA_20191127,W780RC1Q027SBEA_20191220,W780RC1Q027SBEA_20200130,W780RC1Q027SBEA_20200227,W780RC1Q027SBEA_20200326,W780RC1Q027SBEA_20200429,W780RC1Q027SBEA_20200528,W780RC1Q027SBEA_20200625,W780RC1Q027SBEA_20200730,W780RC1Q027SBEA_20200827,W780RC1Q027SBEA_20200930,W780RC1Q027SBEA_20201029,W780RC1Q027SBEA_20201125,W780RC1Q027SBEA_20201222,W780RC1Q027SBEA_20210128,W780RC1Q027SBEA_20210225
1960-01-01,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008,16.008
1960-04-01,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044,16.044
1960-07-01,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068,16.068
1960-10-01,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948,15.948
1961-01-01,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304,16.304
1961-04-01,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488
1961-07-01,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62
1961-10-01,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848,16.848
1962-01-01,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416,18.416
1962-04-01,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624,18.624
1962-07-01,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696,18.696
1962-10-01,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768,18.768
1963-01-01,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8
1963-04-01,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996,20.996
1963-07-01,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18
1963-10-01,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448,21.448
1964-01-01,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44
1964-04-01,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676
1964-07-01,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912,21.912
1964-10-01,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
1965-01-01,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252,22.252
1965-04-01,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528
1965-07-01,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872,22.872
1965-10-01,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316
1966-01-01,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684
1966-04-01,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132,30.132
1966-07-01,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2
1966-10-01,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464,31.464
1967-01-01,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892,32.892
1967-04-01,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82
1967-07-01,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46,34.46
1967-10-01,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236,35.236
1968-01-01,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804,36.804
