observation_date,AD08RC1Q027SBEA_20130228,AD08RC1Q027SBEA_20130426,AD08RC1Q027SBEA_20130731,AD08RC1Q027SBEA_20131107,AD08RC1Q027SBEA_20140130,AD08RC1Q027SBEA_20140228,AD08RC1Q027SBEA_20140327,AD08RC1Q027SBEA_20140430,AD08RC1Q027SBEA_20140730,AD08RC1Q027SBEA_20141030,AD08RC1Q027SBEA_20150130,AD08RC1Q027SBEA_20150227,AD08RC1Q027SBEA_20150429,AD08RC1Q027SBEA_20150730,AD08RC1Q027SBEA_20151029,AD08RC1Q027SBEA_20160129,AD08RC1Q027SBEA_20160226,AD08RC1Q027SBEA_20160428,AD08RC1Q027SBEA_20160729,AD08RC1Q027SBEA_20161028,AD08RC1Q027SBEA_20170127,AD08RC1Q027SBEA_20170428,AD08RC1Q027SBEA_20170728,AD08RC1Q027SBEA_20171027,AD08RC1Q027SBEA_20180126,AD08RC1Q027SBEA_20180427,AD08RC1Q027SBEA_20180727,AD08RC1Q027SBEA_20181026,AD08RC1Q027SBEA_20190228,AD08RC1Q027SBEA_20190328,AD08RC1Q027SBEA_20190426,AD08RC1Q027SBEA_20190726,AD08RC1Q027SBEA_20191030,AD08RC1Q027SBEA_20200130,AD08RC1Q027SBEA_20200227,AD08RC1Q027SBEA_20200429,AD08RC1Q027SBEA_20200730,AD08RC1Q027SBEA_20201029,AD08RC1Q027SBEA_20210128
2011-07-01,-0.6,-0.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.624,-1.624,-1.624,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604,-1.604
2011-10-01,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.032,-1.032,-1.032,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065
2012-01-01,-0.5,-0.5,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.406,-1.406,-1.406,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344,-1.344
2012-04-01,-0.2,-0.2,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.306,-1.306,-1.306,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264,-1.264
2012-07-01,1.9,1.9,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.407,-1.407,-1.407,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371,-1.371
2012-10-01,1.6,1.6,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-3.7,-3.7,-3.7,-3.7,-3.7,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.79,-3.79,-3.79,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876,-3.876
2013-01-01,,1.7,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.904,-1.904,-1.904,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949,-1.949
2013-04-01,,,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.862,-2.862,-2.862,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99
2013-07-01,,,,-1.1,-1.1,-1.1,-1.1,-1.1,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.735,-3.735,-3.735,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615,-3.615
2013-10-01,,,,,-0.5,-0.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.274,-1.274,-1.274,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358,-1.358
2014-01-01,,,,,,,,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.229,-1.229,-1.229,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
2014-04-01,,,,,,,,,-1.9,-1.9,-1.9,-1.9,-1.9,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.772,-1.772,-1.772,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776,-1.776
2014-07-01,,,,,,,,,,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.467,-6.467,-6.467,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336,-6.336
2014-10-01,,,,,,,,,,,-1.3,-1.6,-1.6,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.1,-1.107,-1.107,-1.107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2015-01-01,,,,,,,,,,,,,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.6,-0.6,-0.6,-0.6,-0.6,-0.594,-0.594,-0.594,-0.695,-0.695,-0.695,-0.695,-0.695,-0.695,-0.695,-0.695,-0.695,-0.695,-0.761,-0.761,-0.761
2015-04-01,,,,,,,,,,,,,,-121.6,-121.6,-121.6,-121.6,-121.6,-121.5,-121.5,-121.5,-121.5,-121.4,-121.424,-121.424,-121.424,-121.549,-121.549,-121.549,-121.549,-121.549,-121.549,-121.549,-121.549,-121.549,-121.549,-121.614,-121.614,-121.614
2015-07-01,,,,,,,,,,,,,,,-0.8,-0.8,-0.8,-0.8,-0.7,-0.7,-0.7,-0.7,-0.7,-0.708,-0.708,-0.708,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.734,-0.734,-0.734
2015-10-01,,,,,,,,,,,,,,,,-1.1,-0.7,-0.7,-0.6,-0.6,-0.6,-0.6,-0.2,-0.158,-0.158,-0.158,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.142,-0.489,-0.489,-0.489
2016-01-01,,,,,,,,,,,,,,,,,,-0.4,-0.4,-0.4,-0.4,-0.4,0.0,-0.02,-0.02,-0.02,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.422,-0.422,-0.422
2016-04-01,,,,,,,,,,,,,,,,,,,-33.1,-33.1,-33.1,-33.1,-32.6,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.584,-32.948,-32.948,-32.948
2016-07-01,,,,,,,,,,,,,,,,,,,,-2.1,-2.1,-2.1,-1.5,-1.499,-1.499,-1.499,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.49,-1.846,-1.846,-1.846
2016-10-01,,,,,,,,,,,,,,,,,,,,,-0.5,-0.5,-0.2,-0.244,-0.244,-0.244,-0.315,-0.315,-0.315,-0.315,-0.315,-0.316,-0.316,-0.316,-0.316,-0.316,-0.362,-0.362,-0.362
2017-01-01,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.4,-0.428,-0.428,-0.428,-0.526,-0.526,-0.526,-0.526,-0.526,-0.531,-0.531,-0.531,-0.531,-0.531,-0.625,-0.625,-0.625
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.588,-0.588,-0.588,-0.515,-0.515,-0.515,-0.515,-0.515,-0.52,-0.52,-0.52,-0.52,-0.52,-0.575,-0.575,-0.575
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,-0.261,-0.261,-0.261,-7.289,-7.289,-7.289,-7.289,-7.289,-7.305,-7.305,-7.305,-7.305,-7.305,-7.351,-7.351,-7.351
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,-0.679,-0.679,-0.61,-0.61,-0.61,-0.61,-0.61,-0.341,-0.341,-0.341,-0.341,-0.341,-0.363,-0.363,-0.363
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,-0.523,-0.523,-0.523,-0.523,-0.523,-0.523,-0.277,-0.277,-0.277,-0.277,-0.277,-0.301,-0.301,-0.301
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.713,-0.713,-0.713,-0.713,-0.713,-0.405,-0.405,-0.405,-0.405,-0.405,-0.421,-0.421,-0.421
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.605,-0.605,-0.605,-0.605,-0.349,-0.349,-0.349,-0.349,-0.349,-0.406,-0.406,-0.406
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.812,-3.35,-3.35,-2.389,-2.389,-2.389,-2.389,-2.389,-2.073,-2.073,-2.073
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.849,-6.849,-6.849,-6.849,-6.849,-6.849,-6.378,-6.378,-6.378
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.29,-2.29,-2.29,-2.29,-2.29,-1.861,-1.861,-1.861
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.191,-2.191,-2.191,-2.191,-1.753,-1.753,-1.753
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.156,-0.927,-0.927,-0.927,-0.927,-0.927
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.834,-0.451,-0.451,-0.451
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.127,-0.127,-0.127
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.14,-11.14
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.238
