observation_date,DDURRD3Q086SBEA_20130228,DDURRD3Q086SBEA_20130426,DDURRD3Q086SBEA_20130731,DDURRD3Q086SBEA_20140110,DDURRD3Q086SBEA_20140130,DDURRD3Q086SBEA_20140228,DDURRD3Q086SBEA_20140430,DDURRD3Q086SBEA_20140529,DDURRD3Q086SBEA_20140625,DDURRD3Q086SBEA_20140730,DDURRD3Q086SBEA_20140828,DDURRD3Q086SBEA_20140926,DDURRD3Q086SBEA_20141030,DDURRD3Q086SBEA_20141125,DDURRD3Q086SBEA_20141223,DDURRD3Q086SBEA_20150130,DDURRD3Q086SBEA_20150227,DDURRD3Q086SBEA_20150327,DDURRD3Q086SBEA_20150429,DDURRD3Q086SBEA_20150529,DDURRD3Q086SBEA_20150624,DDURRD3Q086SBEA_20150730,DDURRD3Q086SBEA_20150827,DDURRD3Q086SBEA_20150925,DDURRD3Q086SBEA_20151029,DDURRD3Q086SBEA_20151124,DDURRD3Q086SBEA_20151222,DDURRD3Q086SBEA_20160129,DDURRD3Q086SBEA_20160226,DDURRD3Q086SBEA_20160325,DDURRD3Q086SBEA_20160428,DDURRD3Q086SBEA_20160527,DDURRD3Q086SBEA_20160628,DDURRD3Q086SBEA_20160729,DDURRD3Q086SBEA_20160826,DDURRD3Q086SBEA_20160929,DDURRD3Q086SBEA_20161028,DDURRD3Q086SBEA_20161129,DDURRD3Q086SBEA_20161222,DDURRD3Q086SBEA_20170127,DDURRD3Q086SBEA_20170228,DDURRD3Q086SBEA_20170330,DDURRD3Q086SBEA_20170428,DDURRD3Q086SBEA_20170526,DDURRD3Q086SBEA_20170629,DDURRD3Q086SBEA_20170728,DDURRD3Q086SBEA_20170830,DDURRD3Q086SBEA_20170928,DDURRD3Q086SBEA_20171027,DDURRD3Q086SBEA_20171129,DDURRD3Q086SBEA_20171221,DDURRD3Q086SBEA_20180126,DDURRD3Q086SBEA_20180228,DDURRD3Q086SBEA_20180328,DDURRD3Q086SBEA_20180427,DDURRD3Q086SBEA_20180530,DDURRD3Q086SBEA_20180628,DDURRD3Q086SBEA_20180727,DDURRD3Q086SBEA_20180829,DDURRD3Q086SBEA_20180927,DDURRD3Q086SBEA_20181026,DDURRD3Q086SBEA_20181128,DDURRD3Q086SBEA_20181221,DDURRD3Q086SBEA_20190228,DDURRD3Q086SBEA_20190328,DDURRD3Q086SBEA_20190426,DDURRD3Q086SBEA_20190530,DDURRD3Q086SBEA_20190627,DDURRD3Q086SBEA_20190726,DDURRD3Q086SBEA_20190829,DDURRD3Q086SBEA_20190926,DDURRD3Q086SBEA_20191030,DDURRD3Q086SBEA_20191127,DDURRD3Q086SBEA_20200130,DDURRD3Q086SBEA_20200227,DDURRD3Q086SBEA_20200326,DDURRD3Q086SBEA_20200429,DDURRD3Q086SBEA_20200528,DDURRD3Q086SBEA_20200625,DDURRD3Q086SBEA_20200730
1989-01-01,116.086,116.086,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303,130.303
1989-04-01,116.18,116.18,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,124.83,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409,130.409
1989-07-01,116.443,116.443,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,125.113,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703,130.703
1989-10-01,116.825,116.825,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,125.523,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132,131.132
1990-01-01,117.448,117.448,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,126.193,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832,131.832
1990-04-01,117.461,117.461,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,126.207,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846,131.846
1990-07-01,117.512,117.512,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,126.262,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904,131.904
1990-10-01,117.749,117.749,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,126.516,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169,132.169
1991-01-01,118.754,118.754,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,127.596,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298,133.298
1991-04-01,119.051,119.051,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,127.915,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631,133.631
1991-07-01,119.492,119.492,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,128.388,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125,134.125
1991-10-01,119.748,119.748,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414,134.414
1992-01-01,119.744,119.744,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,128.659,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409,134.409
1992-04-01,120.07,120.07,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,129.01,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774,134.774
1992-07-01,120.167,120.167,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,129.114,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883,134.883
1992-10-01,120.351,120.351,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,129.312,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09,135.09
1993-01-01,120.285,120.285,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015,135.015
1993-04-01,120.915,120.915,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,129.918,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723,135.723
1993-07-01,121.501,121.501,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,130.548,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381,136.381
1993-10-01,122.303,122.303,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,131.409,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281,137.281
1994-01-01,122.587,122.587,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,131.714,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6
1994-04-01,123.322,123.322,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,132.504,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424,138.424
1994-07-01,124.195,124.195,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,133.442,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405,139.405
1994-10-01,124.412,124.412,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,133.675,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649,139.649
1995-01-01,124.917,124.917,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,134.218,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215,140.215
1995-04-01,124.786,124.786,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,134.077,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068,140.068
1995-07-01,124.387,124.387,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,133.649,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621,139.621
1995-10-01,124.113,124.113,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,133.354,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312,139.312
1996-01-01,124.206,124.206,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,133.455,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418,139.418
1996-04-01,123.387,123.387,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,132.575,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499,138.499
1996-07-01,123.067,123.067,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,132.231,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139,138.139
1996-10-01,122.536,122.536,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,131.66,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543,137.543
1997-01-01,122.065,122.065,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,131.155,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016,137.016
1997-04-01,120.893,120.893,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,129.896,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7
1997-07-01,120.089,120.089,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,129.032,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798,134.798
1997-10-01,119.427,119.427,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,128.322,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055,134.055
1998-01-01,118.558,118.558,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,127.389,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082,133.082
1998-04-01,117.679,117.679,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,126.445,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095,132.095
