observation_date,A006RD3Q086SBEA_20130228,A006RD3Q086SBEA_20130328,A006RD3Q086SBEA_20130426,A006RD3Q086SBEA_20130530,A006RD3Q086SBEA_20130626,A006RD3Q086SBEA_20130731,A006RD3Q086SBEA_20140110,A006RD3Q086SBEA_20140130,A006RD3Q086SBEA_20140228,A006RD3Q086SBEA_20140327,A006RD3Q086SBEA_20140430,A006RD3Q086SBEA_20140529,A006RD3Q086SBEA_20140625,A006RD3Q086SBEA_20140730,A006RD3Q086SBEA_20140828,A006RD3Q086SBEA_20140926,A006RD3Q086SBEA_20141030,A006RD3Q086SBEA_20141125,A006RD3Q086SBEA_20141223,A006RD3Q086SBEA_20150130,A006RD3Q086SBEA_20150227,A006RD3Q086SBEA_20150327,A006RD3Q086SBEA_20150429,A006RD3Q086SBEA_20150529,A006RD3Q086SBEA_20150624,A006RD3Q086SBEA_20150730,A006RD3Q086SBEA_20150827,A006RD3Q086SBEA_20150925,A006RD3Q086SBEA_20151029,A006RD3Q086SBEA_20151124,A006RD3Q086SBEA_20151222,A006RD3Q086SBEA_20160129,A006RD3Q086SBEA_20160226,A006RD3Q086SBEA_20160325,A006RD3Q086SBEA_20160428,A006RD3Q086SBEA_20160527,A006RD3Q086SBEA_20160628,A006RD3Q086SBEA_20160729,A006RD3Q086SBEA_20160826,A006RD3Q086SBEA_20160929,A006RD3Q086SBEA_20161028,A006RD3Q086SBEA_20161129,A006RD3Q086SBEA_20170127,A006RD3Q086SBEA_20170228,A006RD3Q086SBEA_20170330,A006RD3Q086SBEA_20170428,A006RD3Q086SBEA_20170526,A006RD3Q086SBEA_20170629,A006RD3Q086SBEA_20170728,A006RD3Q086SBEA_20170830,A006RD3Q086SBEA_20170928,A006RD3Q086SBEA_20171027,A006RD3Q086SBEA_20171129,A006RD3Q086SBEA_20171221,A006RD3Q086SBEA_20180126,A006RD3Q086SBEA_20180228,A006RD3Q086SBEA_20180328,A006RD3Q086SBEA_20180427,A006RD3Q086SBEA_20180530,A006RD3Q086SBEA_20180628,A006RD3Q086SBEA_20180727,A006RD3Q086SBEA_20180829,A006RD3Q086SBEA_20180927,A006RD3Q086SBEA_20181026,A006RD3Q086SBEA_20181128,A006RD3Q086SBEA_20181221,A006RD3Q086SBEA_20190228,A006RD3Q086SBEA_20190328,A006RD3Q086SBEA_20190426,A006RD3Q086SBEA_20190530,A006RD3Q086SBEA_20190627,A006RD3Q086SBEA_20190726,A006RD3Q086SBEA_20190829,A006RD3Q086SBEA_20190926,A006RD3Q086SBEA_20191030,A006RD3Q086SBEA_20191127,A006RD3Q086SBEA_20191220,A006RD3Q086SBEA_20200130,A006RD3Q086SBEA_20200227,A006RD3Q086SBEA_20200326,A006RD3Q086SBEA_20200429,A006RD3Q086SBEA_20200528,A006RD3Q086SBEA_20200625,A006RD3Q086SBEA_20200730
1969-01-01,30.484,30.484,30.484,30.484,30.484,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,27.485,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031,28.031
1969-04-01,30.717,30.717,30.717,30.717,30.717,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,27.701,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252,28.252
1969-07-01,30.926,30.926,30.926,30.926,30.926,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,27.912,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466,28.466
1969-10-01,31.407,31.407,31.407,31.407,31.407,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.339,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901,28.901
1970-01-01,31.708,31.708,31.708,31.708,31.708,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189,29.189
1970-04-01,32.288,32.288,32.288,32.288,32.288,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.125,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704,29.704
1970-07-01,32.191,32.191,32.191,32.191,32.191,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.068,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646,29.646
1970-10-01,32.599,32.599,32.599,32.599,32.599,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,29.436,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021,30.021
1971-01-01,33.186,33.186,33.186,33.186,33.186,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,29.958,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553,30.553
1971-04-01,33.611,33.611,33.611,33.611,33.611,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.336,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939,30.939
1971-07-01,34.015,34.015,34.015,34.015,34.015,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
1971-10-01,34.325,34.325,34.325,34.325,34.325,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,30.971,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586,31.586
1972-01-01,34.549,34.549,34.549,34.549,34.549,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.187,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807,31.807
1972-04-01,34.81,34.81,34.81,34.81,34.81,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,31.428,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052,32.052
1972-07-01,35.29,35.29,35.29,35.29,35.29,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,31.848,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48
1972-10-01,36.102,36.102,36.102,36.102,36.102,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,32.548,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195,33.195
1973-01-01,36.144,36.144,36.144,36.144,36.144,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,32.619,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267
1973-04-01,36.539,36.539,36.539,36.539,36.539,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,32.994,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649,33.649
1973-07-01,37.366,37.366,37.366,37.366,37.366,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,33.742,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412,34.412
1973-10-01,38.348,38.348,38.348,38.348,38.348,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,34.618,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306,35.306
1974-01-01,38.807,38.807,38.807,38.807,38.807,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.081,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778,35.778
1974-04-01,40.318,40.318,40.318,40.318,40.318,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,36.407,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13,37.13
1974-07-01,41.564,41.564,41.564,41.564,41.564,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,37.514,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259,38.259
1974-10-01,42.918,42.918,42.918,42.918,42.918,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,38.708,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477,39.477
1975-01-01,44.495,44.495,44.495,44.495,44.495,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.067,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863,40.863
1975-04-01,45.699,45.699,45.699,45.699,45.699,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.123,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94
1975-07-01,46.22,46.22,46.22,46.22,46.22,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,41.602,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428,42.428
1975-10-01,46.843,46.843,46.843,46.843,46.843,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.157,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995,42.995
1976-01-01,47.101,47.101,47.101,47.101,47.101,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,42.401,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243,43.243
1976-04-01,47.932,47.932,47.932,47.932,47.932,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,43.152,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009,44.009
1976-07-01,48.659,48.659,48.659,48.659,48.659,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,43.803,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673,44.673
1976-10-01,49.694,49.694,49.694,49.694,49.694,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,44.715,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603
1977-01-01,50.723,50.723,50.723,50.723,50.723,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,45.603,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509,46.509
1977-04-01,51.169,51.169,51.169,51.169,51.169,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.023,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938,46.938
1977-07-01,51.733,51.733,51.733,51.733,51.733,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,46.553,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478,47.478
1977-10-01,54.238,54.238,54.238,54.238,54.238,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,48.692,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66
