observation_date,A006RD3Q086SBEA_20130228,A006RD3Q086SBEA_20130328,A006RD3Q086SBEA_20130426,A006RD3Q086SBEA_20130530,A006RD3Q086SBEA_20130626,A006RD3Q086SBEA_20130731,A006RD3Q086SBEA_20140110,A006RD3Q086SBEA_20140130,A006RD3Q086SBEA_20140228,A006RD3Q086SBEA_20140327,A006RD3Q086SBEA_20140430,A006RD3Q086SBEA_20140529,A006RD3Q086SBEA_20140625,A006RD3Q086SBEA_20140730,A006RD3Q086SBEA_20140828,A006RD3Q086SBEA_20140926,A006RD3Q086SBEA_20141030,A006RD3Q086SBEA_20141125,A006RD3Q086SBEA_20141223,A006RD3Q086SBEA_20150130,A006RD3Q086SBEA_20150227,A006RD3Q086SBEA_20150327,A006RD3Q086SBEA_20150429,A006RD3Q086SBEA_20150529,A006RD3Q086SBEA_20150624,A006RD3Q086SBEA_20150730,A006RD3Q086SBEA_20150827,A006RD3Q086SBEA_20150925,A006RD3Q086SBEA_20151029,A006RD3Q086SBEA_20151124,A006RD3Q086SBEA_20151222,A006RD3Q086SBEA_20160129,A006RD3Q086SBEA_20160226,A006RD3Q086SBEA_20160325,A006RD3Q086SBEA_20160428,A006RD3Q086SBEA_20160527,A006RD3Q086SBEA_20160628,A006RD3Q086SBEA_20160729,A006RD3Q086SBEA_20160826,A006RD3Q086SBEA_20160929,A006RD3Q086SBEA_20161028,A006RD3Q086SBEA_20161129,A006RD3Q086SBEA_20170127,A006RD3Q086SBEA_20170228,A006RD3Q086SBEA_20170330,A006RD3Q086SBEA_20170428,A006RD3Q086SBEA_20170526,A006RD3Q086SBEA_20170629,A006RD3Q086SBEA_20170728,A006RD3Q086SBEA_20170830,A006RD3Q086SBEA_20170928,A006RD3Q086SBEA_20171027,A006RD3Q086SBEA_20171129,A006RD3Q086SBEA_20171221,A006RD3Q086SBEA_20180126,A006RD3Q086SBEA_20180228,A006RD3Q086SBEA_20180328,A006RD3Q086SBEA_20180427,A006RD3Q086SBEA_20180530,A006RD3Q086SBEA_20180628,A006RD3Q086SBEA_20180727,A006RD3Q086SBEA_20180829,A006RD3Q086SBEA_20180927,A006RD3Q086SBEA_20181026,A006RD3Q086SBEA_20181128,A006RD3Q086SBEA_20181221,A006RD3Q086SBEA_20190228,A006RD3Q086SBEA_20190328,A006RD3Q086SBEA_20190426,A006RD3Q086SBEA_20190530,A006RD3Q086SBEA_20190627,A006RD3Q086SBEA_20190726,A006RD3Q086SBEA_20190829,A006RD3Q086SBEA_20190926,A006RD3Q086SBEA_20191030,A006RD3Q086SBEA_20191127,A006RD3Q086SBEA_20191220,A006RD3Q086SBEA_20200130,A006RD3Q086SBEA_20200227,A006RD3Q086SBEA_20200326,A006RD3Q086SBEA_20200429,A006RD3Q086SBEA_20200528,A006RD3Q086SBEA_20200625,A006RD3Q086SBEA_20200730
1996-01-01,91.236,91.236,91.236,91.236,91.236,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,85.201,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463,86.463
1996-04-01,91.028,91.028,91.028,91.028,91.028,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,85.062,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335,86.335
1996-07-01,90.324,90.324,90.324,90.324,90.324,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,84.52,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842,85.842
1996-10-01,90.806,90.806,90.806,90.806,90.806,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292,86.292
1997-01-01,91.329,91.329,91.329,91.329,91.329,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001,87.001
1997-04-01,90.034,90.034,90.034,90.034,90.034,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,84.568,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636
1997-07-01,90.367,90.367,90.367,90.367,90.367,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,84.935,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314,86.314
1997-10-01,90.155,90.155,90.155,90.155,90.155,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,84.777,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054,86.054
1998-01-01,89.699,89.699,89.699,89.699,89.699,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,84.47,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858,85.858
1998-04-01,89.362,89.362,89.362,89.362,89.362,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,84.174,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556,85.556
1998-07-01,89.306,89.306,89.306,89.306,89.306,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,84.161,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667,85.667
1998-10-01,89.453,89.453,89.453,89.453,89.453,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,84.422,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743
1999-01-01,89.681,89.681,89.681,89.681,89.681,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,84.656,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057
1999-04-01,89.295,89.295,89.295,89.295,89.295,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,84.359,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784,85.784
1999-07-01,89.268,89.268,89.268,89.268,89.268,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,84.311,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543,85.543
1999-10-01,89.092,89.092,89.092,89.092,89.092,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,84.441,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922,85.922
2000-01-01,89.788,89.788,89.788,89.788,89.788,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,85.055,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423,86.423
2000-04-01,90.046,90.046,90.046,90.046,90.046,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,85.449,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826,86.826
2000-07-01,90.504,90.504,90.504,90.504,90.504,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019,87.019
2000-10-01,90.744,90.744,90.744,90.744,90.744,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,86.058,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158,87.158
2001-01-01,90.684,90.684,90.684,90.684,90.684,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,86.097,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065,87.065
2001-04-01,90.879,90.879,90.879,90.879,90.879,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,86.383,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016,87.016
2001-07-01,91.262,91.262,91.262,91.262,91.262,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,86.62,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673,87.673
2001-10-01,91.423,91.423,91.423,91.423,91.423,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,86.638,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744,87.744
2002-01-01,91.364,91.364,91.364,91.364,91.364,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,86.71,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112,88.112
2002-04-01,91.39,91.39,91.39,91.39,91.39,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,86.547,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623,87.623
2002-07-01,91.283,91.283,91.283,91.283,91.283,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,86.66,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749,87.749
2002-10-01,91.875,91.875,91.875,91.875,91.875,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,87.204,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227,88.227
2003-01-01,92.323,92.323,92.323,92.323,92.323,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,87.529,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351,88.351
2003-04-01,92.136,92.136,92.136,92.136,92.136,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29,88.29
2003-07-01,92.409,92.409,92.409,92.409,92.409,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,87.875,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292,88.292
2003-10-01,93.046,93.046,93.046,93.046,93.046,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,88.382,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049,89.049
2004-01-01,94.087,94.087,94.087,94.087,94.087,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.258,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821,89.821
2004-04-01,95.151,95.151,95.151,95.151,95.151,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724
2004-07-01,96.119,96.119,96.119,96.119,96.119,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.018,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536,91.536
2004-10-01,97.099,97.099,97.099,97.099,97.099,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,91.899,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443,92.443
