observation_date,HOANBS_19990805,HOANBS_19991112,HOANBS_20000208,HOANBS_20000504,HOANBS_20000808,HOANBS_20000906,HOANBS_20001102,HOANBS_20010207,HOANBS_20010306,HOANBS_20010508,HOANBS_20010605,HOANBS_20010807,HOANBS_20010905,HOANBS_20011107,HOANBS_20011206,HOANBS_20020206,HOANBS_20020507,HOANBS_20020531,HOANBS_20020809,HOANBS_20021107,HOANBS_20030206,HOANBS_20030501,HOANBS_20030807,HOANBS_20031106,HOANBS_20031203,HOANBS_20040205,HOANBS_20040304,HOANBS_20040506,HOANBS_20040603,HOANBS_20040810,HOANBS_20041104,HOANBS_20050203,HOANBS_20050303,HOANBS_20050505,HOANBS_20050602,HOANBS_20050809,HOANBS_20050907,HOANBS_20051103,HOANBS_20051206,HOANBS_20060202,HOANBS_20060307,HOANBS_20060504,HOANBS_20060601,HOANBS_20060808,HOANBS_20060906,HOANBS_20061102,HOANBS_20061205,HOANBS_20070207,HOANBS_20070306,HOANBS_20070503,HOANBS_20070606,HOANBS_20070807,HOANBS_20070906,HOANBS_20071107,HOANBS_20071205,HOANBS_20080206,HOANBS_20080305,HOANBS_20080507,HOANBS_20080604,HOANBS_20080808,HOANBS_20080904,HOANBS_20081106,HOANBS_20081203,HOANBS_20090205,HOANBS_20090305,HOANBS_20090507,HOANBS_20090604,HOANBS_20090811,HOANBS_20090902,HOANBS_20091105,HOANBS_20091203,HOANBS_20100204,HOANBS_20100304,HOANBS_20100506,HOANBS_20100603,HOANBS_20100810,HOANBS_20100902,HOANBS_20101104,HOANBS_20101201,HOANBS_20110203,HOANBS_20110303,HOANBS_20110505,HOANBS_20110602,HOANBS_20110809,HOANBS_20110901,HOANBS_20111103,HOANBS_20111130,HOANBS_20120202,HOANBS_20120307,HOANBS_20120503,HOANBS_20120606,HOANBS_20120808,HOANBS_20120905,HOANBS_20121101,HOANBS_20121205,HOANBS_20130207,HOANBS_20130307,HOANBS_20130502,HOANBS_20130605,HOANBS_20130816,HOANBS_20130905,HOANBS_20131114,HOANBS_20131216,HOANBS_20140206,HOANBS_20140306,HOANBS_20140507,HOANBS_20140604,HOANBS_20140808,HOANBS_20140904,HOANBS_20141106,HOANBS_20141203,HOANBS_20150205,HOANBS_20150305,HOANBS_20150506,HOANBS_20150604,HOANBS_20150811,HOANBS_20150902,HOANBS_20151105,HOANBS_20151202,HOANBS_20160204,HOANBS_20160303,HOANBS_20160504,HOANBS_20160607,HOANBS_20160809,HOANBS_20160901,HOANBS_20161103,HOANBS_20161206,HOANBS_20170202,HOANBS_20170308,HOANBS_20170504,HOANBS_20170605,HOANBS_20170809,HOANBS_20170907,HOANBS_20171102,HOANBS_20171206,HOANBS_20180201,HOANBS_20180307,HOANBS_20180503,HOANBS_20180606,HOANBS_20180815,HOANBS_20180906,HOANBS_20181101,HOANBS_20181206,HOANBS_20190206,HOANBS_20190307,HOANBS_20190502,HOANBS_20190606,HOANBS_20190815,HOANBS_20190905,HOANBS_20191106,HOANBS_20191210,HOANBS_20200206,HOANBS_20200305,HOANBS_20200507,HOANBS_20200604,HOANBS_20200814
2001-07-01,,,,,,,,,,,,,,119.5,119.2,119.2,119.2,119.2,118.9,118.9,118.9,118.9,117.8,117.8,117.8,119.1,119.1,119.1,119.1,118.9,118.9,118.9,118.9,118.9,118.7,118.7,118.7,118.7,118.676,118.676,118.803,118.803,118.803,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.537,118.518,118.516,118.516,118.516,118.516,118.516,118.516,118.516,118.516,118.516,118.516,118.599,118.599,118.599,118.599,118.599,118.599,118.599,118.599,99.608,99.608,99.608,99.608,99.608,99.608,99.608,99.608,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.681,99.681,99.681,106.438,106.438,106.438,106.438,106.438,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.331,106.331,106.331,106.26,106.26,106.26,106.26,106.26,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.338,106.338,106.338,102.064,102.064,102.064,102.064,102.064,102.049,102.049,102.049,102.152,102.152,102.152,102.152,102.152,102.149,102.149,102.149,102.149
2001-10-01,,,,,,,,,,,,,,,,118.1,118.1,118.1,117.7,117.7,117.7,117.7,116.3,116.3,116.3,117.6,117.6,117.6,117.6,117.3,117.3,117.3,117.3,117.3,117.2,117.2,117.2,117.2,117.174,117.174,117.379,117.379,117.379,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.081,117.138,117.142,117.142,117.142,117.142,117.142,117.142,117.142,117.142,117.142,117.142,117.244,117.244,117.244,117.244,117.244,117.244,117.244,117.244,98.47,98.47,98.47,98.47,98.47,98.47,98.47,98.47,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.465,98.542,98.542,98.542,105.227,105.227,105.227,105.227,105.227,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.148,105.148,105.148,105.148,105.148,105.148,105.148,105.148,105.125,105.125,105.125,105.055,105.055,105.055,105.055,105.055,105.101,105.101,105.101,105.101,105.101,105.101,105.101,105.101,105.099,105.099,105.099,100.87,100.87,100.87,100.87,100.87,100.867,100.867,100.867,100.969,100.969,100.969,100.969,100.969,100.964,100.964,100.964,100.964
2002-01-01,,,,,,,,,,,,,,,,,117.5,117.4,117.0,117.0,117.0,117.0,115.5,115.5,115.5,116.8,116.7,116.7,116.7,116.5,116.5,116.5,116.5,116.5,116.3,116.3,116.3,116.3,116.339,116.339,116.458,116.458,116.458,116.13,116.13,116.13,116.13,116.13,116.133,116.133,116.133,116.134,116.134,116.134,116.134,116.134,116.132,116.126,116.126,116.126,116.126,116.126,116.126,116.126,116.126,116.126,116.126,116.244,116.244,116.244,116.244,116.244,116.244,116.244,116.244,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.662,97.662,97.662,104.283,104.283,104.283,104.283,104.283,104.207,104.207,104.207,104.207,104.207,104.207,104.207,104.207,104.208,104.208,104.208,104.208,104.208,104.208,104.208,104.208,104.185,104.185,104.185,104.116,104.116,104.116,104.116,104.116,104.176,104.176,104.176,104.176,104.176,104.176,104.176,104.176,104.16,104.16,104.16,99.961,99.961,99.961,99.961,99.961,99.978,99.978,99.978,100.079,100.079,100.079,100.079,100.079,100.075,100.075,100.075,100.075
2002-04-01,,,,,,,,,,,,,,,,,,,116.8,116.8,116.8,116.8,115.5,115.5,115.5,116.8,116.8,116.8,116.8,116.7,116.7,116.7,116.6,116.6,116.5,116.5,116.5,116.5,116.519,116.519,116.608,116.608,116.608,116.269,116.269,116.269,116.269,116.269,116.318,116.318,116.318,116.319,116.319,116.319,116.319,116.319,116.317,116.34,116.34,116.34,116.34,116.34,116.34,116.34,116.34,116.34,116.34,116.468,116.468,116.468,116.468,116.468,116.468,116.468,116.468,97.818,97.818,97.818,97.818,97.818,97.818,97.818,97.818,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.924,97.924,97.924,104.564,104.564,104.564,104.564,104.564,104.489,104.489,104.489,104.489,104.489,104.489,104.489,104.489,104.491,104.491,104.491,104.491,104.491,104.491,104.491,104.491,104.472,104.472,104.472,104.403,104.403,104.403,104.403,104.403,104.462,104.463,104.463,104.463,104.463,104.463,104.463,104.463,104.464,104.464,104.464,100.247,100.247,100.247,100.247,100.247,100.258,100.258,100.258,100.359,100.359,100.359,100.359,100.359,100.35,100.35,100.35,100.35
2002-07-01,,,,,,,,,,,,,,,,,,,,116.8,116.8,116.8,115.3,115.3,115.3,116.7,116.6,116.6,116.6,116.4,116.4,116.4,116.4,116.4,116.3,116.3,116.3,116.3,116.257,116.257,116.379,116.379,116.379,116.007,116.007,116.007,116.007,116.007,116.023,116.023,116.023,116.023,116.023,116.023,116.023,116.023,115.997,115.988,115.988,115.988,115.988,115.988,115.988,115.988,115.988,115.988,115.988,116.115,116.115,116.115,116.115,116.115,116.115,116.115,116.115,97.522,97.522,97.522,97.522,97.522,97.522,97.522,97.522,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.517,97.613,97.613,97.613,104.235,104.235,104.235,104.235,104.235,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.167,104.145,104.145,104.145,104.076,104.076,104.076,104.076,104.076,104.129,104.129,104.129,104.129,104.129,104.129,104.129,104.129,104.138,104.138,104.138,99.933,99.933,99.933,99.933,99.933,99.923,99.923,99.923,100.024,100.024,100.024,100.024,100.024,100.016,100.016,100.016,100.016
2002-10-01,,,,,,,,,,,,,,,,,,,,,117.0,117.0,115.3,115.3,115.3,116.7,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.4,116.3,116.2,116.2,116.2,116.246,116.246,116.403,116.403,116.403,116.046,116.046,116.046,116.046,116.046,116.095,116.095,116.095,116.095,116.095,116.095,116.095,116.095,116.124,116.133,116.133,116.133,116.133,116.133,116.133,116.133,116.133,116.133,116.133,116.254,116.254,116.254,116.254,116.254,116.254,116.254,116.254,97.639,97.639,97.639,97.639,97.639,97.639,97.639,97.639,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.643,97.709,97.709,97.709,104.345,104.345,104.345,104.345,104.345,104.273,104.273,104.273,104.273,104.273,104.273,104.273,104.273,104.271,104.271,104.271,104.271,104.271,104.271,104.271,104.271,104.249,104.249,104.249,104.18,104.18,104.18,104.18,104.18,104.252,104.252,104.252,104.252,104.252,104.252,104.252,104.252,104.238,104.238,104.238,100.029,100.029,100.029,100.029,100.029,100.022,100.022,100.022,100.124,100.124,100.124,100.124,100.124,100.117,100.117,100.117,100.117
2003-01-01,,,,,,,,,,,,,,,,,,,,,,117.0,115.1,115.1,115.1,116.5,116.1,116.1,116.1,116.0,116.0,116.0,116.0,116.0,116.0,115.9,115.9,115.9,115.932,115.932,115.891,115.891,115.891,115.543,115.543,115.543,115.543,115.543,115.485,115.485,115.485,115.483,115.483,115.483,115.483,115.483,115.509,115.465,115.465,115.465,115.465,115.465,115.465,115.465,115.465,115.465,115.465,115.571,115.571,115.571,115.571,115.571,115.571,115.571,115.571,97.087,97.087,97.087,97.087,97.087,97.087,97.087,97.087,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.083,97.186,97.186,97.186,103.797,103.797,103.797,103.797,103.797,103.731,103.731,103.731,103.731,103.731,103.731,103.731,103.731,103.728,103.728,103.728,103.728,103.728,103.728,103.728,103.728,103.707,103.707,103.707,103.639,103.639,103.639,103.639,103.639,103.674,103.673,103.673,103.673,103.673,103.673,103.673,103.673,103.665,103.665,103.665,99.483,99.483,99.483,99.483,99.483,99.492,99.492,99.492,99.59,99.59,99.59,99.59,99.59,99.574,99.574,99.574,99.574
2003-04-01,,,,,,,,,,,,,,,,,,,,,,,114.4,114.4,114.4,115.8,115.4,115.4,115.4,115.6,115.6,115.6,115.6,115.6,115.4,115.4,115.4,115.4,115.413,115.413,115.44,115.44,115.44,115.083,115.083,115.083,115.083,115.083,115.12,115.12,115.12,115.119,115.119,115.119,115.119,115.119,115.076,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.216,115.216,115.216,115.216,115.216,115.216,115.216,115.216,96.801,96.801,96.801,96.801,96.801,96.801,96.801,96.801,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.797,96.899,96.899,96.899,103.501,103.501,103.501,103.501,103.501,103.438,103.438,103.438,103.438,103.438,103.438,103.438,103.438,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.44,103.425,103.425,103.425,103.356,103.356,103.356,103.356,103.356,103.409,103.409,103.409,103.409,103.409,103.409,103.409,103.409,103.411,103.411,103.411,99.24,99.24,99.24,99.24,99.24,99.243,99.243,99.243,99.325,99.325,99.325,99.325,99.325,99.326,99.326,99.326,99.326
2003-07-01,,,,,,,,,,,,,,,,,,,,,,,,114.6,114.7,116.1,115.7,115.7,115.7,115.7,115.7,115.7,115.7,115.7,115.6,115.6,115.6,115.6,115.63,115.63,115.616,115.616,115.616,115.262,115.262,115.262,115.262,115.262,115.267,115.267,115.267,115.269,115.269,115.269,115.269,115.269,115.292,115.304,115.304,115.304,115.304,115.304,115.304,115.304,115.304,115.304,115.304,115.378,115.378,115.378,115.378,115.378,115.378,115.378,115.378,96.948,96.948,96.948,96.948,96.948,96.948,96.948,96.948,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,96.944,97.021,97.021,97.021,103.642,103.642,103.642,103.642,103.642,103.585,103.585,103.585,103.585,103.585,103.585,103.585,103.585,103.587,103.587,103.587,103.587,103.587,103.587,103.587,103.587,103.565,103.565,103.565,103.496,103.496,103.496,103.496,103.496,103.547,103.546,103.546,103.546,103.546,103.546,103.546,103.546,103.548,103.548,103.548,99.37,99.37,99.37,99.37,99.37,99.369,99.369,99.369,99.488,99.488,99.488,99.488,99.488,99.475,99.475,99.475,99.475
2003-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,116.1,116.2,116.2,116.1,116.1,116.1,116.2,116.2,116.2,116.2,116.2,116.2,116.203,116.203,116.258,116.258,116.258,115.895,115.895,115.895,115.895,115.895,115.887,115.887,115.887,115.892,115.892,115.892,115.892,115.892,115.865,115.863,115.863,115.863,115.863,115.863,115.863,115.863,115.863,115.863,115.863,115.925,115.925,115.925,115.925,115.925,115.925,115.925,115.925,97.417,97.417,97.417,97.417,97.417,97.417,97.417,97.417,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.414,97.512,97.512,97.512,104.18,104.18,104.18,104.18,104.18,104.121,104.121,104.121,104.121,104.121,104.121,104.121,104.121,104.123,104.123,104.123,104.123,104.123,104.123,104.123,104.123,104.102,104.102,104.102,104.033,104.033,104.033,104.033,104.033,104.07,104.069,104.069,104.069,104.069,104.069,104.069,104.069,104.058,104.058,104.058,99.855,99.855,99.855,99.855,99.855,99.846,99.846,99.846,99.938,99.938,99.938,99.938,99.938,99.938,99.938,99.938,99.938
2004-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,116.6,116.7,116.7,116.7,116.8,116.8,116.7,116.8,116.8,116.8,116.782,116.782,116.763,116.763,116.763,116.393,116.393,116.393,116.393,116.393,116.368,116.368,116.368,116.379,116.379,116.379,116.379,116.379,116.378,116.344,116.344,116.344,116.344,116.344,116.344,116.344,116.373,116.373,116.373,116.417,116.417,116.417,116.417,116.417,116.417,116.417,116.417,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.838,97.915,97.915,97.915,104.624,104.624,104.624,104.624,104.624,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.574,104.559,104.559,104.559,104.489,104.489,104.489,104.489,104.489,104.502,104.503,104.503,104.503,104.503,104.503,104.503,104.503,104.501,104.501,104.501,100.273,100.273,100.273,100.273,100.273,100.277,100.277,100.277,100.374,100.374,100.374,100.374,100.374,100.365,100.365,100.365,100.365
2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,116.7,116.7,116.8,116.8,116.7,116.8,116.8,116.8,116.823,116.823,116.793,116.793,116.793,116.418,116.418,116.418,116.418,116.418,116.457,116.457,116.457,116.467,116.467,116.467,116.467,116.467,116.425,116.47,116.47,116.47,116.47,116.47,116.47,116.47,116.452,116.452,116.452,116.48,116.48,116.48,116.48,116.48,116.48,116.48,116.48,97.904,97.904,97.904,97.904,97.904,97.904,97.904,97.904,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.901,97.96,97.96,97.96,104.685,104.685,104.685,104.685,104.685,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.634,104.617,104.617,104.617,104.547,104.547,104.547,104.547,104.547,104.611,104.611,104.611,104.611,104.611,104.611,104.611,104.611,104.603,104.603,104.603,100.366,100.366,100.366,100.366,100.366,100.373,100.373,100.373,100.48,100.48,100.48,100.48,100.48,100.456,100.456,100.456,100.456
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,117.4,117.7,117.7,117.7,117.8,117.8,117.8,117.774,117.774,117.636,117.636,117.636,117.275,117.275,117.275,117.275,117.275,117.309,117.309,117.309,117.317,117.317,117.317,117.317,117.317,117.268,117.265,117.265,117.265,117.265,117.265,117.265,117.265,117.102,117.102,117.102,117.116,117.116,117.116,117.116,117.116,117.116,117.116,117.116,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.447,98.593,98.593,98.593,105.37,105.37,105.37,105.37,105.37,105.315,105.315,105.315,105.315,105.315,105.315,105.315,105.315,105.316,105.316,105.316,105.316,105.316,105.316,105.316,105.316,105.29,105.29,105.29,105.22,105.22,105.22,105.22,105.22,105.266,105.266,105.266,105.266,105.266,105.266,105.266,105.266,105.25,105.25,105.25,100.987,100.987,100.987,100.987,100.987,100.973,100.973,100.973,101.075,101.075,101.075,101.075,101.075,101.06,101.06,101.06,101.06
2004-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,118.1,118.1,118.1,118.2,118.2,118.2,118.179,118.179,118.186,118.186,118.186,117.845,117.845,117.845,117.845,117.845,117.883,117.883,117.883,117.886,117.886,117.886,117.886,117.886,117.874,117.868,117.868,117.868,117.868,117.868,117.868,117.868,117.865,117.865,117.865,117.871,117.871,117.871,117.871,117.871,117.871,117.871,117.871,99.094,99.094,99.094,99.094,99.094,99.094,99.094,99.094,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.093,99.116,99.116,99.116,105.937,105.937,105.937,105.937,105.937,105.884,105.884,105.884,105.884,105.884,105.884,105.884,105.884,105.883,105.883,105.883,105.883,105.883,105.883,105.883,105.883,105.866,105.866,105.866,105.796,105.796,105.796,105.796,105.796,105.824,105.825,105.825,105.825,105.825,105.825,105.825,105.825,105.814,105.814,105.814,101.532,101.532,101.532,101.532,101.532,101.514,101.514,101.514,101.616,101.616,101.616,101.616,101.616,101.611,101.611,101.611,101.611
2005-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4,118.4,118.5,118.5,118.5,118.498,118.498,118.347,118.347,118.347,118.033,118.033,118.033,118.033,118.033,117.963,117.963,117.963,117.956,117.956,117.956,117.956,117.956,118.032,118.01,118.01,118.008,118.001,118.001,118.001,118.001,118.12,118.12,118.12,118.123,118.123,118.123,118.123,118.123,118.093,118.093,118.093,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.291,99.273,99.273,99.273,106.115,106.115,106.115,106.115,106.115,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.068,106.054,106.054,106.054,105.984,105.984,105.984,105.984,105.984,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,105.993,105.993,105.993,101.71,101.71,101.71,101.71,101.71,101.718,101.718,101.718,101.822,101.822,101.822,101.822,101.822,101.826,101.826,101.826,101.826
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1,119.2,119.2,119.151,119.151,118.936,118.936,118.936,118.638,118.638,118.638,118.638,118.638,118.805,118.805,118.805,118.796,118.796,118.796,118.796,118.796,118.749,118.791,118.791,118.788,118.775,118.775,118.775,118.775,118.775,118.775,118.775,118.768,118.768,118.768,118.768,118.768,118.813,118.813,118.813,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.907,99.902,99.902,99.902,106.799,106.799,106.799,106.799,106.799,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.749,106.733,106.733,106.733,106.663,106.663,106.663,106.663,106.663,106.667,106.666,106.666,106.666,106.666,106.666,106.666,106.666,106.661,106.661,106.661,102.357,102.357,102.357,102.357,102.357,102.345,102.345,102.345,102.457,102.457,102.457,102.457,102.457,102.442,102.442,102.442,102.442
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2,119.181,119.185,119.054,119.054,119.054,118.763,118.763,118.763,118.763,118.763,119.131,119.131,119.131,119.13,119.13,119.13,119.13,119.13,119.105,119.099,119.099,119.091,119.077,119.077,119.077,119.077,119.014,119.014,119.014,118.996,118.996,118.996,118.996,118.996,119.009,119.009,119.009,100.084,100.084,100.084,100.084,100.084,100.084,100.084,100.084,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.085,100.099,100.099,100.099,107.025,107.025,107.025,107.025,107.025,106.979,106.979,106.979,106.979,106.979,106.979,106.979,106.979,106.98,106.98,106.98,106.98,106.98,106.98,106.98,106.98,106.956,106.956,106.956,106.885,106.885,106.885,106.885,106.885,106.897,106.896,106.896,106.896,106.896,106.896,106.896,106.896,106.895,106.895,106.895,102.584,102.584,102.584,102.584,102.584,102.575,102.575,102.575,102.679,102.679,102.679,102.679,102.679,102.667,102.667,102.667,102.667
2005-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.638,119.641,119.592,119.592,119.303,119.303,119.303,119.303,119.303,119.82,119.82,119.82,119.832,119.832,119.832,119.832,119.832,119.808,119.837,119.837,119.824,119.808,119.808,119.808,119.808,119.841,119.841,119.841,119.814,119.814,119.814,119.814,119.814,119.743,119.743,119.743,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.714,100.723,100.723,100.723,107.711,107.711,107.711,107.711,107.711,107.664,107.664,107.664,107.664,107.664,107.664,107.664,107.664,107.663,107.663,107.663,107.663,107.663,107.663,107.663,107.663,107.65,107.65,107.65,107.578,107.578,107.578,107.578,107.578,107.609,107.609,107.609,107.609,107.609,107.609,107.609,107.609,107.595,107.595,107.595,103.259,103.259,103.259,103.259,103.259,103.245,103.245,103.245,103.358,103.358,103.358,103.358,103.358,103.354,103.354,103.354,103.354
2006-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.333,120.38,119.984,119.984,119.984,119.984,119.984,120.72,120.72,120.72,120.753,120.753,120.753,120.753,120.753,120.848,120.833,120.833,120.814,120.797,120.797,120.797,120.797,121.011,121.011,121.011,120.976,120.976,120.976,120.976,120.976,120.943,120.943,120.943,101.73,101.73,101.73,101.73,101.73,101.695,101.695,101.695,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.696,101.602,101.602,101.602,108.677,108.677,108.677,108.677,108.677,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.638,108.629,108.629,108.629,108.557,108.557,108.557,108.557,108.557,108.611,108.611,108.611,108.611,108.611,108.611,108.611,108.611,108.604,108.604,108.604,104.227,104.227,104.227,104.227,104.227,104.239,104.239,104.239,104.363,104.363,104.363,104.363,104.363,104.371,104.371,104.371,104.371
2006-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.388,120.429,120.433,120.433,120.433,121.182,121.182,121.182,121.23,121.23,121.23,121.23,121.23,121.17,121.151,121.151,121.136,121.118,121.118,121.118,121.118,121.145,121.145,121.145,121.096,121.096,121.096,121.096,121.096,121.14,121.14,121.14,101.908,101.908,101.908,101.908,101.908,101.891,101.891,101.891,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.892,101.865,101.865,101.865,108.979,108.979,108.979,108.979,108.979,108.937,108.937,108.937,108.937,108.937,108.937,108.937,108.937,108.939,108.939,108.939,108.939,108.939,108.939,108.939,108.939,108.926,108.926,108.926,108.853,108.853,108.853,108.853,108.853,108.907,108.907,108.907,108.907,108.907,108.907,108.907,108.907,108.909,108.909,108.909,104.518,104.518,104.518,104.518,104.518,104.516,104.516,104.516,104.618,104.618,104.618,104.618,104.618,104.614,104.614,104.614,104.614
2006-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.909,121.055,121.042,121.896,121.896,121.896,121.95,121.95,121.95,121.95,121.95,121.848,121.86,121.86,121.856,121.842,121.842,121.842,121.842,121.726,121.726,121.726,121.659,121.659,121.659,121.659,121.659,121.685,121.685,121.685,102.376,102.376,102.376,102.376,102.376,102.411,102.411,102.411,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.413,102.439,102.439,102.439,109.616,109.616,109.616,109.616,109.616,109.564,109.564,109.564,109.564,109.564,109.564,109.564,109.564,109.566,109.566,109.566,109.566,109.566,109.566,109.566,109.566,109.542,109.542,109.542,109.469,109.469,109.469,109.469,109.469,109.532,109.532,109.532,109.532,109.532,109.532,109.532,109.532,109.516,109.516,109.516,105.093,105.093,105.093,105.093,105.093,105.082,105.082,105.082,105.189,105.189,105.189,105.189,105.189,105.18,105.18,105.18,105.18
2006-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.392,122.183,122.135,122.135,122.189,122.189,122.189,122.189,122.189,122.138,122.206,122.206,122.223,122.217,122.217,122.217,122.217,122.292,122.292,122.292,122.202,122.202,122.202,122.202,122.202,122.061,122.061,122.061,102.71,102.71,102.71,102.71,102.71,102.723,102.723,102.723,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.726,102.725,102.725,102.725,109.947,109.947,109.947,109.947,109.947,109.903,109.903,109.903,109.903,109.903,109.903,109.903,109.903,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.896,109.896,109.896,109.823,109.823,109.823,109.823,109.823,109.922,109.922,109.922,109.922,109.922,109.922,109.922,109.922,109.908,109.908,109.908,105.459,105.459,105.459,105.459,105.459,105.443,105.443,105.443,105.547,105.547,105.547,105.547,105.547,105.546,105.546,105.546,105.546
