observation_date,W020RC1Q027SBEA_20130228,W020RC1Q027SBEA_20130426,W020RC1Q027SBEA_20130731,W020RC1Q027SBEA_20131107,W020RC1Q027SBEA_20140130,W020RC1Q027SBEA_20140327,W020RC1Q027SBEA_20140430,W020RC1Q027SBEA_20140730,W020RC1Q027SBEA_20141030,W020RC1Q027SBEA_20150130,W020RC1Q027SBEA_20150227,W020RC1Q027SBEA_20150429,W020RC1Q027SBEA_20150730,W020RC1Q027SBEA_20150925,W020RC1Q027SBEA_20151029,W020RC1Q027SBEA_20160129,W020RC1Q027SBEA_20160226,W020RC1Q027SBEA_20160428,W020RC1Q027SBEA_20160729,W020RC1Q027SBEA_20161028,W020RC1Q027SBEA_20170127,W020RC1Q027SBEA_20170428,W020RC1Q027SBEA_20170728,W020RC1Q027SBEA_20171027,W020RC1Q027SBEA_20180126,W020RC1Q027SBEA_20180228,W020RC1Q027SBEA_20180427,W020RC1Q027SBEA_20180727,W020RC1Q027SBEA_20181026,W020RC1Q027SBEA_20190228,W020RC1Q027SBEA_20190328,W020RC1Q027SBEA_20190426,W020RC1Q027SBEA_20190726,W020RC1Q027SBEA_20191030,W020RC1Q027SBEA_20191220,W020RC1Q027SBEA_20200130,W020RC1Q027SBEA_20200227,W020RC1Q027SBEA_20200326,W020RC1Q027SBEA_20200429,W020RC1Q027SBEA_20200730,W020RC1Q027SBEA_20200827,W020RC1Q027SBEA_20200930,W020RC1Q027SBEA_20201029,W020RC1Q027SBEA_20201125,W020RC1Q027SBEA_20210128,W020RC1Q027SBEA_20210225
2014-10-01,,,,,,,,,,77.1,76.2,76.2,75.0,75.0,75.0,75.0,75.0,75.0,73.6,73.6,73.6,73.6,73.6,73.578,73.578,73.578,73.578,74.138,74.138,74.138,74.138,74.138,74.138,74.138,74.138,74.138,74.138,74.138,74.138,80.822,80.822,80.822,80.822,80.822,80.822,80.822
2015-01-01,,,,,,,,,,,,72.7,71.7,71.7,71.7,71.7,71.7,71.7,70.4,70.4,70.4,70.4,70.5,70.533,70.533,70.533,70.533,70.905,70.905,70.905,70.905,70.905,70.523,70.523,70.523,70.523,70.523,70.523,70.523,83.207,83.207,83.207,83.207,83.207,83.207,83.207
2015-04-01,,,,,,,,,,,,,72.7,72.8,72.8,72.8,72.8,72.8,72.1,72.1,72.1,72.1,71.4,71.35,71.35,71.35,71.35,71.181,71.181,71.181,71.181,71.181,71.47,71.47,71.47,71.47,71.47,71.47,71.47,77.058,77.058,77.058,77.058,77.058,77.058,77.058
2015-07-01,,,,,,,,,,,,,,,75.5,75.5,75.5,75.5,75.0,75.0,75.0,75.0,75.3,75.322,75.322,75.322,75.322,74.529,74.529,74.529,74.529,74.529,74.518,74.518,74.518,74.518,74.518,74.518,74.518,83.896,83.896,83.896,83.896,83.896,83.896,83.896
2015-10-01,,,,,,,,,,,,,,,,72.0,73.4,73.4,69.6,69.6,69.6,69.6,69.0,69.011,69.011,69.011,69.011,69.653,69.653,69.653,69.653,69.653,69.756,69.756,69.756,69.756,69.756,69.756,69.756,76.39,76.39,76.39,76.39,76.39,76.39,76.39
2016-01-01,,,,,,,,,,,,,,,,,,73.0,73.6,73.6,73.6,73.6,72.9,72.904,72.904,72.904,72.904,72.12,72.12,72.12,72.12,72.12,72.728,72.728,72.728,72.728,72.728,72.728,72.728,81.651,81.651,81.651,81.651,81.651,81.651,81.651
2016-04-01,,,,,,,,,,,,,,,,,,,74.0,74.0,74.0,74.0,72.4,72.429,72.429,72.429,72.429,72.043,72.043,72.043,72.043,72.043,72.5,72.5,72.5,72.5,72.5,72.5,72.5,77.232,77.232,77.232,77.232,77.232,77.232,77.232
2016-07-01,,,,,,,,,,,,,,,,,,,,75.8,75.8,75.8,74.1,74.058,74.058,74.058,74.058,74.219,74.219,74.219,74.219,74.219,73.761,73.761,73.761,73.761,73.761,73.761,73.761,79.154,79.154,79.154,79.154,79.154,79.154,79.154
2016-10-01,,,,,,,,,,,,,,,,,,,,,77.0,77.0,75.2,75.233,75.233,75.233,75.233,76.652,76.652,76.652,76.652,76.652,76.418,76.418,76.418,76.418,76.418,76.418,76.418,84.241,84.241,84.241,84.241,84.241,84.241,84.241
2017-01-01,,,,,,,,,,,,,,,,,,,,,,77.0,75.4,75.397,75.397,75.397,75.397,75.161,75.161,75.161,75.161,75.161,76.322,76.322,76.322,76.322,76.322,76.322,76.322,84.267,84.267,84.267,84.267,84.267,84.267,84.267
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,76.2,76.247,76.247,76.247,76.247,76.106,76.106,76.106,76.106,76.106,77.241,77.241,77.241,77.241,77.241,77.241,77.241,84.765,84.765,84.765,84.765,84.765,84.765,84.765
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,150.181,150.181,150.181,150.181,149.223,149.223,149.223,149.223,149.223,112.132,112.132,112.132,112.132,112.132,112.132,112.132,115.832,115.832,115.832,115.832,115.832,115.832,115.832
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,73.702,73.542,73.542,72.985,72.985,72.985,72.985,72.985,73.977,73.977,73.977,73.977,73.977,73.977,73.977,80.048,80.048,80.048,80.048,80.048,80.048,80.048
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,73.908,72.9,72.9,72.9,72.9,72.9,73.979,73.979,73.979,73.979,73.979,73.979,73.979,79.229,79.229,79.229,79.229,79.229,79.229,79.229
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.35,72.35,72.35,72.35,72.35,73.788,73.788,73.788,73.788,73.788,73.788,73.788,85.164,85.164,85.164,85.164,85.164,85.164,85.164
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.514,96.514,96.514,96.514,79.604,79.604,79.604,79.604,79.604,79.604,79.604,83.573,83.573,83.573,83.573,83.573,83.573,83.573
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.027,73.007,73.007,74.869,74.869,74.869,74.869,74.869,74.869,74.869,80.753,80.753,80.753,80.753,80.753,80.753,80.753
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.83,77.525,77.525,77.525,77.525,77.525,77.525,77.525,85.304,85.304,85.304,85.304,85.304,85.304,85.304
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.959,75.959,75.959,75.959,75.959,75.959,75.959,77.565,77.565,77.565,77.565,77.565,77.565,77.565
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.702,77.744,77.744,77.744,77.744,77.744,80.027,80.027,80.027,80.027,80.027,80.027,80.027
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.033,78.566,78.428,78.428,86.139,86.139,86.139,86.139,86.139,86.139,86.139
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.803,92.408,92.408,92.408,92.408,92.408,92.408,92.408
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.67,84.622,85.072,85.072,85.072,85.072,85.072
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.944,87.932,87.932,87.932
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.396,87.011
