observation_date,A918RC1Q027SBEA_20130228,A918RC1Q027SBEA_20130426,A918RC1Q027SBEA_20130731,A918RC1Q027SBEA_20130829,A918RC1Q027SBEA_20130926,A918RC1Q027SBEA_20131107,A918RC1Q027SBEA_20131205,A918RC1Q027SBEA_20131220,A918RC1Q027SBEA_20140130,A918RC1Q027SBEA_20140228,A918RC1Q027SBEA_20140327,A918RC1Q027SBEA_20140430,A918RC1Q027SBEA_20140529,A918RC1Q027SBEA_20140730,A918RC1Q027SBEA_20140828,A918RC1Q027SBEA_20140926,A918RC1Q027SBEA_20141030,A918RC1Q027SBEA_20141125,A918RC1Q027SBEA_20150130,A918RC1Q027SBEA_20150227,A918RC1Q027SBEA_20150429,A918RC1Q027SBEA_20150529,A918RC1Q027SBEA_20150624,A918RC1Q027SBEA_20150730,A918RC1Q027SBEA_20150827,A918RC1Q027SBEA_20151029,A918RC1Q027SBEA_20151124,A918RC1Q027SBEA_20151222,A918RC1Q027SBEA_20160129,A918RC1Q027SBEA_20160428,A918RC1Q027SBEA_20160527,A918RC1Q027SBEA_20160729,A918RC1Q027SBEA_20160826,A918RC1Q027SBEA_20161028,A918RC1Q027SBEA_20161129,A918RC1Q027SBEA_20170127,A918RC1Q027SBEA_20170428,A918RC1Q027SBEA_20170526,A918RC1Q027SBEA_20170728,A918RC1Q027SBEA_20170830,A918RC1Q027SBEA_20171027,A918RC1Q027SBEA_20171129,A918RC1Q027SBEA_20171221,A918RC1Q027SBEA_20180126,A918RC1Q027SBEA_20180228,A918RC1Q027SBEA_20180328,A918RC1Q027SBEA_20180427,A918RC1Q027SBEA_20180530,A918RC1Q027SBEA_20180628,A918RC1Q027SBEA_20180727,A918RC1Q027SBEA_20180829,A918RC1Q027SBEA_20180927,A918RC1Q027SBEA_20181026,A918RC1Q027SBEA_20181128,A918RC1Q027SBEA_20181221,A918RC1Q027SBEA_20190228,A918RC1Q027SBEA_20190328,A918RC1Q027SBEA_20190426,A918RC1Q027SBEA_20190530,A918RC1Q027SBEA_20190627,A918RC1Q027SBEA_20190726,A918RC1Q027SBEA_20190926,A918RC1Q027SBEA_20191030,A918RC1Q027SBEA_20191127,A918RC1Q027SBEA_20191220,A918RC1Q027SBEA_20200130,A918RC1Q027SBEA_20200227,A918RC1Q027SBEA_20200326,A918RC1Q027SBEA_20200429,A918RC1Q027SBEA_20200528,A918RC1Q027SBEA_20200625,A918RC1Q027SBEA_20200730,A918RC1Q027SBEA_20200827,A918RC1Q027SBEA_20200930,A918RC1Q027SBEA_20201029,A918RC1Q027SBEA_20201125,A918RC1Q027SBEA_20201222,A918RC1Q027SBEA_20210128,A918RC1Q027SBEA_20210225
1976-07-01,21.6,21.6,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.988,40.988,40.988,40.988,40.988,40.988,40.988,40.988,40.988,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991,41.991
1976-10-01,22.0,22.0,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934,42.934
1977-01-01,22.6,22.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.572,42.572,42.572,42.572,42.572,42.572,42.572,42.572,42.572,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967,43.967
1977-04-01,22.9,22.9,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.376,43.376,43.376,43.376,43.376,43.376,43.376,43.376,43.376,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974,44.974
1977-07-01,23.0,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.996,43.996,43.996,43.996,43.996,43.996,43.996,43.996,43.996,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615,45.615
1977-10-01,23.6,23.6,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.968,44.968,44.968,44.968,44.968,44.968,44.968,44.968,44.968,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521,46.521
1978-01-01,24.3,24.3,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744,47.744
1978-04-01,24.8,24.8,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.02,47.02,47.02,47.02,47.02,47.02,47.02,47.02,47.02,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409,49.409
1978-07-01,25.3,25.3,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078,50.078
1978-10-01,25.6,25.6,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.812,48.812,48.812,48.812,48.812,48.812,48.812,48.812,48.812,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439,51.439
1979-01-01,25.9,25.9,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.796,49.796,49.796,49.796,49.796,49.796,49.796,49.796,49.796,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466,52.466
1979-04-01,26.6,26.6,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855,53.855
1979-07-01,27.4,27.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.424,52.424,52.424,52.424,52.424,52.424,52.424,52.424,52.424,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483,55.483
1979-10-01,28.0,28.0,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,53.78,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559,56.559
1980-01-01,28.6,28.6,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.26,55.26,55.26,55.26,55.26,55.26,55.26,55.26,55.26,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88,57.88
1980-04-01,29.7,29.7,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.968,56.968,56.968,56.968,56.968,56.968,56.968,56.968,56.968,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552,59.552
1980-07-01,30.4,30.4,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.748,58.748,58.748,58.748,58.748,58.748,58.748,58.748,58.748,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005,61.005
1980-10-01,31.4,31.4,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.592,60.592,60.592,60.592,60.592,60.592,60.592,60.592,60.592,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138,63.138
1981-01-01,32.4,32.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.368,62.368,62.368,62.368,62.368,62.368,62.368,62.368,62.368,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657,64.657
1981-04-01,33.4,33.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.436,64.436,64.436,64.436,64.436,64.436,64.436,64.436,64.436,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669,66.669
1981-07-01,34.3,34.3,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.216,66.216,66.216,66.216,66.216,66.216,66.216,66.216,66.216,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402,68.402
1981-10-01,35.2,35.2,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.088,68.088,68.088,68.088,68.088,68.088,68.088,68.088,68.088,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364,70.364
1982-01-01,36.3,36.3,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.024,70.024,70.024,70.024,70.024,70.024,70.024,70.024,70.024,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46
1982-04-01,37.3,37.3,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891,74.891
1982-07-01,38.1,38.1,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.552,73.552,73.552,73.552,73.552,73.552,73.552,73.552,73.552,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37
1982-10-01,38.7,38.7,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.076,75.076,75.076,75.076,75.076,75.076,75.076,75.076,75.076,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796,77.796
1983-01-01,39.4,39.4,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.608,76.608,76.608,76.608,76.608,76.608,76.608,76.608,76.608,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683,77.683
1983-04-01,40.1,40.1,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.976,77.976,77.976,77.976,77.976,77.976,77.976,77.976,77.976,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531,80.531
1983-07-01,41.3,41.3,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.796,79.796,79.796,79.796,79.796,79.796,79.796,79.796,79.796,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673,82.673
1983-10-01,42.0,42.0,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.468,81.468,81.468,81.468,81.468,81.468,81.468,81.468,81.468,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607,83.607
1984-01-01,43.1,43.1,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098,86.098
1984-04-01,44.1,44.1,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.552,85.552,85.552,85.552,85.552,85.552,85.552,85.552,85.552,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912,87.912
1984-07-01,44.9,44.9,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.304,87.304,87.304,87.304,87.304,87.304,87.304,87.304,87.304,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63
1984-10-01,46.0,46.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,88.996,88.996,88.996,88.996,88.996,88.996,88.996,88.996,88.996,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692,96.692
1985-01-01,46.8,46.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.812,90.812,90.812,90.812,90.812,90.812,90.812,90.812,90.812,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516,94.516
1985-04-01,47.4,47.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.408,92.408,92.408,92.408,92.408,92.408,92.408,92.408,92.408,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216,96.216
1985-07-01,48.5,48.5,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.236,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405
1985-10-01,49.4,49.4,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.94,95.94,95.94,95.94,95.94,95.94,95.94,95.94,95.94,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747,99.747
1986-01-01,49.9,49.9,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937,100.937
