observation_date,DNDGRD3Q086SBEA_20130228,DNDGRD3Q086SBEA_20130328,DNDGRD3Q086SBEA_20130426,DNDGRD3Q086SBEA_20130530,DNDGRD3Q086SBEA_20130626,DNDGRD3Q086SBEA_20130731,DNDGRD3Q086SBEA_20140110,DNDGRD3Q086SBEA_20140130,DNDGRD3Q086SBEA_20140228,DNDGRD3Q086SBEA_20140327,DNDGRD3Q086SBEA_20140430,DNDGRD3Q086SBEA_20140529,DNDGRD3Q086SBEA_20140730,DNDGRD3Q086SBEA_20140828,DNDGRD3Q086SBEA_20140926,DNDGRD3Q086SBEA_20141030,DNDGRD3Q086SBEA_20141223,DNDGRD3Q086SBEA_20150130,DNDGRD3Q086SBEA_20150227,DNDGRD3Q086SBEA_20150327,DNDGRD3Q086SBEA_20150429,DNDGRD3Q086SBEA_20150529,DNDGRD3Q086SBEA_20150624,DNDGRD3Q086SBEA_20150730,DNDGRD3Q086SBEA_20150827,DNDGRD3Q086SBEA_20151029,DNDGRD3Q086SBEA_20151222,DNDGRD3Q086SBEA_20160129,DNDGRD3Q086SBEA_20160226,DNDGRD3Q086SBEA_20160325,DNDGRD3Q086SBEA_20160428,DNDGRD3Q086SBEA_20160527,DNDGRD3Q086SBEA_20160628,DNDGRD3Q086SBEA_20160729,DNDGRD3Q086SBEA_20160826,DNDGRD3Q086SBEA_20161028,DNDGRD3Q086SBEA_20161129,DNDGRD3Q086SBEA_20161222,DNDGRD3Q086SBEA_20170127,DNDGRD3Q086SBEA_20170228,DNDGRD3Q086SBEA_20170330,DNDGRD3Q086SBEA_20170428,DNDGRD3Q086SBEA_20170526,DNDGRD3Q086SBEA_20170629,DNDGRD3Q086SBEA_20170728,DNDGRD3Q086SBEA_20170928,DNDGRD3Q086SBEA_20171027,DNDGRD3Q086SBEA_20171129,DNDGRD3Q086SBEA_20171221,DNDGRD3Q086SBEA_20180126,DNDGRD3Q086SBEA_20180228,DNDGRD3Q086SBEA_20180328,DNDGRD3Q086SBEA_20180427,DNDGRD3Q086SBEA_20180530,DNDGRD3Q086SBEA_20180628,DNDGRD3Q086SBEA_20180727,DNDGRD3Q086SBEA_20180927,DNDGRD3Q086SBEA_20181026,DNDGRD3Q086SBEA_20181128,DNDGRD3Q086SBEA_20190228,DNDGRD3Q086SBEA_20190328,DNDGRD3Q086SBEA_20190426,DNDGRD3Q086SBEA_20190530,DNDGRD3Q086SBEA_20190726,DNDGRD3Q086SBEA_20190829,DNDGRD3Q086SBEA_20191030,DNDGRD3Q086SBEA_20191127,DNDGRD3Q086SBEA_20191220,DNDGRD3Q086SBEA_20200130,DNDGRD3Q086SBEA_20200227,DNDGRD3Q086SBEA_20200429,DNDGRD3Q086SBEA_20200528,DNDGRD3Q086SBEA_20200625,DNDGRD3Q086SBEA_20200730,DNDGRD3Q086SBEA_20200827,DNDGRD3Q086SBEA_20200930,DNDGRD3Q086SBEA_20201029
2006-01-01,102.235,102.235,102.235,102.235,102.235,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,93.424,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64,83.64
2006-04-01,103.496,103.496,103.496,103.496,103.496,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,94.793,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865,84.865
2006-07-01,104.642,104.642,104.642,104.642,104.642,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,95.876,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846,85.846
2006-10-01,102.548,102.548,102.548,102.548,102.548,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,93.665,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865,83.865
2007-01-01,104.07,104.07,104.07,104.07,104.07,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,94.967,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03
2007-04-01,106.119,106.119,106.119,106.119,106.119,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,96.827,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691,86.691
2007-07-01,106.71,106.71,106.71,106.71,106.71,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,97.505,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298,87.298
2007-10-01,109.046,109.046,109.046,109.046,109.046,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144,89.144
2008-01-01,111.187,111.187,111.187,111.187,111.187,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,101.248,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656,90.656
2008-04-01,113.545,113.545,113.545,113.545,113.545,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,103.442,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644,92.644
2008-07-01,116.573,116.573,116.573,116.573,116.573,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,106.159,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087,95.087
2008-10-01,108.909,108.909,108.909,108.909,108.909,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,99.717,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211,89.211
2009-01-01,106.328,106.328,106.328,106.328,106.328,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,97.467,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121
2009-04-01,108.023,108.023,108.023,108.023,108.023,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,99.041,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65
2009-07-01,110.612,110.612,110.612,110.612,110.612,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,101.224,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583,90.583
2009-10-01,111.731,111.731,111.731,111.731,111.731,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,102.261,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51
2010-01-01,112.458,112.458,112.458,112.458,112.458,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,102.863,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933,91.933
2010-04-01,111.556,111.556,111.556,111.556,111.556,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,102.209,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524,91.524
2010-07-01,112.27,112.27,112.27,112.27,112.27,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,102.755,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807,91.807
2010-10-01,114.178,114.178,114.178,114.178,114.178,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,104.485,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45
2011-01-01,116.971,116.971,116.971,116.971,116.971,106.829,106.829,106.829,106.829,106.829,106.829,106.829,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,106.782,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579,95.579
2011-04-01,119.239,119.239,119.239,119.239,119.239,109.048,109.048,109.048,109.048,109.048,109.048,109.048,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,109.27,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811,97.811
2011-07-01,120.627,120.627,120.627,120.627,120.627,110.137,110.137,110.137,110.137,110.137,110.137,110.137,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,110.154,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366,98.366
2011-10-01,120.88,120.88,120.88,120.88,120.88,110.491,110.491,110.491,110.491,110.491,110.491,110.491,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,110.551,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865,98.865
2012-01-01,122.138,122.138,122.138,122.138,122.138,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.386,111.386,111.386,111.386,111.386,111.386,111.386,111.386,111.386,111.386,111.386,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,111.511,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824,99.824
2012-04-01,121.473,121.473,121.473,121.473,121.473,111.125,111.125,111.125,111.125,111.125,111.125,111.125,111.406,111.406,111.406,111.406,111.406,111.406,111.406,111.406,111.406,111.406,111.406,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,111.412,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624,99.624
2012-07-01,122.661,122.661,122.661,122.661,122.661,111.962,111.962,111.962,111.962,111.962,111.962,111.962,111.923,111.923,111.923,111.923,111.923,111.923,111.923,111.923,111.923,111.923,111.923,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,111.813,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869,99.869
2012-10-01,123.434,123.44,123.44,123.44,123.44,112.52,112.52,112.52,112.52,112.52,112.52,112.52,112.593,112.593,112.593,112.593,112.593,112.593,112.593,112.593,112.593,112.593,112.593,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,112.624,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683,100.683
2013-01-01,,,123.182,123.185,123.184,112.262,112.262,112.262,112.262,112.262,112.262,112.262,112.231,112.231,112.231,112.231,112.231,112.231,112.231,112.231,112.231,112.231,112.231,112.403,112.403,112.403,112.403,112.403,112.403,112.403,112.403,112.403,112.403,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,112.559,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642,100.642
2013-04-01,,,,,,111.12,111.124,111.124,111.124,111.124,111.124,111.124,111.477,111.477,111.477,111.477,111.477,111.477,111.477,111.477,111.477,111.477,111.477,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,111.324,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6
2013-07-01,,,,,,,112.36,112.36,112.36,112.36,112.36,112.36,112.315,112.315,112.315,112.315,112.315,112.315,112.315,112.315,112.315,112.315,112.315,112.166,112.166,112.166,112.166,112.166,112.166,112.166,112.166,112.166,112.166,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,111.815,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035,100.035
2013-10-01,,,,,,,,111.955,112.223,112.222,112.222,112.222,112.074,112.074,112.074,112.074,112.074,112.074,112.074,112.074,112.074,112.074,112.074,112.108,112.108,112.108,112.108,112.108,112.108,112.108,112.108,112.108,112.108,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,112.087,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05
2014-01-01,,,,,,,,,,,112.371,112.37,112.23,112.23,112.23,112.23,112.23,112.23,112.23,112.23,112.23,112.23,112.23,112.401,112.401,112.401,112.401,112.401,112.401,112.401,112.401,112.401,112.401,112.639,112.639,112.639,112.639,112.639,112.639,112.639,112.639,112.639,112.639,112.639,112.812,112.812,112.812,112.812,112.812,112.812,112.812,112.812,112.812,112.812,112.812,100.628,100.628,100.628,100.628,100.628,100.628,100.628,100.628,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67,100.67
2014-04-01,,,,,,,,,,,,,113.227,113.228,113.229,113.229,113.229,113.229,113.229,113.229,113.229,113.229,113.229,113.188,113.188,113.188,113.188,113.188,113.188,113.188,113.188,113.188,113.188,113.002,113.002,113.002,113.002,113.002,113.002,113.002,113.002,113.002,113.002,113.002,113.141,113.141,113.141,113.141,113.141,113.141,113.141,113.141,113.141,113.141,113.141,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156,101.156
2014-07-01,,,,,,,,,,,,,,,,113.587,113.586,113.586,113.586,113.586,113.586,113.586,113.586,113.347,113.347,113.347,113.347,113.347,113.347,113.347,113.347,113.347,113.347,112.908,112.908,112.908,112.908,112.908,112.908,112.908,112.908,112.908,112.908,112.908,113.094,113.094,113.094,113.094,113.094,113.094,113.094,113.094,113.094,113.094,113.094,101.046,101.046,101.046,101.046,101.046,101.046,101.046,101.046,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035
2014-10-01,,,,,,,,,,,,,,,,,,111.792,111.948,111.932,111.932,111.932,111.932,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.839,111.839,111.839,111.839,111.839,111.839,111.839,111.839,111.839,111.839,111.839,111.725,111.725,111.725,111.725,111.725,111.725,111.725,111.725,111.725,111.725,111.725,99.606,99.606,99.606,99.606,99.606,99.606,99.606,99.606,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552,99.552
2015-01-01,,,,,,,,,,,,,,,,,,,,,108.555,108.547,108.545,108.419,108.419,108.419,108.419,108.419,108.419,108.419,108.419,108.419,108.419,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.806,108.806,108.806,108.806,108.806,108.806,108.806,108.806,108.806,108.806,108.806,96.824,96.824,96.824,96.824,96.824,96.824,96.824,96.824,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.876,96.876,96.876,96.876
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,109.444,109.443,109.443,109.443,109.443,109.443,109.443,109.443,109.443,109.443,109.276,109.276,109.276,109.276,109.276,109.276,109.276,109.276,109.276,109.276,109.276,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,109.35,97.574,97.574,97.574,97.574,97.574,97.574,97.574,97.574,97.595,97.595,97.595,97.595,97.595,97.595,97.595,97.595,97.595,97.595,97.612,97.612,97.612,97.612
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,109.669,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.264,109.264,109.264,109.264,109.264,109.264,109.264,109.264,109.264,109.264,109.264,109.409,109.409,109.409,109.409,109.409,109.409,109.409,109.409,109.409,109.409,109.409,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.56,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.534,97.534,97.534,97.534
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.403,108.696,108.693,108.693,108.693,108.693,108.459,108.459,108.459,108.459,108.459,108.459,108.459,108.459,108.459,108.459,108.459,108.284,108.284,108.284,108.284,108.284,108.284,108.284,108.284,108.284,108.284,108.284,96.363,96.363,96.363,96.363,96.363,96.363,96.363,96.363,96.326,96.326,96.326,96.326,96.326,96.326,96.326,96.326,96.326,96.326,96.35,96.35,96.35,96.35
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.131,107.125,107.124,106.916,106.916,106.916,106.916,106.916,106.916,106.916,106.916,106.916,106.916,106.916,107.061,107.061,107.061,107.061,107.061,107.061,107.061,107.061,107.061,107.061,107.061,95.082,95.082,95.082,95.082,95.082,95.082,95.082,95.082,95.046,95.046,95.046,95.046,95.046,95.046,95.046,95.046,95.046,95.046,95.099,95.099,95.099,95.099
