observation_date,DSERRD3Q086SBEA_20130228,DSERRD3Q086SBEA_20130328,DSERRD3Q086SBEA_20130426,DSERRD3Q086SBEA_20130530,DSERRD3Q086SBEA_20130626,DSERRD3Q086SBEA_20130731,DSERRD3Q086SBEA_20140110,DSERRD3Q086SBEA_20140130,DSERRD3Q086SBEA_20140228,DSERRD3Q086SBEA_20140327,DSERRD3Q086SBEA_20140430,DSERRD3Q086SBEA_20140529,DSERRD3Q086SBEA_20140625,DSERRD3Q086SBEA_20140730,DSERRD3Q086SBEA_20140828,DSERRD3Q086SBEA_20140926,DSERRD3Q086SBEA_20141030,DSERRD3Q086SBEA_20141125,DSERRD3Q086SBEA_20141223,DSERRD3Q086SBEA_20150130,DSERRD3Q086SBEA_20150227,DSERRD3Q086SBEA_20150327,DSERRD3Q086SBEA_20150429,DSERRD3Q086SBEA_20150529,DSERRD3Q086SBEA_20150624,DSERRD3Q086SBEA_20150730,DSERRD3Q086SBEA_20150827,DSERRD3Q086SBEA_20150925,DSERRD3Q086SBEA_20151029,DSERRD3Q086SBEA_20151124,DSERRD3Q086SBEA_20151222,DSERRD3Q086SBEA_20160129,DSERRD3Q086SBEA_20160226,DSERRD3Q086SBEA_20160325,DSERRD3Q086SBEA_20160428,DSERRD3Q086SBEA_20160527,DSERRD3Q086SBEA_20160628,DSERRD3Q086SBEA_20160729,DSERRD3Q086SBEA_20160826,DSERRD3Q086SBEA_20160929,DSERRD3Q086SBEA_20161028,DSERRD3Q086SBEA_20161129,DSERRD3Q086SBEA_20161222,DSERRD3Q086SBEA_20170127,DSERRD3Q086SBEA_20170228,DSERRD3Q086SBEA_20170330,DSERRD3Q086SBEA_20170428,DSERRD3Q086SBEA_20170526,DSERRD3Q086SBEA_20170629,DSERRD3Q086SBEA_20170728,DSERRD3Q086SBEA_20170830,DSERRD3Q086SBEA_20170928,DSERRD3Q086SBEA_20171027,DSERRD3Q086SBEA_20171129,DSERRD3Q086SBEA_20171221,DSERRD3Q086SBEA_20180126,DSERRD3Q086SBEA_20180228,DSERRD3Q086SBEA_20180328,DSERRD3Q086SBEA_20180427,DSERRD3Q086SBEA_20180530,DSERRD3Q086SBEA_20180628,DSERRD3Q086SBEA_20180727,DSERRD3Q086SBEA_20180829,DSERRD3Q086SBEA_20180927,DSERRD3Q086SBEA_20181026,DSERRD3Q086SBEA_20181128,DSERRD3Q086SBEA_20181221,DSERRD3Q086SBEA_20190228,DSERRD3Q086SBEA_20190328,DSERRD3Q086SBEA_20190426,DSERRD3Q086SBEA_20190530,DSERRD3Q086SBEA_20190627,DSERRD3Q086SBEA_20190726,DSERRD3Q086SBEA_20190829,DSERRD3Q086SBEA_20190926,DSERRD3Q086SBEA_20191030,DSERRD3Q086SBEA_20191127,DSERRD3Q086SBEA_20191220,DSERRD3Q086SBEA_20200130,DSERRD3Q086SBEA_20200227,DSERRD3Q086SBEA_20200326,DSERRD3Q086SBEA_20200429,DSERRD3Q086SBEA_20200528,DSERRD3Q086SBEA_20200625,DSERRD3Q086SBEA_20200730,DSERRD3Q086SBEA_20200827,DSERRD3Q086SBEA_20200930,DSERRD3Q086SBEA_20201029
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.444,117.469,117.434,117.579,117.579,117.579,117.579,117.579,117.579,117.579,117.579,117.579,117.579,117.579,117.579,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.741,110.833,110.833,110.833,110.833
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.204,118.205,118.206,118.206,118.206,118.206,118.206,118.206,118.206,118.206,118.206,118.206,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.448,111.527,111.527,111.527,111.527
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.763,118.779,118.766,118.766,118.766,118.766,118.766,118.766,118.766,112.198,112.198,112.198,112.198,112.198,112.198,112.198,112.198,112.198,112.198,112.198,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.034,112.122,112.122,112.122,112.122
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.684,119.699,119.702,119.702,119.702,119.702,113.117,113.117,113.117,113.117,113.117,113.117,113.117,113.117,113.117,113.117,113.117,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.93,112.977,112.977,112.977,112.977
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.61,120.544,120.523,113.836,113.836,113.836,113.836,113.836,113.836,113.836,113.836,113.836,113.836,113.836,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.702,113.828,113.828,113.828,113.828
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.54,114.564,114.602,114.602,114.602,114.602,114.602,114.602,114.602,114.602,114.602,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.513,114.645,114.645,114.645,114.645
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.307,115.267,115.299,115.299,115.299,115.299,115.299,115.299,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.213,115.35,115.35,115.35,115.35
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.059,116.067,116.067,116.067,116.067,115.951,115.951,115.951,115.951,115.951,115.951,115.951,115.951,115.951,115.951,115.951,115.951,116.12,116.12,116.12,116.12
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.535,116.452,116.499,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.6,116.6,116.6,116.6
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1,117.085,117.126,117.126,117.126,117.126,117.126,117.126,117.126,117.126,117.126,117.126,117.431,117.431,117.431,117.431
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.879,117.855,117.857,117.857,117.857,117.857,117.857,117.857,117.857,118.15,118.15,118.15,118.15
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.49,118.467,118.49,118.49,118.49,118.49,118.777,118.777,118.777,118.777
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.195,119.158,119.173,119.452,119.452,119.452,119.452
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.505,119.482,119.556,119.556
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.379
